"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"507","1997","11","Tamil Nadu","Periyar(Erode)","7.4","0.0","18.31","53.82","51.82","44.33","31.09","60.02","73.29","274.9","183.26","60.77"
"507","1998","11","Tamil Nadu","Periyar(Erode)","2.92","6.77","2.33","39.0","122.74","13.23","68.35","107.46","84.6","198.83","99.08","108.64"
"507","1999","11","Tamil Nadu","Periyar(Erode)","1.47","12.0","5.54","70.35","119.81","23.48","33.83","35.76","49.67","252.25","85.15","20.3"
"507","2000","11","Tamil Nadu","Periyar(Erode)","8.82","17.86","0.67","67.03","77.41","19.57","34.53","109.89","116.76","179.92","86.38","57.88"
"507","2001","11","Tamil Nadu","Periyar(Erode)","29.83","7.02","1.03","128.12","43.17","13.77","52.76","45.72","72.89","184.27","53.13","22.05"
"507","2002","11","Tamil Nadu","Periyar(Erode)","3.48","1.36","3.12","13.4","107.07","34.75","18.77","34.22","40.16","281.84","84.75","9.96"
"507","2003","11","Tamil Nadu","Periyar(Erode)","1.23","10.22","6.34","87.16","34.8","24.68","50.36","64.99","35.88","202.38","63.01","3.84"
"507","2004","11","Tamil Nadu","Periyar(Erode)","13.44","4.51","3.86","53.84","168.87","27.72","65.89","39.09","122.92","191.21","59.63","6.83"
"507","2005","11","Tamil Nadu","Periyar(Erode)","22.0","6.14","6.07","75.61","79.72","21.93","56.52","53.68","71.81","192.43","108.06","39.03"
"507","2006","11","Tamil Nadu","Periyar(Erode)","7.35","0.19","59.02","32.59","87.93","32.53","31.41","42.55","98.36","201.94","76.85","1.58"
"507","2007","11","Tamil Nadu","Periyar(Erode)","2.3","5.04","3.04","93.57","156.93","16.9","58.59","80.7","122.55","205.4","66.31","42.12"
"507","2008","11","Tamil Nadu","Periyar(Erode)","3.24","26.95","69.94","55.84","39.48","30.01","69.36","115.31","72.98","289.58","79.35","16.7"
"507","2009","11","Tamil Nadu","Periyar(Erode)","2.14","0.09","23.78","38.49","86.7","60.88","22.53","63.51","100.08","73.84","154.15","59.45"
"507","2010","11","Tamil Nadu","Periyar(Erode)","6.59","1.96","2.84","83.36","102.79","22.29","63.55","50.13","109.7","222.71","165.43","33.51"
"507","2011","11","Tamil Nadu","Periyar(Erode)","3.97","36.79","0.81","77.94","66.52","19.51","44.38","82.44","81.19","165.95","87.39","31.85"
"507","2012","11","Tamil Nadu","Periyar(Erode)","3.06","7.78","2.35","39.73","56.98","8.1","27.73","63.51","52.77","125.16","111.34","31.88"
"507","2013","11","Tamil Nadu","Periyar(Erode)","2.04","15.92","21.21","11.82","109.7","36.1","58.12","43.58","80.27","114.91","125.95","16.1"
"507","2014","11","Tamil Nadu","Periyar(Erode)","3.88","2.48","3.91","29.73","75.18","35.0","47.81","60.8","141.2","314.12","47.62","14.22"
"507","2015","11","Tamil Nadu","Periyar(Erode)","19.14","2.13","30.87","94.29","176.45","21.83","44.94","55.48","96.79","147.82","224.04","25.71"
"508","1990","11","Tamil Nadu","Pudukkottai","134.56","3.21","16.42","5.87","73.77","66.4","41.44","50.53","83.91","297.73","125.86","92.84"
"508","1991","11","Tamil Nadu","Pudukkottai","37.28","12.97","12.07","47.22","31.42","62.12","47.2","91.52","74.98","229.76","184.47","33.14"
"508","1992","11","Tamil Nadu","Pudukkottai","5.57","0.0","0.0","16.0","65.44","39.27","64.17","147.74","107.23","122.69","236.58","61.08"
"508","1993","11","Tamil Nadu","Pudukkottai","1.39","4.22","8.68","23.25","35.69","66.15","47.2","95.69","40.8","220.97","227.42","213.09"
"508","1994","11","Tamil Nadu","Pudukkottai","14.6","26.08","5.23","60.83","42.59","21.32","58.3","55.41","52.54","243.56","179.75","34.02"
"508","1995","11","Tamil Nadu","Pudukkottai","54.83","12.84","14.46","62.88","66.14","32.56","59.26","126.25","62.74","159.71","82.0","11.05"
"508","1996","11","Tamil Nadu","Pudukkottai","19.44","13.02","3.52","78.8","22.57","67.35","56.65","93.3","177.05","151.56","98.48","114.61"
"508","1997","11","Tamil Nadu","Pudukkottai","10.22","0.27","18.08","42.89","32.99","31.73","93.24","81.67","79.99","281.15","281.92","140.61"
"508","1998","11","Tamil Nadu","Pudukkottai","26.97","1.67","1.69","21.97","88.22","17.45","104.32","188.95","81.84","156.44","173.85","232.42"
"508","1999","11","Tamil Nadu","Pudukkottai","29.08","33.35","2.82","54.84","41.49","26.17","32.29","53.18","85.48","236.97","145.4","50.05"
"508","2000","11","Tamil Nadu","Pudukkottai","41.17","35.96","3.9","50.2","31.2","20.49","36.57","247.19","270.95","136.72","141.09","119.92"
"508","2001","11","Tamil Nadu","Pudukkottai","49.48","6.68","1.0","95.92","14.81","44.75","100.29","79.86","76.0","194.57","112.01","104.15"
"508","2002","11","Tamil Nadu","Pudukkottai","14.94","7.48","7.52","19.04","51.91","40.49","15.6","44.58","81.09","300.58","187.87","78.28"
"508","2003","11","Tamil Nadu","Pudukkottai","17.1","16.84","15.91","55.08","63.27","44.38","125.41","234.68","67.11","187.57","189.33","13.22"
"508","2004","11","Tamil Nadu","Pudukkottai","12.15","17.16","8.75","32.31","132.3","64.69","59.54","69.39","384.49","236.57","121.25","73.81"
"508","2005","11","Tamil Nadu","Pudukkottai","29.2","6.38","6.99","80.87","33.74","14.0","78.82","48.08","50.45","218.74","210.56","133.76"
"508","2006","11","Tamil Nadu","Pudukkottai","47.4","2.9","84.63","34.19","22.38","21.16","32.66","87.96","72.64","356.97","197.15","14.05"
"508","2007","11","Tamil Nadu","Pudukkottai","25.27","13.57","1.91","62.27","51.29","33.64","121.8","119.49","85.46","241.53","107.47","109.22"
"508","2008","11","Tamil Nadu","Pudukkottai","15.06","27.05","77.07","41.5","12.85","56.99","65.95","454.12","48.53","246.33","217.66","153.94"
"508","2009","11","Tamil Nadu","Pudukkottai","15.24","0.86","44.89","56.8","36.76","30.47","30.52","233.67","64.85","93.72","255.02","129.17"
"508","2010","11","Tamil Nadu","Pudukkottai","24.75","0.58","1.22","25.12","28.98","28.24","185.65","94.06","352.75","221.89","258.7","134.5"
"508","2011","11","Tamil Nadu","Pudukkottai","30.18","32.81","1.82","86.11","15.8","18.58","55.0","94.28","52.91","178.46","199.78","136.5"
"508","2012","11","Tamil Nadu","Pudukkottai","20.25","4.99","11.06","36.69","10.37","8.43","26.29","67.08","118.35","250.64","105.1","97.05"
"508","2013","11","Tamil Nadu","Pudukkottai","24.63","40.36","61.38","6.49","45.24","36.11","52.95","93.64","58.61","118.33","122.34","100.06"
"508","2014","11","Tamil Nadu","Pudukkottai","30.32","9.16","4.83","17.62","80.11","28.9","49.34","69.66","130.14","316.96","69.47","81.54"
"508","2015","11","Tamil Nadu","Pudukkottai","15.37","14.63","19.05","98.55","96.08","33.99","85.93","176.75","281.03","178.12","226.54","125.38"
"509","1990","11","Tamil Nadu","Dindigul Anna","133.79","2.86","18.22","6.31","92.48","43.95","34.49","40.45","63.26","262.67","133.01","51.29"
"509","1991","11","Tamil Nadu","Dindigul Anna","25.56","10.8","9.22","66.64","62.09","75.42","43.0","68.05","52.93","233.82","135.6","21.74"
"509","1992","11","Tamil Nadu","Dindigul Anna","5.11","0.0","0.0","29.72","81.32","43.51","52.94","82.67","83.08","143.79","228.94","40.03"
"509","1993","11","Tamil Nadu","Dindigul Anna","0.52","3.34","11.84","34.66","50.44","57.56","42.84","73.67","48.71","244.73","223.99","145.14"
"509","1994","11","Tamil Nadu","Dindigul Anna","7.84","18.45","10.21","97.72","81.97","38.23","43.8","49.06","49.76","270.92","135.3","24.17"
"509","1995","11","Tamil Nadu","Dindigul Anna","32.08","8.04","23.62","81.92","78.08","46.74","59.2","114.95","47.95","140.84","76.97","3.11"
"509","1996","11","Tamil Nadu","Dindigul Anna","20.92","11.79","9.49","90.96","40.26","55.11","40.98","60.83","97.27","112.94","41.07","77.79"
"509","1997","11","Tamil Nadu","Dindigul Anna","7.07","0.08","18.22","54.1","43.68","54.61","57.8","56.89","84.67","309.93","256.63","113.93"
"509","1998","11","Tamil Nadu","Dindigul Anna","14.92","4.42","2.28","47.18","93.96","23.03","79.2","141.57","84.92","162.9","176.08","221.58"
"509","1999","11","Tamil Nadu","Dindigul Anna","10.07","20.96","7.38","71.9","82.99","31.66","36.82","43.41","57.55","274.85","122.7","34.16"
"509","2000","11","Tamil Nadu","Dindigul Anna","36.58","43.02","3.26","63.72","64.45","24.27","35.0","176.19","188.75","140.01","113.12","105.31"
"509","2001","11","Tamil Nadu","Dindigul Anna","56.8","10.69","1.3","133.36","30.12","36.03","72.86","71.55","91.19","187.73","83.02","55.14"
"509","2002","11","Tamil Nadu","Dindigul Anna","6.88","5.71","10.77","25.66","72.16","41.49","16.86","39.2","53.35","319.81","141.74","34.49"
"509","2003","11","Tamil Nadu","Dindigul Anna","10.19","24.78","16.34","79.9","62.53","42.69","73.07","120.14","40.41","220.36","123.31","6.27"
"509","2004","11","Tamil Nadu","Dindigul Anna","12.22","11.12","10.1","48.76","156.65","58.35","53.43","52.37","243.49","209.81","91.3","35.16"
"509","2005","11","Tamil Nadu","Dindigul Anna","35.62","5.13","7.92","99.97","44.85","22.75","63.48","37.78","67.54","183.47","168.38","90.79"
"509","2006","11","Tamil Nadu","Dindigul Anna","30.54","1.8","77.87","37.89","45.02","28.91","33.47","60.64","114.82","317.96","145.23","6.65"
"509","2007","11","Tamil Nadu","Dindigul Anna","12.87","7.49","3.91","87.21","95.8","32.89","75.5","86.79","114.24","234.45","98.98","58.52"
"509","2008","11","Tamil Nadu","Dindigul Anna","6.62","27.34","95.42","64.95","22.62","48.41","59.14","219.97","69.89","280.1","139.56","81.17"
"509","2009","11","Tamil Nadu","Dindigul Anna","7.83","0.6","45.84","55.43","52.74","57.63","32.21","114.2","81.94","94.19","220.24","96.61"
"509","2010","11","Tamil Nadu","Dindigul Anna","35.02","1.8","1.88","60.47","58.13","27.64","108.59","60.63","210.68","250.85","209.38","101.92"
"509","2011","11","Tamil Nadu","Dindigul Anna","19.32","33.95","1.74","95.02","24.8","26.16","45.37","70.28","74.31","158.68","147.11","117.54"
"509","2012","11","Tamil Nadu","Dindigul Anna","11.81","8.51","9.78","56.28","20.86","12.03","27.74","61.45","80.14","182.41","109.91","59.57"
"509","2013","11","Tamil Nadu","Dindigul Anna","13.14","32.01","52.34","9.69","60.6","42.03","55.92","60.53","65.43","121.47","127.99","54.9"
"509","2014","11","Tamil Nadu","Dindigul Anna","22.48","5.97","7.72","35.19","84.45","29.99","45.25","62.18","138.43","309.04","60.71","53.34"
"509","2015","11","Tamil Nadu","Dindigul Anna","15.53","8.4","30.88","126.16","142.55","37.24","54.86","91.75","186.01","195.26","201.94","93.49"
"510","1990","11","Tamil Nadu","Virudhunagar Kamarajar","148.41","6.8","31.87","8.77","72.3","37.24","27.52","23.14","39.22","262.13","177.89","60.23"
"510","1991","11","Tamil Nadu","Virudhunagar Kamarajar","34.76","15.49","31.6","58.11","38.83","55.34","32.27","42.26","35.03","225.67","140.42","26.52"
"510","1992","11","Tamil Nadu","Virudhunagar Kamarajar","9.05","0.02","0.0","33.45","67.72","35.29","42.51","64.49","61.31","163.39","284.25","44.94"
"510","1993","11","Tamil Nadu","Virudhunagar Kamarajar","1.15","7.25","19.98","35.67","32.43","43.77","31.0","48.09","29.78","244.64","313.53","168.94"
"510","1994","11","Tamil Nadu","Virudhunagar Kamarajar","20.06","45.8","19.85","104.4","50.71","22.02","32.31","34.71","34.57","268.9","170.9","25.78"
"510","1995","11","Tamil Nadu","Virudhunagar Kamarajar","38.48","19.1","35.08","110.74","70.58","27.56","34.12","59.96","31.17","159.22","111.4","5.46"
"510","1996","11","Tamil Nadu","Virudhunagar Kamarajar","30.87","24.16","11.68","127.98","22.93","41.42","31.9","42.59","98.75","152.01","75.58","73.8"
"510","1997","11","Tamil Nadu","Virudhunagar Kamarajar","5.42","0.95","28.78","52.97","34.49","31.73","47.66","35.71","70.75","284.5","304.24","108.22"
"510","1998","11","Tamil Nadu","Virudhunagar Kamarajar","24.29","4.97","4.32","50.4","81.57","17.44","46.8","91.99","66.42","170.47","219.62","209.43"
"510","1999","11","Tamil Nadu","Virudhunagar Kamarajar","25.9","54.51","18.69","83.62","55.46","20.72","22.11","26.49","39.51","275.72","144.35","32.41"
"510","2000","11","Tamil Nadu","Virudhunagar Kamarajar","48.35","81.59","14.98","73.26","32.62","15.89","16.95","134.17","145.15","121.39","127.51","104.52"
"510","2001","11","Tamil Nadu","Virudhunagar Kamarajar","60.23","19.95","3.31","151.28","25.01","29.9","50.98","56.09","79.08","174.34","115.09","62.01"
"510","2002","11","Tamil Nadu","Virudhunagar Kamarajar","4.93","15.02","31.52","43.05","54.33","25.7","7.93","24.25","37.16","326.74","196.02","43.91"
"510","2003","11","Tamil Nadu","Virudhunagar Kamarajar","19.84","55.68","42.86","81.52","54.83","31.22","49.57","92.92","26.46","243.86","178.5","5.36"
"510","2004","11","Tamil Nadu","Virudhunagar Kamarajar","6.36","22.42","26.41","52.17","124.38","42.94","32.19","38.28","207.96","204.15","119.2","48.35"
"510","2005","11","Tamil Nadu","Virudhunagar Kamarajar","32.24","6.21","17.66","140.18","30.97","14.69","42.08","16.76","43.15","168.01","237.42","102.49"
"510","2006","11","Tamil Nadu","Virudhunagar Kamarajar","51.21","5.39","140.1","47.73","30.74","14.31","19.8","43.78","81.42","371.71","226.16","8.97"
"510","2007","11","Tamil Nadu","Virudhunagar Kamarajar","21.24","9.8","6.05","106.08","58.06","24.71","55.6","55.27","68.68","239.24","135.56","49.67"
"510","2008","11","Tamil Nadu","Virudhunagar Kamarajar","6.16","36.5","162.25","82.34","17.56","32.3","35.44","175.93","43.58","251.52","202.83","114.88"
"510","2009","11","Tamil Nadu","Virudhunagar Kamarajar","11.46","1.48","99.04","74.4","35.13","25.25","23.85","87.86","46.57","101.98","281.11","83.19"
"510","2010","11","Tamil Nadu","Virudhunagar Kamarajar","75.8","1.45","1.78","56.28","36.92","18.14","79.13","38.04","172.84","258.71","261.56","134.3"
"510","2011","11","Tamil Nadu","Virudhunagar Kamarajar","34.3","54.8","4.87","116.62","12.15","17.68","24.88","35.8","40.48","141.56","207.47","173.44"
"510","2012","11","Tamil Nadu","Virudhunagar Kamarajar","18.9","10.44","26.86","79.68","11.9","7.56","17.03","38.96","59.36","200.9","123.04","66.35"
"510","2013","11","Tamil Nadu","Virudhunagar Kamarajar","22.56","58.92","113.28","13.7","35.47","28.24","32.66","43.13","40.76","123.02","152.03","66.42"
"510","2014","11","Tamil Nadu","Virudhunagar Kamarajar","41.51","11.79","22.06","48.54","67.88","13.18","23.35","38.03","83.54","295.73","75.43","77.29"
"510","2015","11","Tamil Nadu","Virudhunagar Kamarajar","9.18","19.67","43.11","168.81","103.51","28.79","34.62","66.61","157.08","221.41","212.55","134.18"
"512","1990","11","Tamil Nadu","Sivagangai Pasumpon","137.64","2.95","15.43","6.44","76.23","76.0","35.34","45.92","74.99","309.37","129.72","85.54"
"512","1991","11","Tamil Nadu","Sivagangai Pasumpon","36.3","10.86","16.34","45.86","34.59","69.47","44.33","84.44","71.32","231.9","155.76","34.03"
"512","1992","11","Tamil Nadu","Sivagangai Pasumpon","4.79","0.0","0.0","21.24","74.2","46.3","62.07","155.85","106.04","139.51","242.17","55.79"
"512","1993","11","Tamil Nadu","Sivagangai Pasumpon","1.42","4.75","9.37","25.09","31.29","75.36","42.83","101.92","41.02","240.04","241.01","201.81"
"512","1994","11","Tamil Nadu","Sivagangai Pasumpon","16.23","27.48","8.24","73.47","43.25","26.0","48.32","54.75","49.97","262.02","172.16","28.43"
"512","1995","11","Tamil Nadu","Sivagangai Pasumpon","46.95","14.7","16.04","77.5","72.05","36.55","51.35","119.28","53.66","175.09","82.15","9.89"
"512","1996","11","Tamil Nadu","Sivagangai Pasumpon","21.47","14.53","4.83","97.74","23.14","73.69","52.93","87.63","196.79","155.21","92.28","94.35"
"512","1997","11","Tamil Nadu","Sivagangai Pasumpon","7.26","0.49","17.61","43.95","35.85","37.31","89.8","72.76","81.95","297.99","270.56","122.11"
"512","1998","11","Tamil Nadu","Sivagangai Pasumpon","27.19","2.23","2.22","27.09","95.15","20.68","89.08","192.32","82.89","159.46","176.04","214.53"
"512","1999","11","Tamil Nadu","Sivagangai Pasumpon","30.18","37.68","5.08","60.45","43.3","25.9","28.93","48.92","76.96","250.74","139.6","42.27"
"512","2000","11","Tamil Nadu","Sivagangai Pasumpon","44.96","42.55","5.72","54.23","31.63","20.14","27.41","269.35","282.3","128.58","130.12","117.0"
"512","2001","11","Tamil Nadu","Sivagangai Pasumpon","52.34","8.51","1.32","109.84","16.7","50.2","88.12","92.65","80.84","193.14","109.96","87.21"
"512","2002","11","Tamil Nadu","Sivagangai Pasumpon","7.38","8.59","11.58","26.85","53.5","43.74","11.65","42.55","77.73","323.02","184.43","69.4"
"512","2003","11","Tamil Nadu","Sivagangai Pasumpon","17.96","20.99","17.34","66.74","70.43","51.03","108.58","242.41","60.77","206.06","190.38","10.01"
"512","2004","11","Tamil Nadu","Sivagangai Pasumpon","7.89","18.54","10.84","34.23","139.9","74.2","46.74","71.88","398.24","237.37","118.75","68.92"
"512","2005","11","Tamil Nadu","Sivagangai Pasumpon","29.08","5.02","8.12","97.8","30.7","15.57","69.14","38.24","48.81","196.85","205.0","115.68"
"512","2006","11","Tamil Nadu","Sivagangai Pasumpon","49.53","3.46","92.13","37.99","23.01","19.5","26.58","89.56","81.05","383.37","202.34","12.83"
"512","2007","11","Tamil Nadu","Sivagangai Pasumpon","25.23","10.23","2.57","72.61","56.26","35.73","103.68","113.55","83.27","256.56","111.38","85.74"
"512","2008","11","Tamil Nadu","Sivagangai Pasumpon","10.25","24.86","85.67","49.98","13.48","62.56","54.07","468.88","47.34","250.95","204.55","150.34"
"512","2009","11","Tamil Nadu","Sivagangai Pasumpon","13.23","0.95","55.59","68.53","34.28","31.71","28.94","236.68","56.85","105.18","249.93","110.69"
"512","2010","11","Tamil Nadu","Sivagangai Pasumpon","33.33","0.64","1.03","28.67","30.12","27.2","166.32","86.78","361.65","244.44","252.3","129.44"
"512","2011","11","Tamil Nadu","Sivagangai Pasumpon","30.77","27.7","2.46","96.82","12.47","19.3","43.41","81.99","48.71","175.34","195.49","141.4"
"512","2012","11","Tamil Nadu","Sivagangai Pasumpon","18.51","5.56","14.48","48.84","9.51","8.89","21.53","64.05","114.33","261.15","99.93","81.5"
"512","2013","11","Tamil Nadu","Sivagangai Pasumpon","25.06","40.33","67.55","8.43","41.16","35.99","44.02","91.84","51.68","123.48","117.25","93.59"
"512","2014","11","Tamil Nadu","Sivagangai Pasumpon","33.02","8.46","7.32","25.53","86.67","23.58","38.5","64.91","131.6","326.67","65.45","76.41"
"512","2015","11","Tamil Nadu","Sivagangai Pasumpon","11.0","15.98","20.93","120.39","105.39","38.91","73.78","178.35","295.03","199.61","204.79","129.81"
"513","1990","11","Tamil Nadu","Chidambanar Toothukudi","61.2","10.89","20.3","8.41","59.4","16.99","12.85","6.17","14.33","205.31","233.52","71.87"
"513","1991","11","Tamil Nadu","Chidambanar Toothukudi","17.59","20.21","26.22","37.65","30.67","25.43","13.61","12.69","13.45","183.42","163.66","31.21"
"513","1992","11","Tamil Nadu","Chidambanar Toothukudi","5.55","0.1","0.0","22.42","54.13","16.61","19.73","19.09","26.21","142.63","340.45","50.91"
"513","1993","11","Tamil Nadu","Chidambanar Toothukudi","0.66","9.7","12.75","25.23","27.12","19.02","12.81","12.54","11.21","195.37","405.17","196.4"
"513","1994","11","Tamil Nadu","Chidambanar Toothukudi","13.43","69.63","13.1","65.67","38.3","8.53","14.45","11.29","15.7","217.32","210.57","29.7"
"513","1995","11","Tamil Nadu","Chidambanar Toothukudi","19.99","25.92","16.7","85.55","61.96","10.62","12.07","14.59","13.79","137.0","156.46","7.87"
"513","1996","11","Tamil Nadu","Chidambanar Toothukudi","16.34","33.7","4.96","96.04","14.33","19.53","13.68","13.7","45.26","151.82","116.79","84.31"
"513","1997","11","Tamil Nadu","Chidambanar Toothukudi","2.29","3.18","17.8","35.16","28.67","12.62","19.84","10.97","34.87","212.37","363.6","117.47"
"513","1998","11","Tamil Nadu","Chidambanar Toothukudi","12.98","3.81","3.26","31.45","68.66","8.03","16.76","25.63","31.13","150.6","265.85","223.9"
"513","1999","11","Tamil Nadu","Chidambanar Toothukudi","16.81","81.4","13.23","62.85","42.03","9.27","8.1","7.74","16.74","227.38","170.98","36.65"
"513","2000","11","Tamil Nadu","Chidambanar Toothukudi","22.43","101.77","13.74","54.63","17.15","7.26","5.34","40.67","59.0","96.22","151.1","111.93"
"513","2001","11","Tamil Nadu","Chidambanar Toothukudi","27.62","27.61","2.63","106.82","21.21","13.94","19.87","17.35","38.35","135.98","150.99","72.23"
"513","2002","11","Tamil Nadu","Chidambanar Toothukudi","2.74","23.12","24.95","39.55","43.77","10.38","2.71","7.26","14.72","267.9","253.47","53.84"
"513","2003","11","Tamil Nadu","Chidambanar Toothukudi","12.38","75.35","34.11","52.22","42.63","14.33","19.26","26.81","10.85","209.74","231.68","5.27"
"513","2004","11","Tamil Nadu","Chidambanar Toothukudi","1.76","27.61","19.51","37.74","96.68","18.6","12.44","11.98","89.39","164.9","152.07","59.01"
"513","2005","11","Tamil Nadu","Chidambanar Toothukudi","13.51","7.9","13.56","106.56","24.49","6.45","16.82","4.17","18.36","137.41","321.34","122.77"
"513","2006","11","Tamil Nadu","Chidambanar Toothukudi","28.35","10.1","87.28","35.48","25.15","5.53","7.54","13.63","36.41","321.82","310.67","13.17"
"513","2007","11","Tamil Nadu","Chidambanar Toothukudi","11.98","10.83","3.74","79.65","39.6","11.14","22.73","16.67","28.03","194.12","174.95","50.24"
"513","2008","11","Tamil Nadu","Chidambanar Toothukudi","3.09","41.98","92.89","62.99","15.42","13.04","14.03","51.17","18.38","197.94","264.95","139.5"
"513","2009","11","Tamil Nadu","Chidambanar Toothukudi","6.57","2.67","65.93","54.78","26.06","8.48","10.07","25.39","19.04","86.75","358.69","84.71"
"513","2010","11","Tamil Nadu","Chidambanar Toothukudi","46.57","0.86","0.36","36.53","29.11","8.03","31.07","10.57","71.44","211.28","325.12","170.2"
"513","2011","11","Tamil Nadu","Chidambanar Toothukudi","19.79","73.38","4.58","83.45","8.35","7.92","9.36","9.75","15.56","109.27","267.94","223.71"
"513","2012","11","Tamil Nadu","Chidambanar Toothukudi","10.69","12.56","20.54","62.48","8.81","3.37","6.57","12.35","24.89","167.47","150.74","80.15"
"513","2013","11","Tamil Nadu","Chidambanar Toothukudi","12.9","76.24","75.44","11.77","25.42","12.46","12.6","12.83","17.75","101.6","191.9","74.86"
"513","2014","11","Tamil Nadu","Chidambanar Toothukudi","23.66","15.42","17.25","39.21","50.63","4.91","7.97","12.1","32.07","235.94","100.38","106.16"
"513","2015","11","Tamil Nadu","Chidambanar Toothukudi","2.91","27.91","23.5","124.93","77.89","13.31","13.04","19.03","67.03","192.03","251.46","171.71"
"521","1990","11","Tamil Nadu","Thiruvannamalai","36.54","6.1","24.61","5.62","117.48","35.81","56.2","99.34","159.63","286.83","114.24","31.42"
"521","1991","11","Tamil Nadu","Thiruvannamalai","14.21","9.44","0.81","30.19","44.12","114.21","67.16","146.83","114.79","269.67","288.72","4.94"
"521","1992","11","Tamil Nadu","Thiruvannamalai","14.12","0.0","0.0","5.38","53.65","44.14","64.53","127.83","100.49","128.88","202.71","39.38"
"521","1993","11","Tamil Nadu","Thiruvannamalai","0.06","1.13","6.89","13.57","131.36","72.73","72.8","130.06","76.25","232.22","171.09","132.74"
"521","1994","11","Tamil Nadu","Thiruvannamalai","1.77","26.07","1.12","23.36","102.82","40.49","84.37","118.09","66.8","234.0","176.29","57.29"
"521","1995","11","Tamil Nadu","Thiruvannamalai","63.28","1.31","15.84","22.26","90.81","47.5","108.1","292.31","161.99","154.21","87.03","4.79"
"521","1996","11","Tamil Nadu","Thiruvannamalai","3.94","1.75","1.69","44.67","29.47","62.8","55.07","143.41","95.62","198.99","95.2","135.72"
"521","1997","11","Tamil Nadu","Thiruvannamalai","17.34","0.0","12.25","38.87","29.32","66.35","48.35","133.37","116.7","283.06","349.01","134.74"
"521","1998","11","Tamil Nadu","Thiruvannamalai","3.99","0.92","0.6","20.11","89.1","27.64","135.92","233.79","107.24","186.4","178.07","143.94"
"521","1999","11","Tamil Nadu","Thiruvannamalai","3.94","7.54","0.72","39.86","65.69","72.0","58.12","134.92","117.23","236.18","133.84","41.35"
"521","2000","11","Tamil Nadu","Thiruvannamalai","5.91","15.17","0.71","35.0","54.43","65.17","94.54","207.55","205.45","237.98","121.76","48.45"
"521","2001","11","Tamil Nadu","Thiruvannamalai","9.29","0.91","0.68","64.42","33.7","41.39","123.16","81.97","147.51","284.93","109.8","92.24"
"521","2002","11","Tamil Nadu","Thiruvannamalai","38.43","2.62","0.29","2.5","94.37","53.04","44.25","120.49","102.42","274.86","171.71","22.97"
"521","2003","11","Tamil Nadu","Thiruvannamalai","1.39","4.3","16.52","23.15","28.66","54.39","142.65","187.06","85.91","228.49","70.69","15.43"
"521","2004","11","Tamil Nadu","Thiruvannamalai","25.32","3.03","5.96","34.38","159.14","70.39","123.38","69.53","277.36","263.34","99.83","10.47"
"521","2005","11","Tamil Nadu","Thiruvannamalai","8.66","10.02","5.79","44.99","105.88","33.1","110.07","128.59","126.34","520.8","229.08","148.65"
"521","2006","11","Tamil Nadu","Thiruvannamalai","7.96","0.07","61.33","26.21","59.4","80.74","83.36","112.81","99.09","357.37","131.44","6.68"
"521","2007","11","Tamil Nadu","Thiruvannamalai","2.42","26.8","0.38","41.43","47.21","73.47","178.67","227.12","163.36","211.57","71.07","111.69"
"521","2008","11","Tamil Nadu","Thiruvannamalai","32.19","29.28","58.41","30.53","27.29","67.25","122.38","245.89","109.47","325.02","265.01","15.96"
"521","2009","11","Tamil Nadu","Thiruvannamalai","14.98","0.01","12.07","13.99","96.86","63.2","43.97","176.4","182.46","46.23","259.28","99.14"
"521","2010","11","Tamil Nadu","Thiruvannamalai","4.21","0.26","1.96","22.95","71.52","94.11","136.25","163.46","188.72","175.01","213.26","88.21"
"521","2011","11","Tamil Nadu","Thiruvannamalai","10.13","61.47","0.08","63.03","67.78","61.97","120.07","226.65","130.58","232.67","189.52","72.56"
"521","2012","11","Tamil Nadu","Thiruvannamalai","19.56","1.06","0.74","8.32","32.69","28.0","71.09","179.58","137.86","219.72","126.24","86.42"
"521","2013","11","Tamil Nadu","Thiruvannamalai","2.08","29.22","38.1","5.01","113.27","128.23","125.94","144.58","176.75","160.06","170.78","32.57"
"521","2014","11","Tamil Nadu","Thiruvannamalai","2.76","7.79","1.75","4.45","63.69","138.75","64.99","156.19","122.29","360.04","75.21","51.92"
"521","2015","11","Tamil Nadu","Thiruvannamalai","27.98","1.39","14.21","54.82","100.57","51.71","112.38","172.37","130.48","119.0","296.47","29.78"
"542","1990","11","Tamil Nadu","Nagapattinam","215.41","5.46","26.66","6.47","75.44","51.31","34.12","55.77","82.09","373.91","261.66","202.47"
"542","1991","11","Tamil Nadu","Nagapattinam","73.81","13.95","12.67","36.79","24.5","48.59","32.78","89.62","60.55","276.46","474.29","63.39"
"542","1992","11","Tamil Nadu","Nagapattinam","23.34","0.0","0.0","10.62","58.24","27.56","45.12","126.22","82.77","134.62","508.11","159.79"
