"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"89","1993","11","Tamil Nadu","Thanjavur","1.64","4.69","9.05","22.1","46.76","56.02","37.91","94.42","32.67","215.19","292.54","297.02"
"89","1994","11","Tamil Nadu","Thanjavur","17.92","32.64","4.05","52.48","44.74","15.35","49.31","58.67","45.2","234.64","253.25","60.02"
"89","1995","11","Tamil Nadu","Thanjavur","81.24","12.89","16.09","57.61","65.19","25.89","48.91","136.94","60.62","158.54","112.47","16.63"
"89","1996","11","Tamil Nadu","Thanjavur","21.61","13.39","2.89","74.98","21.39","59.34","44.3","99.73","135.13","164.57","147.35","184.05"
"89","1997","11","Tamil Nadu","Thanjavur","15.58","0.19","19.66","44.67","31.77","25.62","71.97","90.61","64.87","273.19","390.58","210.02"
"89","1998","11","Tamil Nadu","Thanjavur","33.44","0.8","1.5","19.72","85.53","14.35","84.2","182.65","65.23","157.07","228.54","319.55"
"89","1999","11","Tamil Nadu","Thanjavur","37.26","34.42","1.7","55.3","38.08","26.37","24.09","60.11","77.33","231.28","195.88","75.55"
"89","2000","11","Tamil Nadu","Thanjavur","47.42","35.63","3.83","49.57","30.67","21.45","32.53","231.26","209.87","147.78","193.84","156.5"
"89","2001","11","Tamil Nadu","Thanjavur","55.17","6.06","0.91","94.2","14.54","39.87","82.26","70.56","62.32","207.12","153.53","165.11"
"89","2002","11","Tamil Nadu","Thanjavur","29.98","8.01","6.8","16.73","52.83","33.82","14.26","50.65","68.53","294.37","259.33","111.74"
"89","2003","11","Tamil Nadu","Thanjavur","21.68","16.72","19.79","48.38","58.82","37.22","103.81","228.96","60.25","182.36","245.54","22.17"
"89","2004","11","Tamil Nadu","Thanjavur","19.04","17.53","9.47","33.72","132.15","53.96","50.34","69.21","301.62","248.68","164.4","100.42"
"89","2005","11","Tamil Nadu","Thanjavur","33.92","8.18","7.67","77.37","39.48","11.44","62.77","55.19","42.46","263.33","297.99","213.11"
"89","2006","11","Tamil Nadu","Thanjavur","56.6","3.05","91.25","34.72","22.28","20.9","29.22","90.29","53.28","366.93","259.03","20.35"
"89","2007","11","Tamil Nadu","Thanjavur","30.45","20.21","1.55","58.69","44.99","32.41","103.11","128.45","68.73","237.26","137.13","172.99"
"89","2008","11","Tamil Nadu","Thanjavur","28.16","31.82","83.26","40.63","12.84","48.51","53.11","439.4","40.23","252.69","318.89","198.64"
"89","2009","11","Tamil Nadu","Thanjavur","22.98","0.95","43.66","51.87","41.02","24.35","24.15","232.92","57.85","86.56","351.0","189.98"
"89","2010","11","Tamil Nadu","Thanjavur","25.47","0.47","1.38","21.44","28.45","29.16","148.21","104.07","276.43","209.15","341.71","193.16"
"89","2011","11","Tamil Nadu","Thanjavur","37.84","43.17","1.59","87.34","19.13","18.46","49.45","105.46","46.11","187.8","277.49","185.98"
"89","2012","11","Tamil Nadu","Thanjavur","29.35","4.64","10.54","31.37","10.08","8.33","23.04","73.24","101.38","256.62","138.32","151.58"
"89","2013","11","Tamil Nadu","Thanjavur","30.55","46.78","68.82","5.89","51.27","35.9","44.48","100.14","53.03","120.33","165.32","136.06"
"89","2014","11","Tamil Nadu","Thanjavur","35.53","11.2","4.35","14.19","76.14","32.62","42.82","79.43","95.14","316.03","99.41","121.96"
"89","2015","11","Tamil Nadu","Thanjavur","21.57","15.86","19.15","92.18","89.22","29.06","70.22","177.02","214.58","171.17","309.89","159.08"
"90","1990","11","Tamil Nadu","Madurai","144.09","3.78","25.86","7.77","81.64","50.96","29.75","40.84","65.71","289.73","141.92","54.75"
"90","1991","11","Tamil Nadu","Madurai","31.22","11.18","19.91","64.0","44.77","68.73","36.75","70.94","57.8","241.76","130.72","23.69"
"90","1992","11","Tamil Nadu","Madurai","6.25","0.0","0.0","32.92","76.66","42.22","48.37","104.53","92.85","158.32","242.53","40.72"
"90","1993","11","Tamil Nadu","Madurai","0.92","4.69","16.5","36.62","38.11","58.39","35.91","83.12","47.7","259.34","250.55","147.01"
"90","1994","11","Tamil Nadu","Madurai","13.61","27.46","14.51","107.03","57.97","28.02","38.15","52.6","51.55","283.64","148.87","22.92"
"90","1995","11","Tamil Nadu","Madurai","36.41","12.71","31.08","102.96","75.35","38.3","45.03","112.0","47.76","163.68","85.76","4.68"
"90","1996","11","Tamil Nadu","Madurai","24.8","15.86","10.05","120.86","29.97","55.01","37.13","67.84","138.2","138.56","58.9","67.8"
"90","1997","11","Tamil Nadu","Madurai","6.1","0.41","24.2","57.62","38.87","41.55","57.9","59.16","93.22","317.78","264.18","100.34"
"90","1998","11","Tamil Nadu","Madurai","20.9","3.43","3.17","51.06","90.24","21.25","64.48","156.03","90.06","169.21","185.79","193.2"
"90","1999","11","Tamil Nadu","Madurai","19.28","33.32","11.49","81.55","63.32","26.25","27.67","44.7","63.24","285.46","127.88","31.0"
"90","2000","11","Tamil Nadu","Madurai","43.54","53.79","8.25","71.74","44.89","20.11","24.52","211.29","224.87","134.46","114.13","94.92"
"90","2001","11","Tamil Nadu","Madurai","55.57","12.3","2.25","150.02","25.14","38.68","64.03","83.39","101.06","192.37","94.6","57.45"
"90","2002","11","Tamil Nadu","Madurai","6.09","8.94","19.91","36.01","61.31","36.59","11.09","39.77","60.45","339.98","161.4","40.63"
"90","2003","11","Tamil Nadu","Madurai","15.27","32.19","28.61","85.93","63.92","41.27","67.56","154.94","44.68","238.37","148.98","5.89"
"90","2004","11","Tamil Nadu","Madurai","8.43","15.95","17.69","51.38","143.32","58.38","40.67","59.95","308.17","224.16","100.92","42.3"
"90","2005","11","Tamil Nadu","Madurai","32.0","5.08","12.65","128.5","36.19","18.11","52.87","33.4","62.82","189.05","190.85","89.55"
"90","2006","11","Tamil Nadu","Madurai","41.69","3.2","117.61","46.48","33.51","20.84","24.75","70.59","111.75","374.63","176.52","7.87"
"90","2007","11","Tamil Nadu","Madurai","18.33","8.66","4.88","100.8","70.36","31.71","70.21","93.1","104.06","253.21","108.44","52.97"
"90","2008","11","Tamil Nadu","Madurai","7.04","27.9","132.23","75.74","18.47","47.16","45.34","291.74","64.0","275.04","167.03","96.74"
"90","2009","11","Tamil Nadu","Madurai","10.37","0.93","75.47","74.19","41.79","37.72","26.87","148.13","72.45","104.65","234.38","82.47"
"90","2010","11","Tamil Nadu","Madurai","49.16","1.29","1.92","56.31","42.45","24.6","103.95","66.33","265.63","265.46","222.9","107.83"
"90","2011","11","Tamil Nadu","Madurai","26.75","36.42","3.28","116.48","16.19","21.71","34.07","67.55","64.08","161.9","169.63","129.82"
"90","2012","11","Tamil Nadu","Madurai","15.88","7.81","18.9","70.6","14.04","9.69","20.66","62.45","92.66","217.17","105.16","59.3"
"90","2013","11","Tamil Nadu","Madurai","18.98","40.91","88.13","11.93","45.77","36.17","40.95","70.05","61.21","128.16","125.59","59.7"
"90","2014","11","Tamil Nadu","Madurai","31.46","8.14","13.88","41.91","80.78","21.85","32.35","62.21","132.86","321.48","63.09","61.16"
"90","2015","11","Tamil Nadu","Madurai","11.31","13.29","37.41","158.2","118.5","35.72","48.14","114.4","232.12","217.82","191.49","104.8"
"91","1990","11","Tamil Nadu","Ramananthapuram","103.54","4.32","16.74","7.07","64.14","38.62","20.21","17.91","39.27","279.05","167.18","110.68"
"91","1991","11","Tamil Nadu","Ramananthapuram","31.36","12.28","23.78","33.65","27.69","31.83","25.26","35.26","40.82","198.86","186.83","45.2"
"91","1992","11","Tamil Nadu","Ramananthapuram","4.39","0.04","0.0","19.18","65.2","22.26","39.08","78.04","62.1","128.41","311.02","69.64"
"91","1993","11","Tamil Nadu","Ramananthapuram","1.42","6.91","10.52","20.92","24.61","36.59","23.67","46.13","20.82","212.21","321.51","255.4"
"91","1994","11","Tamil Nadu","Ramananthapuram","16.97","42.51","10.46","62.54","32.02","10.82","26.87","23.48","27.62","229.15","228.64","32.27"
"91","1995","11","Tamil Nadu","Ramananthapuram","40.61","22.27","15.08","76.6","64.15","14.71","25.4","45.55","29.64","168.41","111.97","14.23"
"91","1996","11","Tamil Nadu","Ramananthapuram","17.84","20.9","4.07","100.83","16.34","37.06","31.54","40.7","132.48","155.95","138.9","109.3"
"91","1997","11","Tamil Nadu","Ramananthapuram","5.35","1.65","18.3","38.31","30.7","15.63","54.7","30.54","47.48","254.05","338.79","137.53"
"91","1998","11","Tamil Nadu","Ramananthapuram","25.03","1.85","2.93","22.19","84.35","9.67","47.31","83.66","46.73","138.67","221.49","236.06"
"91","1999","11","Tamil Nadu","Ramananthapuram","31.22","58.15","6.18","55.65","31.12","10.87","14.01","19.98","43.88","215.79","176.89","49.52"
"91","2000","11","Tamil Nadu","Ramananthapuram","38.33","58.54","9.2","49.09","19.82","8.7","11.62","129.81","172.06","102.71","163.48","138.06"
"91","2001","11","Tamil Nadu","Ramananthapuram","41.62","12.05","1.68","101.57","13.4","24.87","48.66","42.77","46.78","165.09","149.24","104.32"
"91","2002","11","Tamil Nadu","Ramananthapuram","4.92","13.41","16.46","30.4","43.5","19.45","5.09","18.12","44.86","290.85","248.96","89.56"
"91","2003","11","Tamil Nadu","Ramananthapuram","17.3","29.32","22.84","61.36","62.46","24.94","62.03","119.18","35.86","185.9","267.89","11.04"
"91","2004","11","Tamil Nadu","Ramananthapuram","3.83","26.02","14.1","29.99","116.99","35.72","22.33","33.82","244.18","210.67","160.25","90.27"
"91","2005","11","Tamil Nadu","Ramananthapuram","21.54","6.08","10.27","95.97","22.36","6.44","38.07","13.29","24.41","165.04","276.28","136.78"
"91","2006","11","Tamil Nadu","Ramananthapuram","45.12","5.83","109.25","36.48","17.44","6.81","12.65","42.44","44.6","359.29","284.05","18.36"
"91","2007","11","Tamil Nadu","Ramananthapuram","23.76","11.07","2.98","68.58","43.35","16.12","58.24","50.48","41.73","232.06","149.89","96.02"
"91","2008","11","Tamil Nadu","Ramananthapuram","7.0","29.86","95.77","47.05","10.98","29.02","27.57","232.98","23.2","214.16","274.82","197.33"
"91","2009","11","Tamil Nadu","Ramananthapuram","11.4","1.58","70.69","70.02","24.24","11.14","16.21","116.58","26.25","98.96","329.37","124.69"
"91","2010","11","Tamil Nadu","Ramananthapuram","30.74","0.49","0.62","21.46","23.08","11.43","96.84","36.98","221.08","219.96","332.28","163.56"
"91","2011","11","Tamil Nadu","Ramananthapuram","28.01","31.2","3.72","91.74","7.34","7.94","21.97","33.27","22.26","152.09","263.46","181.87"
"91","2012","11","Tamil Nadu","Ramananthapuram","15.86","7.23","20.08","49.67","6.08","3.73","10.16","27.39","67.17","246.27","122.26","97.13"
"91","2013","11","Tamil Nadu","Ramananthapuram","23.36","54.55","83.79","8.5","29.9","14.53","21.43","42.12","25.62","109.19","145.41","118.06"
"91","2014","11","Tamil Nadu","Ramananthapuram","30.19","11.45","9.89","25.99","74.38","7.6","18.05","28.54","71.01","289.41","85.58","101.02"
"91","2015","11","Tamil Nadu","Ramananthapuram","5.71","23.51","21.47","117.41","87.1","18.36","40.94","87.02","181.21","186.49","249.41","170.56"
"92","1990","11","Tamil Nadu","Thirunelveli","124.63","17.34","48.12","10.73","101.92","66.31","76.62","18.05","24.46","228.67","264.34","66.89"
"92","1991","11","Tamil Nadu","Thirunelveli","34.78","27.91","58.03","61.79","53.07","151.46","78.77","38.98","18.09","239.11","145.01","29.08"
"92","1992","11","Tamil Nadu","Thirunelveli","17.22","0.1","0.0","34.79","84.15","98.28","93.63","43.0","45.37","204.94","340.69","53.46"
"92","1993","11","Tamil Nadu","Thirunelveli","1.05","11.01","27.95","39.4","47.8","90.33","74.76","28.94","20.87","250.39","440.57","219.57"
"92","1994","11","Tamil Nadu","Thirunelveli","31.77","89.01","28.98","104.24","75.8","53.93","79.07","40.62","30.9","285.31","183.15","37.57"
"92","1995","11","Tamil Nadu","Thirunelveli","33.78","24.24","39.27","131.21","107.93","58.91","62.21","38.6","27.2","161.44","173.25","5.57"
"92","1996","11","Tamil Nadu","Thirunelveli","44.15","40.6","13.07","138.8","22.64","88.18","71.1","39.47","66.74","206.0","94.31","96.01"
"92","1997","11","Tamil Nadu","Thirunelveli","4.31","3.18","42.07","50.37","46.63","72.71","86.38","34.53","83.67","254.53","361.61","140.46"
"92","1998","11","Tamil Nadu","Thirunelveli","23.1","6.6","6.38","55.95","111.19","48.25","70.81","67.45","74.05","217.5","281.39","277.93"
"92","1999","11","Tamil Nadu","Thirunelveli","30.04","94.94","40.92","96.62","89.33","59.21","47.53","23.71","25.55","314.47","157.58","36.64"
"92","2000","11","Tamil Nadu","Thirunelveli","43.26","138.61","35.4","87.82","27.68","44.45","28.21","113.54","85.23","127.44","138.73","129.27"
"92","2001","11","Tamil Nadu","Thirunelveli","61.92","40.2","6.45","167.01","47.15","65.89","99.26","54.41","96.95","170.21","143.5","73.78"
"92","2002","11","Tamil Nadu","Thirunelveli","5.18","28.82","62.22","58.16","79.43","47.76","15.89","24.57","19.94","350.3","244.86","43.1"
"92","2003","11","Tamil Nadu","Thirunelveli","25.95","123.56","85.24","69.77","56.01","64.5","70.58","51.99","14.49","305.45","192.47","3.89"
"92","2004","11","Tamil Nadu","Thirunelveli","3.69","25.76","50.17","63.85","156.71","80.82","73.98","35.59","137.54","191.78","137.41","54.23"
"92","2005","11","Tamil Nadu","Thirunelveli","28.64","7.62","31.25","172.14","48.15","42.53","84.31","12.48","46.24","170.99","327.52","149.8"
"92","2006","11","Tamil Nadu","Thirunelveli","60.63","9.98","167.47","52.09","53.07","35.23","45.93","36.66","91.68","409.31","304.37","11.48"
"92","2007","11","Tamil Nadu","Thirunelveli","19.46","10.44","8.4","128.04","70.88","63.78","106.98","47.28","66.91","239.27","183.57","40.17"
"92","2008","11","Tamil Nadu","Thirunelveli","5.01","49.82","209.35","107.95","30.92","50.34","75.28","95.53","46.29","260.37","251.66","141.26"
"92","2009","11","Tamil Nadu","Thirunelveli","11.98","2.58","138.96","63.22","52.29","50.21","60.01","47.03","47.03","105.25","359.04","88.15"
"92","2010","11","Tamil Nadu","Thirunelveli","143.37","1.44","0.85","71.47","57.14","46.84","120.34","29.76","93.97","284.74","305.13","217.48"
"92","2011","11","Tamil Nadu","Thirunelveli","45.23","115.13","8.29","118.23","17.57","53.13","44.82","25.8","38.47","120.5","261.77","310.65"
"92","2012","11","Tamil Nadu","Thirunelveli","23.73","14.54","42.02","102.79","19.46","20.86","42.07","42.39","38.92","170.36","162.72","91.72"
"92","2013","11","Tamil Nadu","Thirunelveli","23.03","89.46","160.43","19.13","42.63","81.1","74.21","36.19","43.0","134.12","215.91","71.43"
"92","2014","11","Tamil Nadu","Thirunelveli","59.04","18.24","45.9","67.8","69.24","28.07","42.69","42.14","59.12","286.85","100.72","129.16"
"92","2015","11","Tamil Nadu","Thirunelveli","6.56","25.69","55.29","196.49","132.48","74.13","49.06","35.05","104.42","262.19","243.97","213.99"
"93","1990","11","Tamil Nadu","The Nilgiris","22.84","1.14","7.58","11.04","132.52","121.71","370.34","154.1","101.14","201.52","105.43","14.36"
"93","1991","11","Tamil Nadu","The Nilgiris","4.06","7.07","5.37","78.55","290.68","244.32","416.7","264.35","80.44","234.29","127.28","4.64"
"93","1992","11","Tamil Nadu","The Nilgiris","0.99","0.0","0.0","48.72","88.2","202.44","443.79","249.52","165.27","202.21","169.43","9.91"
"93","1993","11","Tamil Nadu","The Nilgiris","0.0","0.96","10.02","33.44","78.0","205.29","382.84","189.57","86.91","256.23","140.3","79.89"
"93","1994","11","Tamil Nadu","The Nilgiris","0.81","5.69","22.1","111.14","315.49","580.33","208.42","199.52","113.14","300.19","84.05","15.86"
"93","1995","11","Tamil Nadu","The Nilgiris","16.29","1.09","13.18","66.87","95.73","193.07","436.78","347.09","152.38","141.91","51.57","0.36"
"93","1996","11","Tamil Nadu","The Nilgiris","3.56","3.53","24.98","68.46","59.51","235.54","402.54","255.99","180.32","161.79","19.58","77.11"
"93","1997","11","Tamil Nadu","The Nilgiris","5.71","0.0","20.14","47.29","53.79","568.08","279.59","285.31","179.26","289.56","204.31","68.53"
"93","1998","11","Tamil Nadu","The Nilgiris","1.71","18.5","6.01","43.57","177.37","74.71","564.64","383.47","263.89","254.4","94.56","117.12"
"93","1999","11","Tamil Nadu","The Nilgiris","0.7","16.31","15.15","74.99","135.73","149.48","363.98","147.4","87.41","310.82","78.31","16.01"
"93","2000","11","Tamil Nadu","The Nilgiris","5.51","19.18","0.78","72.2","80.92","130.9","296.15","411.54","219.36","208.88","98.58","86.2"
"93","2001","11","Tamil Nadu","The Nilgiris","37.17","12.44","0.9","168.61","52.27","95.09","437.19","205.97","159.34","209.49","57.66","15.02"
"93","2002","11","Tamil Nadu","The Nilgiris","1.06","0.68","4.74","17.83","108.81","194.94","191.22","181.49","92.59","369.86","101.81","5.57"
"93","2003","11","Tamil Nadu","The Nilgiris","0.46","14.39","5.1","124.75","27.71","159.11","392.27","200.66","99.85","215.31","75.55","2.21"
"93","2004","11","Tamil Nadu","The Nilgiris","8.57","2.5","3.95","69.88","169.88","162.56","441.3","200.31","206.48","224.26","78.37","3.7"
"93","2005","11","Tamil Nadu","The Nilgiris","27.16","4.11","4.87","75.14","69.5","144.0","452.72","191.11","208.52","175.05","128.14","34.47"
"93","2006","11","Tamil Nadu","The Nilgiris","3.15","0.0","50.55","30.98","102.08","204.56","327.83","227.72","363.72","235.48","83.48","0.81"
"93","2007","11","Tamil Nadu","The Nilgiris","0.82","2.19","6.84","99.5","278.87","85.81","294.54","343.43","386.11","249.23","88.3","26.68"
"93","2008","11","Tamil Nadu","The Nilgiris","0.97","30.76","90.25","85.78","38.18","167.54","487.87","326.51","234.5","389.81","56.68","9.83"
"93","2009","11","Tamil Nadu","The Nilgiris","0.68","0.0","30.16","34.29","80.08","562.9","247.06","199.24","265.25","108.75","212.43","69.87"
"93","2010","11","Tamil Nadu","The Nilgiris","3.8","3.86","2.31","115.6","162.19","94.61","500.57","183.74","233.74","297.6","192.6","32.47"
"93","2011","11","Tamil Nadu","The Nilgiris","1.58","25.59","1.72","83.04","61.53","141.73","419.33","333.8","278.57","181.77","94.6","21.98"
"93","2012","11","Tamil Nadu","The Nilgiris","1.15","15.43","2.35","64.53","53.97","78.03","247.03","269.87","136.4","123.13","125.99","20.59"
"93","2013","11","Tamil Nadu","The Nilgiris","0.58","14.41","23.43","10.15","139.45","165.91","546.72","175.77","174.35","129.53","135.28","14.63"
"93","2014","11","Tamil Nadu","The Nilgiris","1.84","1.25","4.11","50.44","68.22","179.41","518.81","343.56","438.16","337.76","67.02","10.77"
"93","2015","11","Tamil Nadu","The Nilgiris","9.89","1.01","43.98","107.72","240.86","125.17","381.61","201.39","203.3","211.83","223.89","22.19"
"94","1990","11","Tamil Nadu","Kanyakumari","61.97","18.47","39.41","14.24","188.62","154.19","175.45","37.63","38.19","233.03","295.86","57.45"
"94","1991","11","Tamil Nadu","Kanyakumari","21.9","26.43","53.83","67.04","93.21","391.75","171.6","88.16","25.95","272.48","138.65","24.24"
"94","1992","11","Tamil Nadu","Kanyakumari","14.11","0.12","0.0","36.03","147.45","256.88","208.55","90.84","80.15","249.41","342.42","46.45"
"94","1993","11","Tamil Nadu","Kanyakumari","0.71","9.22","22.02","44.09","90.54","214.42","161.24","54.22","35.05","276.87","482.25","200.66"
"94","1994","11","Tamil Nadu","Kanyakumari","26.05","86.42","22.61","105.41","139.51","125.23","177.38","96.29","58.6","321.88","175.47","35.92"
"94","1995","11","Tamil Nadu","Kanyakumari","20.9","17.7","24.04","152.45","208.33","137.03","121.27","72.72","50.87","181.66","200.15","4.8"
"94","1996","11","Tamil Nadu","Kanyakumari","32.63","36.48","6.48","154.14","33.4","219.15","154.62","93.1","117.4","263.95","102.36","87.65"
"94","1997","11","Tamil Nadu","Kanyakumari","2.05","4.63","33.41","51.84","85.0","168.91","179.31","79.58","171.36","260.17","364.59","125.54"
"94","1998","11","Tamil Nadu","Kanyakumari","14.44","4.07","5.36","59.91","204.59","125.88","131.76","140.89","147.98","268.83","294.01","249.41"
"94","1999","11","Tamil Nadu","Kanyakumari","22.85","87.67","38.2","110.51","171.77","153.13","97.3","53.08","43.52","366.92","152.44","31.81"
"94","2000","11","Tamil Nadu","Kanyakumari","23.83","122.99","35.54","102.5","33.6","115.73","50.8","253.5","133.45","144.48","133.22","111.53"
"94","2001","11","Tamil Nadu","Kanyakumari","37.14","38.5","6.17","185.82","95.84","161.15","203.14","121.71","197.23","186.43","150.36","65.54"
"94","2002","11","Tamil Nadu","Kanyakumari","3.95","27.25","56.69","71.66","149.29","108.94","31.99","56.2","30.0","396.81","255.06","34.67"
"94","2003","11","Tamil Nadu","Kanyakumari","19.52","122.42","79.26","65.21","86.92","155.58","134.59","102.89","23.35","369.86","185.29","2.52"
"94","2004","11","Tamil Nadu","Kanyakumari","1.5","17.52","44.92","74.9","274.54","185.28","159.86","81.43","230.48","206.49","137.63","45.82"
"94","2005","11","Tamil Nadu","Kanyakumari","15.26","5.94","28.38","202.49","93.97","111.84","176.41","26.89","89.86","195.53","358.45","144.07"
"94","2006","11","Tamil Nadu","Kanyakumari","42.01","9.7","122.39","58.59","105.57","89.42","97.8","83.82","178.12","472.55","328.69","10.65"
"94","2007","11","Tamil Nadu","Kanyakumari","12.19","7.59","6.49","150.72","119.89","162.09","223.93","107.85","125.15","263.24","196.83","29.29"
"94","2008","11","Tamil Nadu","Kanyakumari","3.55","39.97","157.08","130.07","61.77","107.27","161.31","188.38","89.18","290.46","264.37","125.03"
"94","2009","11","Tamil Nadu","Kanyakumari","8.52","2.31","108.45","60.83","100.14","111.49","130.89","92.59","90.24","117.42","377.11","71.8"
"94","2010","11","Tamil Nadu","Kanyakumari","113.8","0.66","0.06","83.76","108.73","122.08","230.82","64.96","141.52","324.23","309.06","214.42"
"94","2011","11","Tamil Nadu","Kanyakumari","32.86","115.67","7.99","127.76","34.57","139.47","91.16","56.36","70.83","123.73","274.56","313.65"
"94","2012","11","Tamil Nadu","Kanyakumari","17.5","11.21","35.35","121.83","38.86","54.04","90.63","100.91","64.86","175.76","174.58","86.79"
"94","2013","11","Tamil Nadu","Kanyakumari","15.35","75.27","126.09","24.46","74.22","213.8","158.8","80.04","85.17","154.45","239.6","58.27"
"94","2014","11","Tamil Nadu","Kanyakumari","43.44","15.72","43.0","83.36","107.44","71.61","83.08","103.67","97.9","313.56","108.4","130.75"
"94","2015","11","Tamil Nadu","Kanyakumari","3.69","19.73","41.09","224.94","228.08","189.12","94.72","68.12","173.19","308.85","249.95","210.3"
"506","1990","11","Tamil Nadu","Dharmapuri","32.74","1.93","13.43","12.4","137.09","37.82","42.74","65.07","98.62","218.34","75.72","24.89"
"506","1991","11","Tamil Nadu","Dharmapuri","7.69","10.1","1.23","62.06","103.29","100.21","50.26","105.65","98.17","300.61","200.91","3.18"
"506","1992","11","Tamil Nadu","Dharmapuri","3.36","0.0","0.0","11.75","76.94","56.66","53.88","80.92","110.07","136.84","122.23","14.75"
"506","1993","11","Tamil Nadu","Dharmapuri","0.01","0.56","12.39","28.21","115.6","64.19","53.85","63.19","80.27","216.93","100.97","89.79"
"506","1994","11","Tamil Nadu","Dharmapuri","0.9","7.42","2.52","46.01","127.56","37.62","74.72","63.33","70.85","256.68","89.01","18.2"
"506","1995","11","Tamil Nadu","Dharmapuri","41.36","0.91","15.37","36.38","105.94","57.43","79.19","161.25","120.39","137.11","52.33","1.3"
"506","1996","11","Tamil Nadu","Dharmapuri","4.25","2.33","4.24","46.44","68.95","85.68","50.2","131.05","92.22","144.17","31.64","69.56"
"506","1997","11","Tamil Nadu","Dharmapuri","12.26","0.0","21.02","48.42","57.17","54.92","41.6","103.86","125.72","321.6","216.23","70.33"
"506","1998","11","Tamil Nadu","Dharmapuri","2.2","1.59","1.15","30.79","127.04","26.28","126.31","189.38","126.43","231.87","106.78","106.24"
"506","1999","11","Tamil Nadu","Dharmapuri","1.8","8.46","1.76","56.49","131.67","50.49","53.05","66.59","104.75","261.88","102.53","28.89"
"506","2000","11","Tamil Nadu","Dharmapuri","4.88","9.5","0.49","54.2","78.94","43.97","66.76","169.37","199.6","242.56","91.82","44.74"
"506","2001","11","Tamil Nadu","Dharmapuri","14.04","2.15","1.27","89.14","48.94","27.12","91.97","63.9","134.56","229.9","63.99","38.59"
"506","2002","11","Tamil Nadu","Dharmapuri","10.84","1.18","1.33","7.09","137.55","72.7","30.91","54.8","76.6","277.38","93.42","14.69"
"506","2003","11","Tamil Nadu","Dharmapuri","1.26","4.45","9.5","53.0","35.29","49.13","93.98","117.4","63.59","241.19","59.26","7.43"
"506","2004","11","Tamil Nadu","Dharmapuri","19.64","3.35","4.18","40.76","206.38","55.03","137.12","54.68","233.35","226.82","60.29","7.41"
"506","2005","11","Tamil Nadu","Dharmapuri","12.2","7.14","7.93","60.82","121.26","43.33","101.98","107.86","113.03","352.39","125.07","60.1"
"506","2006","11","Tamil Nadu","Dharmapuri","7.84","0.11","74.68","29.17","105.54","72.06","50.36","61.19","98.28","225.15","83.81","2.63"
"506","2007","11","Tamil Nadu","Dharmapuri","2.15","8.6","1.1","75.04","115.61","41.99","135.32","144.82","171.19","219.1","60.75","72.16"
"506","2008","11","Tamil Nadu","Dharmapuri","9.25","22.03","67.63","33.55","51.49","63.29","139.05","204.89","101.55","299.8","125.97","15.65"
"506","2009","11","Tamil Nadu","Dharmapuri","4.78","0.05","20.1","29.95","122.35","93.64","29.52","116.07","175.96","57.08","151.97","65.77"
"506","2010","11","Tamil Nadu","Dharmapuri","4.25","0.55","3.75","54.69","97.87","60.67","105.66","96.62","179.77","206.83","184.14","39.01"
"506","2011","11","Tamil Nadu","Dharmapuri","4.75","41.43","0.29","69.62","97.7","40.52","78.84","156.59","108.06","211.94","104.58","38.32"
"506","2012","11","Tamil Nadu","Dharmapuri","6.08","2.27","1.46","17.45","76.03","14.08","50.0","115.14","92.1","161.8","130.06","52.45"
"506","2013","11","Tamil Nadu","Dharmapuri","2.08","13.55","23.99","10.57","136.13","92.39","98.97","78.54","163.96","138.53","154.47","17.24"
"506","2014","11","Tamil Nadu","Dharmapuri","3.08","2.96","3.67","13.03","88.17","92.69","68.6","89.17","181.05","385.87","47.8","20.58"
"506","2015","11","Tamil Nadu","Dharmapuri","29.16","1.43","28.15","70.02","168.88","45.45","80.44","99.07","151.26","120.96","292.18","23.8"
"507","1990","11","Tamil Nadu","Periyar(Erode)","40.81","1.6","9.37","12.53","117.0","19.67","30.45","36.91","47.65","189.6","82.72","19.96"
"507","1991","11","Tamil Nadu","Periyar(Erode)","7.47","11.43","2.93","80.41","134.11","46.72","35.23","62.21","45.29","233.67","137.53","5.27"
"507","1992","11","Tamil Nadu","Periyar(Erode)","1.55","0.0","0.0","26.93","76.61","29.09","38.21","52.74","67.13","137.55","134.71","12.31"
"507","1993","11","Tamil Nadu","Periyar(Erode)","0.01","1.16","9.81","35.87","78.42","32.12","34.86","41.69","42.16","206.93","116.11","72.72"
"507","1994","11","Tamil Nadu","Periyar(Erode)","1.3","6.92","7.96","82.82","156.06","38.01","36.12","40.04","44.14","245.27","79.27","12.33"
"507","1995","11","Tamil Nadu","Periyar(Erode)","23.96","1.77","13.94","57.67","87.67","31.29","47.87","91.0","57.79","116.84","48.41","0.57"
"507","1996","11","Tamil Nadu","Periyar(Erode)","6.03","4.59","9.89","59.48","60.44","40.66","35.28","67.59","59.07","116.22","18.99","57.02"
