"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)"
"88","1999","11","Tamil Nadu","Tiruchirapalli Trichy","80.19"
"88","2000","11","Tamil Nadu","Tiruchirapalli Trichy","80.25"
"88","2001","11","Tamil Nadu","Tiruchirapalli Trichy","71.56"
"88","2002","11","Tamil Nadu","Tiruchirapalli Trichy","50.85"
"88","2003","11","Tamil Nadu","Tiruchirapalli Trichy","42.51"
"88","2004","11","Tamil Nadu","Tiruchirapalli Trichy","61.52"
"88","2005","11","Tamil Nadu","Tiruchirapalli Trichy","78.96"
"88","2006","11","Tamil Nadu","Tiruchirapalli Trichy","71.14"
"88","2007","11","Tamil Nadu","Tiruchirapalli Trichy","60.74"
"88","2008","11","Tamil Nadu","Tiruchirapalli Trichy","72.31"
"88","2009","11","Tamil Nadu","Tiruchirapalli Trichy","63.74"
"88","2010","11","Tamil Nadu","Tiruchirapalli Trichy","66.25"
"88","2011","11","Tamil Nadu","Tiruchirapalli Trichy","63.65"
"88","2012","11","Tamil Nadu","Tiruchirapalli Trichy","44.95"
