"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)"
"86","2012","11","Tamil Nadu","Salem","12.39"
"86","2013","11","Tamil Nadu","Salem","19.54"
"86","2014","11","Tamil Nadu","Salem","18.52"
"86","2015","11","Tamil Nadu","Salem","23.19"
"86","2016","11","Tamil Nadu","Salem","3.99"
"87","1990","11","Tamil Nadu","Coimbatore","18.16"
"87","1991","11","Tamil Nadu","Coimbatore","21.29"
"87","1992","11","Tamil Nadu","Coimbatore","27.03"
"87","1993","11","Tamil Nadu","Coimbatore","16.41"
"87","1994","11","Tamil Nadu","Coimbatore","19.34"
"87","1995","11","Tamil Nadu","Coimbatore","13.85"
"87","1996","11","Tamil Nadu","Coimbatore","17.47"
"87","1997","11","Tamil Nadu","Coimbatore","18.7"
"87","1998","11","Tamil Nadu","Coimbatore","12.26"
"87","1999","11","Tamil Nadu","Coimbatore","17.88"
"87","2000","11","Tamil Nadu","Coimbatore","14.11"
"87","2001","11","Tamil Nadu","Coimbatore","10.55"
"87","2002","11","Tamil Nadu","Coimbatore","6.58"
"87","2003","11","Tamil Nadu","Coimbatore","3.65"
"87","2004","11","Tamil Nadu","Coimbatore","7.24"
"87","2005","11","Tamil Nadu","Coimbatore","7.41"
"87","2006","11","Tamil Nadu","Coimbatore","6.22"
"87","2007","11","Tamil Nadu","Coimbatore","6.48"
"87","2008","11","Tamil Nadu","Coimbatore","2.57"
"87","2009","11","Tamil Nadu","Coimbatore","2.82"
"87","2010","11","Tamil Nadu","Coimbatore","2.67"
"87","2011","11","Tamil Nadu","Coimbatore","2.63"
"87","2012","11","Tamil Nadu","Coimbatore","2.16"
"87","2013","11","Tamil Nadu","Coimbatore","2.16"
"87","2014","11","Tamil Nadu","Coimbatore","2.17"
"87","2015","11","Tamil Nadu","Coimbatore","2.03"
"87","2016","11","Tamil Nadu","Coimbatore","0.87"
"88","1990","11","Tamil Nadu","Tiruchirapalli Trichy","78.72"
"88","1991","11","Tamil Nadu","Tiruchirapalli Trichy","100.73"
"88","1992","11","Tamil Nadu","Tiruchirapalli Trichy","130.85"
"88","1993","11","Tamil Nadu","Tiruchirapalli Trichy","135.43"
"88","1994","11","Tamil Nadu","Tiruchirapalli Trichy","129.36"
"88","1995","11","Tamil Nadu","Tiruchirapalli Trichy","108.73"
"88","1996","11","Tamil Nadu","Tiruchirapalli Trichy","57.82"
"88","1997","11","Tamil Nadu","Tiruchirapalli Trichy","66.94"
"88","1998","11","Tamil Nadu","Tiruchirapalli Trichy","73.43"
