Dist Code,Year,State Code,State Name,Dist Name,JANUARY RAINFALL (Millimeters),FEBRUARY RAINFALL (Millimeters),MARCH RAINFALL (Millimeters),APRIL RAINFALL (Millimeters),MAY RAINFALL (Millimeters),JUNE RAINFALL (Millimeters),JULY RAINFALL (Millimeters),AUGUST RAINFALL (Millimeters),SEPTEMBER RAINFALL (Millimeters),OCTOBER RAINFALL (Millimeters),NOVEMBER RAINFALL (Millimeters),DECEMBER RAINFALL (Millimeters)
89,2005,11,Tamil Nadu,Thanjavur,0.6,2,9.7,93.4,102.2,7.5,52.6,92.1,150.9,242.3,508.5,202.4
89,2006,11,Tamil Nadu,Thanjavur,11,0,39,28.8,65,30.2,1.8,70.5,150.3,222.1,185.2,37.8
89,2007,11,Tamil Nadu,Thanjavur,0.5,9,0,57.7,46,29.1,36.5,152.7,68.7,278.6,62.5,326.3
89,2008,11,Tamil Nadu,Thanjavur,6.1,17.3,140,3.6,11.1,23.4,58,134.9,39.1,184.1,723.8,107.4
89,2009,11,Tamil Nadu,Thanjavur,19.4,0,18.6,55.4,23.2,5,10.7,137,72.1,65.8,507.9,381.6
89,2010,11,Tamil Nadu,Thanjavur,39.7,0,0,2.5,103.5,44.6,39.9,144.2,162.3,209.3,398.7,229.1
89,2011,11,Tamil Nadu,Thanjavur,18.8,15.8,0,88.8,6.5,-1,-1,-1,-1,-1,-1,-1
89,2012,11,Tamil Nadu,Thanjavur,2.1,0.8,7.3,9.6,13,12.6,31.6,80.5,88.6,334,86.4,19
89,2013,11,Tamil Nadu,Thanjavur,14.5,14.8,53.5,0.8,20.7,24.6,11.5,146.5,117,94.2,131.4,86.2
89,2014,11,Tamil Nadu,Thanjavur,4.2,10.5,0,0.1,131,7.5,51.7,115.9,40.6,233,175.6,140.5
89,2015,11,Tamil Nadu,Thanjavur,1.8,0,6.9,91.9,99.2,28.7,47.1,78.4,55.4,153.1,328.7,212.6
89,2016,11,Tamil Nadu,Thanjavur,0,0,0.2,0.9,130.6,56.1,68.1,99.7,64.7,86.3,50.9,73.1
89,2017,11,Tamil Nadu,Thanjavur,99.5,4,29.7,0.2,30.5,70.7,36.1,237.4,135.3,108.6,221.1,104
90,1990,11,Tamil Nadu,Madurai,195.5,8.1,27.3,11.7,56,23.6,20.7,24,111,181.8,185.6,33.4
90,1991,11,Tamil Nadu,Madurai,46.3,1.2,6.9,75.5,23.8,71.1,21.9,37.3,142.8,204.9,118.1,35.5
90,1992,11,Tamil Nadu,Madurai,1.4,0,0,80.3,102.1,31,55.2,54.6,170.7,142.1,265,42.8
90,1993,11,Tamil Nadu,Madurai,0,13.5,20.9,18.7,63.8,32.4,39.5,104.4,104.1,202.9,353.3,90.8
90,1994,11,Tamil Nadu,Madurai,9.1,23.2,8.3,64.2,88.1,1.6,38.3,58.9,53.8,279.7,152,1.5
90,1995,11,Tamil Nadu,Madurai,10.4,3.7,25.1,64.2,143.9,50.4,63.1,92.7,67.7,158.6,74.2,0.5
90,1996,11,Tamil Nadu,Madurai,12.1,4.6,4.2,116.6,29.6,90.4,52.9,92.7,113.9,248.1,62.9,97.6
90,1997,11,Tamil Nadu,Madurai,7,15.6,13.7,78.4,74.3,61.8,28.7,31.6,79.3,331.6,341.3,124.5
90,1998,11,Tamil Nadu,Madurai,0.2,0,0,18.6,54.3,9.5,67.2,184.9,97.9,124.8,317.1,161.4
90,1999,11,Tamil Nadu,Madurai,0,8.5,0,79.7,68,10.6,22.4,70.5,35.9,271.6,85.5,29.7
90,2000,11,Tamil Nadu,Madurai,16.4,94.2,0,34.8,65,20.1,39.2,66.9,190.3,69.2,101.5,55.3
90,2001,11,Tamil Nadu,Madurai,4.7,4.5,2.2,64.4,20.2,20.3,49.1,22,90.9,153.2,102.8,12.4
90,2002,11,Tamil Nadu,Madurai,0,57.4,9.1,21,50.1,38.6,10.2,59.1,63.6,227.3,103.2,18.8
90,2003,11,Tamil Nadu,Madurai,0,0.8,25.1,70.2,57.8,24.1,81.5,129.6,104.2,224.5,96,2.8
90,2004,11,Tamil Nadu,Madurai,5.5,0,20.2,38.6,156.7,36.4,60.1,19.8,227.4,226.6,116.5,4.6
90,2005,11,Tamil Nadu,Madurai,1.5,3.4,46.1,138.6,128.9,8.4,70.6,95.4,76,280.7,319.2,89.5
90,2006,11,Tamil Nadu,Madurai,8,0,120.7,66,43.3,9,0.1,51.1,84,265.1,160,7.4
90,2007,11,Tamil Nadu,Madurai,8.2,1.9,0,38.2,43,51.7,8.8,117.8,24.5,181.4,84.4,206.7
90,2008,11,Tamil Nadu,Madurai,0.6,20.1,180.3,27.2,71,35.8,57.4,182.7,34.9,252.1,120.4,15.7
90,2009,11,Tamil Nadu,Madurai,8.1,0,55.5,42.8,74.7,42.3,103.7,42.7,81.9,80,274.7,27.8
90,2010,11,Tamil Nadu,Madurai,4.8,0,1.1,67.6,94.8,55.1,48,44.7,153.8,220.3,395.2,140.5
90,2011,11,Tamil Nadu,Madurai,1.6,37.2,5.6,92,54.1,-1,-1,-1,-1,-1,-1,-1
90,2012,11,Tamil Nadu,Madurai,10.8,0,0,49.9,79,5.9,28.2,61.6,91.8,182.3,35.5,3.4
90,2013,11,Tamil Nadu,Madurai,1.2,42.4,50.1,21.4,38.7,21.3,4.4,111.8,52.4,193.9,27.3,45.3
90,2014,11,Tamil Nadu,Madurai,6.1,0,0.4,3.5,183.5,32.5,16,105,73.7,213.3,85,25.2
90,2015,11,Tamil Nadu,Madurai,11.9,0,17.9,158.7,137,44.2,21.9,69.6,128.1,79.2,274.9,59.1
90,2016,11,Tamil Nadu,Madurai,0,0,0.3,15.8,54.1,10.1,99.2,42.2,60.2,162.4,9.5,56.3
90,2017,11,Tamil Nadu,Madurai,32.7,0.5,88,12.8,76.5,39.7,34.9,156.5,176.3,167.3,50.3,68.9
91,1990,11,Tamil Nadu,Ramananthapuram,161.7,0.5,16.3,5.5,83.8,5.5,3.1,29,59.7,275.9,186.9,95
91,1991,11,Tamil Nadu,Ramananthapuram,97.9,14.1,29.6,28.3,5.2,39.9,4.1,20.3,35.8,196.5,151.1,54.6
91,1992,11,Tamil Nadu,Ramananthapuram,0.5,0,0,21.2,39.5,7.8,14.1,23.2,66,132.7,319.8,118
91,1993,11,Tamil Nadu,Ramananthapuram,2.8,2.4,0.5,4.2,23,39.9,8.7,15.4,37.8,243.2,398.6,273.6
91,1994,11,Tamil Nadu,Ramananthapuram,7.4,33.8,3.9,44.1,18.7,5.1,8.8,6.9,14,239.8,264.7,15
91,1995,11,Tamil Nadu,Ramananthapuram,45.7,8.1,7.2,74,53,30,21.9,19,19,124.6,98.5,17.6
91,1996,11,Tamil Nadu,Ramananthapuram,31.4,1.2,1.2,72.2,8.5,61.5,13.8,44.3,70.7,229.2,136.6,188.5
91,1997,11,Tamil Nadu,Ramananthapuram,30.3,18.9,23.1,27.2,25.1,3.1,33.9,11.3,59.1,273.6,351.8,286.9
91,1998,11,Tamil Nadu,Ramananthapuram,38,0.2,0,9.2,118.9,4.2,89,76.6,75.7,91.3,248.2,219.4
91,1999,11,Tamil Nadu,Ramananthapuram,46.5,51.1,0,33.9,21.7,16.6,7.7,39.6,23.4,214.7,126.8,37.2
91,2000,11,Tamil Nadu,Ramananthapuram,98.7,73.4,8,56,14.9,17.8,8.9,25.9,156,115.9,201.9,174
91,2001,11,Tamil Nadu,Ramananthapuram,39.4,15.5,0,162.7,14.5,49.9,33.2,27.2,49.2,146.9,181.9,86.5
91,2002,11,Tamil Nadu,Ramananthapuram,4.5,177.1,0.8,7.9,66.1,12.7,5,6,22.1,279.7,211.5,78.5
91,2003,11,Tamil Nadu,Ramananthapuram,4.1,10.4,21.8,74.9,51.2,22.4,28.7,45.9,21.6,128,284,16.2
91,2004,11,Tamil Nadu,Ramananthapuram,0.3,12.1,3.2,20.5,140.3,6.3,37.4,5.6,180.2,363.7,250.4,96.7
91,2005,11,Tamil Nadu,Ramananthapuram,11.8,25.8,14.1,261.3,60.6,23,48.4,12.9,51.7,267,254,244.2
91,2006,11,Tamil Nadu,Ramananthapuram,23.8,0.1,865,22.4,10.8,5.5,1.4,23.9,46.8,368.8,251.8,14.2
91,2007,11,Tamil Nadu,Ramananthapuram,52,21.8,0.3,33.2,19.9,25.1,32.9,54.2,38.3,230.2,72.2,207.7
91,2008,11,Tamil Nadu,Ramananthapuram,9.2,56.6,376.6,55.7,0,19.9,31.2,75.4,19.1,329.4,311.7,193.1
91,2009,11,Tamil Nadu,Ramananthapuram,18.8,0,24.1,102.1,11.2,1.7,0,16.5,60.1,38.8,264.1,28.2
91,2010,11,Tamil Nadu,Ramananthapuram,0.1,0,0,20.6,73.1,17.9,44.3,88.6,123.3,192.5,390.1,154.1
91,2011,11,Tamil Nadu,Ramananthapuram,16.6,15.4,2,63,7.2,-1,-1,-1,-1,-1,-1,-1
91,2012,11,Tamil Nadu,Ramananthapuram,5,2.2,4.9,31.6,10,0,16.2,27.4,57.2,279.7,53.6,48.7
91,2013,11,Tamil Nadu,Ramananthapuram,28.9,66.6,54.8,12.5,10.9,7.1,6.8,44.8,14.4,85.1,120.3,127.7
91,2014,11,Tamil Nadu,Ramananthapuram,40,15.7,0,3.2,180.6,0,0.2,38.1,46.5,297.2,239.6,74.6
91,2015,11,Tamil Nadu,Ramananthapuram,1.3,2.5,22.6,149,113.9,3.2,23.4,60.5,68.8,131.6,269.7,172.4
91,2016,11,Tamil Nadu,Ramananthapuram,0.9,2.7,1.3,7,84,12.7,25.9,20,42.1,51.1,89.7,50.5
91,2017,11,Tamil Nadu,Ramananthapuram,59.9,7.1,41.4,0,27.9,32.6,19.7,74.6,84.4,64.2,146.9,48
92,1990,11,Tamil Nadu,Thirunelveli,106.5,11.5,44,20.8,23.1,14.9,6.3,9.5,7.1,312.3,234.6,92.1
92,1991,11,Tamil Nadu,Thirunelveli,62.5,19.5,75.5,34.6,34.2,153.8,77.5,7.6,21.2,209,158.8,32.1
92,1992,11,Tamil Nadu,Thirunelveli,4,0,0,75.6,102.2,56.4,54.1,31.7,90.4,153.6,420.6,101.4
92,1993,11,Tamil Nadu,Thirunelveli,0.1,6.1,19.9,41.2,39.6,23.7,23.9,18.6,29.8,182.6,458.6,213.9
92,1994,11,Tamil Nadu,Thirunelveli,42.9,103.4,53.8,132.7,18.4,33.9,67.4,37.6,27.8,209.6,305.1,10.7
92,1995,11,Tamil Nadu,Thirunelveli,38.8,33.8,32.8,99.8,129.5,29.4,20.2,45.5,27.1,164.8,200.4,1.5
92,1996,11,Tamil Nadu,Thirunelveli,27.8,28.2,4.5,97.8,23.1,45.3,29.4,28.9,29.5,208.5,93.4,149.3
92,1997,11,Tamil Nadu,Thirunelveli,12.1,32.4,17.6,62.1,50.9,5,11,13.6,40.5,305.2,440.5,201.6
92,1998,11,Tamil Nadu,Thirunelveli,4.5,0.9,0,11.4,104.4,23.8,58.7,31.9,1.1,70.9,183.1,308.4
92,1999,11,Tamil Nadu,Thirunelveli,6.1,76.9,0.3,32.3,26.2,42.1,12.3,3.2,44.2,179.9,224.9,56.2
92,2000,11,Tamil Nadu,Thirunelveli,53.8,116,19.5,17,19.6,39.3,7.7,75.2,53,19.2,177.2,104.7
92,2001,11,Tamil Nadu,Thirunelveli,63.3,30,17.4,100.5,24.7,28.4,27.1,8.6,21.3,127,179,87.1
92,2002,11,Tamil Nadu,Thirunelveli,6.6,65.3,23.4,74.4,72.6,4.7,4.3,40.3,7.3,210.7,279,17.1
92,2003,11,Tamil Nadu,Thirunelveli,0.6,71.3,64.4,89.5,25.2,118,17.5,13.6,6.8,190.7,303.2,59.5
92,2004,11,Tamil Nadu,Thirunelveli,34.3,14.3,6.1,85.9,128.2,64.6,10,28.8,105.3,238.8,293.1,35.4
92,2005,11,Tamil Nadu,Thirunelveli,5.6,23.5,70,204.7,22.3,18,82.5,17.8,29.5,76,265.8,206.9
92,2006,11,Tamil Nadu,Thirunelveli,69.2,3.2,120.7,28.6,34.9,26.4,26.7,25.4,44,382.9,393.9,21.1
92,2007,11,Tamil Nadu,Thirunelveli,19.8,0.1,7.5,119.7,9.1,94.2,48,31,84.4,152.3,161.2,113
92,2008,11,Tamil Nadu,Thirunelveli,9.4,58.2,400.5,106.4,2.9,11,38.9,74,21.3,315.3,171.3,77.5
92,2009,11,Tamil Nadu,Thirunelveli,8.2,0,28.2,69.9,25.8,1.2,0.7,18.7,33.9,56,386.6,47.9
92,2010,11,Tamil Nadu,Thirunelveli,23.3,0,0,18.9,47.5,26,63.4,15.6,84.6,111.9,291.7,152.2
92,2011,11,Tamil Nadu,Thirunelveli,21.9,52.6,44.7,78,5,-1,-1,-1,-1,-1,-1,-1
92,2012,11,Tamil Nadu,Thirunelveli,40.8,29.9,30.4,61.8,8.5,1,16,12.6,7.3,302.7,139.1,74
92,2013,11,Tamil Nadu,Thirunelveli,2.1,96.8,119.4,24.8,25.5,111.8,50.5,29.2,45.5,57.5,263.8,91.5
92,2014,11,Tamil Nadu,Thirunelveli,60.8,9.6,58,39.4,216.7,8.5,14.1,56.7,39.5,393.4,294.2,159.9
92,2015,11,Tamil Nadu,Thirunelveli,4.9,14.6,76.1,139,102.8,59.5,14.2,10.3,74.8,247.9,522,281.6
92,2016,11,Tamil Nadu,Thirunelveli,5.3,6.8,14,15.4,81.7,75.7,25.1,1.2,0.4,47.3,105.3,33.8
92,2017,11,Tamil Nadu,Thirunelveli,65.9,5,62.5,29.4,86.1,50.1,5.3,40.9,116.3,83.6,344,237.9
93,1990,11,Tamil Nadu,The Nilgiris,64.6,0,13.3,47.5,151,138.5,139,243.2,75.7,345.1,139.2,44.1
93,1991,11,Tamil Nadu,The Nilgiris,19.1,0,6.9,94.6,60.7,272.4,360.3,187.8,126.8,315.8,169.7,3.6
93,1992,11,Tamil Nadu,The Nilgiris,7.1,0,0,39.5,121.7,307.7,427.4,271.7,224.5,144,415.7,13.6
93,1993,11,Tamil Nadu,The Nilgiris,0,5,24.7,9.6,84.8,240,280.9,268.8,95.8,257.9,353.9,104.2
93,1994,11,Tamil Nadu,The Nilgiris,11.9,25.2,13.7,110,84.7,248.8,424.2,142.8,185.3,302.5,242.4,6.6
93,1995,11,Tamil Nadu,The Nilgiris,38.6,0,33.2,53.2,100.5,172.3,314.4,207.6,187.6,141.5,133.3,0.3
93,1996,11,Tamil Nadu,The Nilgiris,1.8,15.1,21.6,107.2,84.2,183.8,254.4,133.8,210.9,225.6,67.1,226.5
93,1997,11,Tamil Nadu,The Nilgiris,38,24.3,38.4,28.5,78.1,116.6,299.8,257.6,114,258,181.5,74.6
93,1998,11,Tamil Nadu,The Nilgiris,0,0.3,7.7,48.7,43.7,299,341.4,170.7,138.5,126.2,190.3,183.9
93,1999,11,Tamil Nadu,The Nilgiris,0,21.9,8.6,96.8,142.5,133.8,334.9,136.1,84.5,465.9,129.8,32.9
93,2000,11,Tamil Nadu,The Nilgiris,28.5,55.9,0,42,74.7,169.1,124.9,331.6,158.4,49.8,73.5,61.9
93,2001,11,Tamil Nadu,The Nilgiris,2.4,1.4,8.2,129.5,44.8,172.6,255.9,179.5,108.6,98.1,89.3,17.9
93,2002,11,Tamil Nadu,The Nilgiris,2.8,8.9,7.2,56.3,84.9,186.5,79,277,60.4,168.1,64,4.6
93,2003,11,Tamil Nadu,The Nilgiris,0,20.4,109.2,66,27.8,160.1,205.5,152.6,58.8,295,164,12.3
93,2004,11,Tamil Nadu,The Nilgiris,32.9,16.3,3.6,65.9,358.4,341.9,109.5,221.1,271.2,326.6,236.5,1.6
93,2005,11,Tamil Nadu,The Nilgiris,20.6,4.5,29.9,197.2,80.6,146.5,451.1,229.5,205.4,239.6,264.4,532
93,2006,11,Tamil Nadu,The Nilgiris,23.8,0,75.6,66.4,182.7,195.6,155.1,139.1,164.1,351.4,271.1,33.6
93,2007,11,Tamil Nadu,The Nilgiris,7.8,28.1,6.4,68.4,104,333,280.4,319,210.2,256.4,78.3,180.8
93,2008,11,Tamil Nadu,The Nilgiris,5,188.6,286.9,52.2,99.7,294.7,353.8,292.2,127.2,423.9,55.3,37.1
93,2009,11,Tamil Nadu,The Nilgiris,1.7,0,98.2,45.8,142.5,8.3,0,95.3,67.3,16.6,354.7,214
93,2010,11,Tamil Nadu,The Nilgiris,13,0,0,0,54.5,271.3,373.1,336,231.3,237.1,307.7,65.1
93,2011,11,Tamil Nadu,The Nilgiris,7.9,59.1,12.6,143.6,71.8,-1,-1,-1,-1,-1,-1,-1
93,2012,11,Tamil Nadu,The Nilgiris,18,0.6,9.1,70.8,55.4,183.1,181.1,266.8,230.5,326.2,104.8,21.2
93,2013,11,Tamil Nadu,The Nilgiris,0.9,16.9,57.9,74.1,114,203.9,288.7,177.2,202.5,215.2,126.5,56.4
93,2014,11,Tamil Nadu,The Nilgiris,1.3,39.8,32.5,35.6,253.7,97.1,328.6,295.7,291.9,348.7,137.4,94.8
93,2015,11,Tamil Nadu,The Nilgiris,1.2,0.3,137.3,140.5,227.7,305.4,93.8,96.7,152.2,152.7,346.2,66.7
93,2016,11,Tamil Nadu,The Nilgiris,12.4,0,4.9,13,102.3,198.4,188.9,72,54.1,50.5,85.1,107.6
93,2017,11,Tamil Nadu,The Nilgiris,58.1,0,115.8,54.2,159.2,128.2,143.3,165.1,294.8,118.1,103.7,128.5
94,1990,11,Tamil Nadu,Kanyakumari,6.3,5.3,48,27.4,210.7,83.2,94.4,15.7,19.8,295.6,377.3,16.9
94,1991,11,Tamil Nadu,Kanyakumari,51.9,25.6,43.9,130.3,62,654.5,219.2,43.6,2.9,274.6,155.6,4.7
94,1992,11,Tamil Nadu,Kanyakumari,17.8,0,0,41.9,192.5,219,123.2,46.1,76.4,309,543.7,45.6
94,1993,11,Tamil Nadu,Kanyakumari,0,11.6,31.2,51.5,57.5,132.2,112.4,16.1,40.8,296.3,452.1,144.7
94,1994,11,Tamil Nadu,Kanyakumari,7.4,47,36,102.9,79.9,103.9,150.1,91.9,69.9,393.2,179.6,11.2
94,1995,11,Tamil Nadu,Kanyakumari,34.1,0.1,22.9,117.6,327.8,75.7,76.9,66.7,77.6,205.9,242.3,0.5
94,1996,11,Tamil Nadu,Kanyakumari,3.4,10.8,5.5,97.4,13.2,164.7,129.3,28.4,98,288.5,164.6,111.8
94,1997,11,Tamil Nadu,Kanyakumari,18.7,21.2,22.2,85.4,117.8,55.2,44.5,51.8,222.3,155.2,250.3,98.2
94,1998,11,Tamil Nadu,Kanyakumari,0,0.2,0,21.5,110,81.6,30,27.8,130.6,394.3,376,186.6
94,1999,11,Tamil Nadu,Kanyakumari,15.4,6.6,2.3,63,144,174.7,62.1,9.6,17.2,128.9,130.1,18.8
94,2000,11,Tamil Nadu,Kanyakumari,5.8,86.4,34.7,43.7,5.6,167.9,19.1,170.1,58.3,54.6,177,24.2
94,2001,11,Tamil Nadu,Kanyakumari,30.2,20.1,2.4,67.8,40,53.3,45.4,9.8,114.5,111.4,104.6,5.4
94,2002,11,Tamil Nadu,Kanyakumari,1.7,17.1,7.2,60.5,109.8,24.8,3.1,47.6,1.4,239.8,335.5,3.1
94,2003,11,Tamil Nadu,Kanyakumari,0,5.1,42.2,67.5,42.9,98.6,40.2,8.8,0.7,130.8,104.8,5.6
94,2004,11,Tamil Nadu,Kanyakumari,1.5,0.3,6.9,80,238.2,163.4,50.5,41,180.8,175.2,97.5,3.8
94,2005,11,Tamil Nadu,Kanyakumari,0.5,0,28.7,273.6,78.6,101.9,162.5,28,96.9,182.6,288.4,78.9
94,2006,11,Tamil Nadu,Kanyakumari,38.6,0,112.9,20.6,138.6,144.1,100.3,57.3,241.6,278,210.6,7.3
94,2007,11,Tamil Nadu,Kanyakumari,1.6,2.2,11.3,196.4,119.9,174.4,131.4,59.6,189.1,231,102.6,14.1
94,2008,11,Tamil Nadu,Kanyakumari,0,50.5,272.5,110.1,25.9,25.1,169.7,156.4,124.1,373,176.5,34.7
94,2009,11,Tamil Nadu,Kanyakumari,0.6,0,85.8,103.1,109.8,124.4,89.2,61,81.2,113,304.7,35.1
94,2010,11,Tamil Nadu,Kanyakumari,50.7,0,13.8,83.6,185.7,119.2,128.9,65.3,70.9,312,405.1,256
94,2011,11,Tamil Nadu,Kanyakumari,49.2,39.6,20.3,111.2,49.2,-1,-1,-1,-1,-1,-1,-1
94,2012,11,Tamil Nadu,Kanyakumari,26.3,4.9,7.3,125.4,15.2,68.4,59.2,93.8,36.9,226.6,122.2,24.6
94,2013,11,Tamil Nadu,Kanyakumari,24.7,70.3,32.3,26.2,64,266.8,114.1,43.6,79,78,325.8,76.6
94,2014,11,Tamil Nadu,Kanyakumari,49.2,16.2,7,41,293.6,47.5,29.3,263.7,73.7,233.1,214.4,47.5
94,2015,11,Tamil Nadu,Kanyakumari,10,12.5,48.5,169.2,260.5,247.9,38.2,32.9,214,382.8,267.8,129.8
94,2016,11,Tamil Nadu,Kanyakumari,0,17.1,14.5,35.8,266.2,241.6,49.7,10.7,3.3,45.5,93.9,15.1
94,2017,11,Tamil Nadu,Kanyakumari,2.1,0,27.1,12.2,113,150.4,16.6,50.5,193.3,155.6,201.5,254.1
506,1990,11,Tamil Nadu,Dharmapuri,14,8.2,34.9,15.5,117.8,10.7,10.7,51,206.2,67,75.4,18.7
506,1991,11,Tamil Nadu,Dharmapuri,12.5,0,0,61.5,55.5,163.4,25.2,47.7,224,321.8,224.4,1.9
506,1992,11,Tamil Nadu,Dharmapuri,1.5,0,0,14.8,69.1,51.3,56.7,48.8,145.3,137.5,127.1,4.4
506,1993,11,Tamil Nadu,Dharmapuri,0,0.4,10,11.4,69.1,80.1,60.5,112,118.7,239.3,89,105.8
506,1994,11,Tamil Nadu,Dharmapuri,0.3,4.4,1,31.7,101.9,11.2,56.8,85.5,109.3,230.8,112.4,4.2
506,1995,11,Tamil Nadu,Dharmapuri,3.5,0,31.6,19.6,159.7,89.4,153.3,207.2,104.4,188.4,81.1,0
506,1996,11,Tamil Nadu,Dharmapuri,0,0,1.7,127.7,71.2,161.2,30,197.1,323.7,180.4,29.7,132.4
506,1997,11,Tamil Nadu,Dharmapuri,4.6,7.4,29.2,85.4,65.8,63.7,47.9,30.2,264.2,241.8,231.5,76
506,1998,11,Tamil Nadu,Dharmapuri,0,0,0.1,27.4,51.2,20.2,98.1,195.7,132.2,137.3,111.7,78.3
506,1999,11,Tamil Nadu,Dharmapuri,0,0.7,0,71.9,116.1,42.2,36.5,74.7,216.7,303.8,117.5,27.1
506,2000,11,Tamil Nadu,Dharmapuri,0,47.8,0,55.6,84.5,12.7,54.7,273.8,255,212.5,47,26.2
506,2001,11,Tamil Nadu,Dharmapuri,0.4,0,5.5,106.6,48.1,11.2,90.5,61.8,287.8,187.4,41.6,24.4
506,2002,11,Tamil Nadu,Dharmapuri,0.9,1.9,12.4,11.7,94.2,56.2,12.7,61.6,98.1,103.3,31.8,13.3
506,2003,11,Tamil Nadu,Dharmapuri,0,0,54,32.1,58.5,43.4,71.9,147.5,114.2,211,62.2,21.9
506,2004,11,Tamil Nadu,Dharmapuri,0,2,3.7,81.9,315.9,35.4,131,18,204.9,189.8,71.1,0
506,2005,11,Tamil Nadu,Dharmapuri,0,0.5,20.3,118.6,83.1,43.6,55.9,119,171.9,340.7,258.8,120.6
506,2006,11,Tamil Nadu,Dharmapuri,3,0,52,27.6,119.4,76.3,12.9,73.3,134.2,171.7,88.5,2
506,2007,11,Tamil Nadu,Dharmapuri,0,0.8,3.6,118.8,51.9,41.3,101.9,147.6,131.1,125.1,66.5,140
506,2008,11,Tamil Nadu,Dharmapuri,2.9,6.2,79.1,25.7,96.4,22.4,70.3,178,77.3,178.1,145.2,6.8
506,2009,11,Tamil Nadu,Dharmapuri,3.8,0,22,17.5,148.6,22.3,9.1,105.8,113,34.5,136.9,36.1
506,2010,11,Tamil Nadu,Dharmapuri,0,0,0,18,116.6,82.4,124.6,146.1,71.8,108.8,299.2,27.7
506,2011,11,Tamil Nadu,Dharmapuri,0,34.5,10.3,172.5,118.1,-1,-1,-1,-1,-1,-1,-1
506,2012,11,Tamil Nadu,Dharmapuri,0,0,0.1,36.6,99.3,31.7,80.8,127.3,59.1,193.8,62.7,28.7
506,2013,11,Tamil Nadu,Dharmapuri,0,22,0.4,29.4,150.4,19.6,19.7,41.1,204.4,201.3,107,6.1
506,2014,11,Tamil Nadu,Dharmapuri,0,5.2,0.4,14.4,138.4,96.3,8,88.1,67.9,280.6,49.5,16.9
506,2015,11,Tamil Nadu,Dharmapuri,25.5,0.6,34.7,92.8,122.7,78.4,8.3,126.6,128.2,117.1,294.2,38.6
506,2016,11,Tamil Nadu,Dharmapuri,0,0,3.3,0,91.3,63.6,156.9,34.2,14.5,48.6,4.4,46.4
506,2017,11,Tamil Nadu,Dharmapuri,8.4,0,35.8,43.6,161.5,16.3,26.3,158.4,201.4,159.4,49.4,45.8
507,1990,11,Tamil Nadu,Periyar(Erode),24.6,5,34.9,35.3,78.5,3.1,3.7,31.3,59,140.5,98.1,11.9
507,1991,11,Tamil Nadu,Periyar(Erode),2.1,1.3,1.3,24.1,35.1,77.8,13.3,31,115.4,165.9,147.2,6.4
507,1992,11,Tamil Nadu,Periyar(Erode),1.7,0,0,11.3,59.6,56.3,45.3,33,203.9,74.3,181.4,7.2
507,1993,11,Tamil Nadu,Periyar(Erode),0,8,8.1,14.3,65.5,49.8,27.6,53.5,50.6,239.3,188.9,57.1
507,1994,11,Tamil Nadu,Periyar(Erode),3.3,17.3,2.4,70.1,75.9,4.7,19.1,17.2,103.5,298.1,200.8,4.4
507,1995,11,Tamil Nadu,Periyar(Erode),14.1,0,14.7,35.2,116.8,25.8,34.4,103.2,50.3,136.5,78.5,0
507,1996,11,Tamil Nadu,Periyar(Erode),0,0,3.2,107.4,45.9,49.4,22.3,103.6,130.6,151.2,71.8,99.8
507,1997,11,Tamil Nadu,Periyar(Erode),7.1,9.9,17.9,55.3,71.7,18.9,27.8,19.9,174.4,170,254.1,63.2
507,1998,11,Tamil Nadu,Periyar(Erode),0,0,1,9.3,44.2,10.9,61,99.4,84.6,41.9,160.4,105.6
507,1999,11,Tamil Nadu,Periyar(Erode),0,0.1,0,66.2,74.3,12,15.1,36.6,32.7,246.6,153.5,27.1
507,2000,11,Tamil Nadu,Periyar(Erode),10.2,29.7,1.1,36.4,31,17.5,4.8,111.9,147.7,60.1,121.2,42.1
507,2001,11,Tamil Nadu,Periyar(Erode),15.3,0.6,3.3,92.9,38.9,12.5,36.8,38.6,81.7,127,99.1,29
507,2002,11,Tamil Nadu,Periyar(Erode),0.7,0.8,1,25.3,47.5,36.5,2.4,10.6,49.5,172.9,56.9,8.2
507,2003,11,Tamil Nadu,Periyar(Erode),0,2.2,60.9,29.4,43.4,13.5,5.6,94.3,22.7,242.1,94.5,10.6
507,2004,11,Tamil Nadu,Periyar(Erode),0.4,1.4,4.4,46.6,275.7,13.1,61.6,18,110.4,206.1,83.7,0.2
507,2005,11,Tamil Nadu,Periyar(Erode),4.6,31.6,30.3,112,137.2,28.1,59.4,63.3,93.6,286,271.1,83.1
507,2006,11,Tamil Nadu,Periyar(Erode),7.9,0,26.5,44.4,58.6,35.5,0.8,55.4,82.8,181.8,200.8,3.6
507,2007,11,Tamil Nadu,Periyar(Erode),0.3,0.3,0.4,49,17,25.2,20.3,69.2,89.2,146.3,79,221.4
507,2008,11,Tamil Nadu,Periyar(Erode),1,26,106.2,32.2,77.5,12.3,52.4,119.9,45.3,184.3,101,23.2
507,2009,11,Tamil Nadu,Periyar(Erode),0,0,66.5,19.3,119,6,23.8,81,98.5,94.9,210.8,18.8
507,2010,11,Tamil Nadu,Periyar(Erode),0.7,0,6.1,17.3,150.7,22.3,87.8,102.5,92.7,113.3,343.1,39
