"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"89","2003","11","Tamil Nadu","Thanjavur","79.1","70.86","74.75","79.72","83.81","54.3","108.23","158.0","81.82","130.32","109.82","62.88"
"89","2004","11","Tamil Nadu","Thanjavur","60.56","54.55","47.31","54.84","133.63","63.42","56.25","72.0","146.19","128.32","109.22","103.58"
"89","2005","11","Tamil Nadu","Thanjavur","84.06","68.45","71.88","97.52","70.61","32.28","72.82","61.52","47.04","125.22","108.87","107.62"
"89","2006","11","Tamil Nadu","Thanjavur","93.86","73.31","121.06","88.61","74.53","53.35","48.41","97.89","59.88","130.25","107.27","75.06"
"89","2007","11","Tamil Nadu","Thanjavur","81.95","71.81","66.82","87.32","75.14","51.04","107.48","126.45","74.11","131.08","106.17","106.62"
"89","2008","11","Tamil Nadu","Thanjavur","64.18","64.03","102.62","67.39","37.78","61.0","60.37","151.78","101.65","128.54","110.87","107.96"
"89","2009","11","Tamil Nadu","Thanjavur","85.94","72.44","100.2","99.03","85.92","54.6","40.82","158.63","83.45","94.38","107.27","109.37"
"89","2010","11","Tamil Nadu","Thanjavur","80.87","66.46","70.19","66.81","60.16","46.75","144.51","106.43","144.58","131.26","103.45","105.03"
"89","2011","11","Tamil Nadu","Thanjavur","92.69","92.29","87.8","113.28","76.72","52.6","66.35","110.2","53.3","124.5","107.46","109.35"
"89","2012","11","Tamil Nadu","Thanjavur","75.55","64.62","69.38","67.84","40.93","25.53","33.25","77.63","102.28","131.48","110.04","113.97"
"89","2013","11","Tamil Nadu","Thanjavur","66.44","72.76","91.97","35.03","66.26","45.37","50.16","100.86","55.05","116.35","110.13","104.26"
"89","2014","11","Tamil Nadu","Thanjavur","55.73","27.55","16.57","21.82","78.43","35.67","44.41","78.52","92.94","130.02","98.36","104.49"
"89","2015","11","Tamil Nadu","Thanjavur","60.77","53.96","51.49","101.53","98.48","38.16","74.23","159.38","162.21","131.94","106.82","109.79"
"90","1990","11","Tamil Nadu","Madurai","130.24","16.39","32.39","12.73","81.17","51.16","30.39","40.73","64.01","133.11","112.3","91.9"
"90","1991","11","Tamil Nadu","Madurai","77.45","38.72","33.04","69.14","48.15","68.1","37.87","69.97","57.14","134.44","115.32","65.54"
"90","1992","11","Tamil Nadu","Madurai","30.66","12.57","7.68","36.52","76.62","42.78","47.87","100.83","89.87","135.03","114.45","82.82"
"90","1993","11","Tamil Nadu","Madurai","37.83","21.66","25.57","41.15","40.7","58.45","36.56","81.1","47.18","134.49","116.91","121.89"
"90","1994","11","Tamil Nadu","Madurai","93.97","73.58","43.76","113.53","64.03","32.52","40.27","53.23","51.57","129.75","120.47","81.82"
"90","1995","11","Tamil Nadu","Madurai","75.51","33.42","41.22","104.62","76.63","40.03","45.35","107.76","47.59","141.7","84.89","8.76"
"90","1996","11","Tamil Nadu","Madurai","26.66","17.55","11.52","116.17","29.87","53.07","36.06","65.32","127.08","128.35","58.24","65.77"
"90","1997","11","Tamil Nadu","Madurai","7.59","1.84","24.14","55.62","37.68","39.79","55.15","56.78","88.82","126.62","107.67","110.1"
"90","1998","11","Tamil Nadu","Madurai","90.51","55.48","28.25","60.87","93.17","25.44","64.49","129.51","93.21","138.57","105.68","116.18"
"90","1999","11","Tamil Nadu","Madurai","83.96","71.23","33.96","89.15","67.44","29.99","29.99","45.39","62.41","123.82","117.21","79.4"
"90","2000","11","Tamil Nadu","Madurai","79.92","70.36","22.19","76.38","48.34","23.17","26.38","152.06","147.81","128.38","112.51","99.52"
"90","2001","11","Tamil Nadu","Madurai","77.48","35.59","17.84","142.18","31.26","41.31","63.4","81.72","97.69","132.49","94.46","68.71"
"90","2002","11","Tamil Nadu","Madurai","16.84","15.4","23.7","37.72","60.91","36.87","12.3","39.25","58.67","123.28","109.52","89.98"
"90","2003","11","Tamil Nadu","Madurai","76.94","63.1","46.5","91.88","67.61","43.88","67.23","128.01","52.95","128.88","117.11","65.81"
"90","2004","11","Tamil Nadu","Madurai","40.35","30.61","25.86","54.79","138.24","58.68","41.21","59.32","144.47","127.19","105.58","85.27"
"90","2005","11","Tamil Nadu","Madurai","74.42","34.85","27.48","126.52","41.54","22.11","53.31","34.7","61.92","122.81","109.59","96.11"
"90","2006","11","Tamil Nadu","Madurai","81.93","34.47","121.12","55.17","39.04","24.77","27.17","69.88","107.81","130.24","110.05","79.16"
"90","2007","11","Tamil Nadu","Madurai","69.46","40.42","21.0","104.22","73.09","34.59","69.15","90.63","100.86","129.22","105.43","80.63"
"90","2008","11","Tamil Nadu","Madurai","41.24","42.22","128.27","79.5","24.0","48.74","45.76","146.53","94.68","124.59","113.88","106.21"
"90","2009","11","Tamil Nadu","Madurai","79.72","46.03","91.14","83.58","47.96","41.09","29.43","122.53","77.82","103.31","110.95","98.48"
"90","2010","11","Tamil Nadu","Madurai","83.02","28.5","16.0","61.67","45.89","27.38","98.02","66.18","146.46","130.59","103.43","104.94"
"90","2011","11","Tamil Nadu","Madurai","90.59","77.28","43.52","121.1","27.69","28.04","37.43","67.93","63.75","121.72","110.9","113.32"
"90","2012","11","Tamil Nadu","Madurai","55.3","27.72","29.61","74.05","18.4","12.9","22.44","61.55","89.86","128.32","104.35","80.18"
"90","2013","11","Tamil Nadu","Madurai","36.75","48.92","89.91","16.22","47.01","36.86","40.73","68.34","59.67","122.33","112.84","58.88"
"90","2014","11","Tamil Nadu","Madurai","32.16","9.6","14.72","40.97","77.65","21.59","31.42","59.71","125.75","123.47","89.69","87.53"
"90","2015","11","Tamil Nadu","Madurai","56.8","34.56","47.2","146.3","118.32","40.09","50.14","106.25","150.08","130.88","109.15","109.45"
"91","1990","11","Tamil Nadu","Ramananthapuram","103.1","19.56","25.57","13.4","65.9","40.54","22.29","19.55","39.43","139.56","114.52","111.45"
"91","1991","11","Tamil Nadu","Ramananthapuram","76.73","53.16","48.57","46.65","35.88","37.05","29.1","37.48","41.98","140.55","117.21","69.05"
"91","1992","11","Tamil Nadu","Ramananthapuram","36.12","17.61","10.99","25.83","67.56","25.48","40.57","76.95","61.34","123.39","116.8","93.65"
"91","1993","11","Tamil Nadu","Ramananthapuram","58.83","41.47","28.14","31.13","31.14","40.47","26.88","47.32","22.62","141.41","117.38","121.52"
"91","1994","11","Tamil Nadu","Ramananthapuram","94.16","92.14","77.79","88.42","54.78","24.2","34.7","28.86","31.2","137.53","121.8","78.21"
"91","1995","11","Tamil Nadu","Ramananthapuram","79.54","55.51","35.62","85.38","69.49","20.16","28.84","46.98","31.16","147.72","106.56","18.54"
"91","1996","11","Tamil Nadu","Ramananthapuram","20.82","22.95","6.41","97.91","17.33","36.76","31.31","39.85","125.73","139.1","112.31","102.5"
"91","1997","11","Tamil Nadu","Ramananthapuram","13.73","7.34","21.41","39.45","31.6","16.86","53.65","30.44","46.35","133.32","109.71","117.75"
"91","1998","11","Tamil Nadu","Ramananthapuram","95.85","72.8","62.62","51.7","96.33","20.07","52.49","84.79","48.76","133.09","110.08","117.86"
"91","1999","11","Tamil Nadu","Ramananthapuram","86.27","92.48","55.63","75.73","43.1","19.34","19.79","23.88","45.52","135.56","120.25","75.26"
"91","2000","11","Tamil Nadu","Ramananthapuram","66.88","73.02","23.52","56.3","25.69","13.42","15.06","124.18","144.75","101.81","122.75","119.69"
"91","2001","11","Tamil Nadu","Ramananthapuram","57.2","26.67","11.71","102.56","18.0","27.65","49.42","43.23","46.61","140.03","111.39","101.37"
"91","2002","11","Tamil Nadu","Ramananthapuram","18.92","21.8","21.95","33.6","44.99","21.44","7.28","19.26","44.36","132.19","112.61","106.08"
"91","2003","11","Tamil Nadu","Ramananthapuram","85.53","75.65","67.05","80.84","73.48","33.03","65.6","115.69","38.65","139.29","115.78","64.21"
"91","2004","11","Tamil Nadu","Ramananthapuram","54.4","52.74","29.83","38.96","118.11","39.45","25.48","35.53","154.35","135.99","116.14","101.05"
"91","2005","11","Tamil Nadu","Ramananthapuram","67.58","45.86","38.82","102.23","33.78","14.38","42.11","17.15","26.75","134.57","114.1","111.29"
"91","2006","11","Tamil Nadu","Ramananthapuram","87.22","59.11","118.77","63.08","33.08","16.85","19.26","45.68","46.52","138.25","112.37","83.07"
"91","2007","11","Tamil Nadu","Ramananthapuram","85.1","62.5","49.56","86.15","58.5","26.11","62.8","53.48","43.91","140.65","114.86","100.5"
"91","2008","11","Tamil Nadu","Ramananthapuram","45.41","50.42","102.57","54.7","17.45","32.79","30.26","157.41","45.59","137.02","117.36","117.38"
"91","2009","11","Tamil Nadu","Ramananthapuram","87.48","66.59","101.8","98.57","51.73","26.39","25.45","114.14","31.29","98.3","113.7","115.23"
"91","2010","11","Tamil Nadu","Ramananthapuram","84.98","56.66","37.39","39.07","33.47","18.79","97.72","39.62","151.72","142.62","108.19","112.7"
"91","2011","11","Tamil Nadu","Ramananthapuram","95.95","85.79","73.32","109.18","40.8","25.26","31.88","39.2","26.74","130.11","114.28","117.05"
"91","2012","11","Tamil Nadu","Ramananthapuram","75.87","62.38","57.35","66.7","17.76","11.72","15.63","30.59","67.42","136.48","114.74","103.61"
"91","2013","11","Tamil Nadu","Ramananthapuram","54.49","70.09","91.89","17.14","34.83","18.64","24.14","43.07","26.86","105.85","119.64","110.04"
"91","2014","11","Tamil Nadu","Ramananthapuram","35.23","15.53","12.96","27.54","72.99","9.18","18.81","28.56","68.72","133.72","94.11","103.52"
"91","2015","11","Tamil Nadu","Ramananthapuram","48.34","46.75","34.66","118.83","90.02","22.86","43.09","85.97","152.81","140.5","112.69","119.46"
"92","1990","11","Tamil Nadu","Thirunelveli","103.62","37.54","56.28","18.0","95.64","56.15","54.61","20.83","26.89","130.47","109.2","99.48"
"92","1991","11","Tamil Nadu","Thirunelveli","71.9","49.81","65.86","65.03","54.57","93.03","57.71","37.85","26.4","136.18","112.36","75.42"
"92","1992","11","Tamil Nadu","Thirunelveli","40.01","13.34","6.99","37.4","81.07","71.05","65.0","38.31","44.86","137.57","110.05","97.38"
"92","1993","11","Tamil Nadu","Thirunelveli","43.5","27.12","35.01","42.52","48.8","68.92","53.95","29.15","24.7","135.15","110.34","117.0"
"92","1994","11","Tamil Nadu","Thirunelveli","90.79","103.21","49.95","103.64","76.5","47.51","56.82","34.77","33.01","128.13","114.06","90.32"
"92","1995","11","Tamil Nadu","Thirunelveli","63.44","41.03","46.38","122.07","100.61","50.55","48.37","34.39","29.34","137.91","107.84","37.6"
"92","1996","11","Tamil Nadu","Thirunelveli","53.19","46.75","18.1","127.85","27.08","67.1","51.97","34.51","60.43","136.14","94.34","94.01"
"92","1997","11","Tamil Nadu","Thirunelveli","23.61","13.43","45.59","51.45","46.8","57.09","61.48","31.12","69.66","124.79","102.62","114.92"
"92","1998","11","Tamil Nadu","Thirunelveli","84.26","38.37","19.36","59.97","103.59","43.34","54.39","51.2","63.43","142.4","104.87","108.15"
"92","1999","11","Tamil Nadu","Thirunelveli","86.01","108.55","61.41","100.17","86.46","50.21","39.66","24.28","28.13","132.42","111.97","86.58"
"92","2000","11","Tamil Nadu","Thirunelveli","69.83","122.32","58.12","92.03","34.82","41.11","27.66","74.17","75.13","114.79","116.01","110.48"
"92","2001","11","Tamil Nadu","Thirunelveli","66.3","46.69","15.41","134.35","55.04","55.65","66.69","43.67","78.52","133.12","105.91","84.49"
"92","2002","11","Tamil Nadu","Thirunelveli","23.24","37.6","64.42","59.13","75.83","42.33","17.03","22.72","21.51","124.53","104.08","87.65"
"92","2003","11","Tamil Nadu","Thirunelveli","61.9","118.55","91.66","75.36","59.79","55.08","55.34","43.65","19.55","131.34","113.49","70.13"
"92","2004","11","Tamil Nadu","Thirunelveli","33.31","37.19","54.45","64.94","133.08","65.0","54.45","33.33","108.32","132.14","111.29","75.28"
"92","2005","11","Tamil Nadu","Thirunelveli","43.1","19.32","36.27","138.43","57.2","41.11","60.66","18.78","43.97","132.56","103.82","104.8"
"92","2006","11","Tamil Nadu","Thirunelveli","97.93","53.51","135.81","73.6","62.82","37.48","39.95","33.68","75.22","127.86","105.53","74.75"
"92","2007","11","Tamil Nadu","Thirunelveli","47.63","24.66","15.62","118.62","70.31","52.33","70.06","40.4","59.35","130.91","108.2","86.5"
"92","2008","11","Tamil Nadu","Thirunelveli","40.85","61.35","146.25","112.14","54.86","51.54","57.57","70.23","46.29","126.69","107.93","111.5"
"92","2009","11","Tamil Nadu","Thirunelveli","77.53","32.71","126.05","73.2","56.75","45.84","46.69","40.83","44.28","98.59","107.5","103.1"
"92","2010","11","Tamil Nadu","Thirunelveli","115.08","56.95","25.18","76.58","59.75","42.7","78.22","31.03","82.35","135.96","102.73","105.78"
"92","2011","11","Tamil Nadu","Thirunelveli","91.11","113.79","47.7","115.82","28.91","47.73","39.41","26.07","37.56","110.73","109.25","112.31"
"92","2012","11","Tamil Nadu","Thirunelveli","81.19","48.48","54.03","101.42","24.93","23.15","35.66","35.2","38.12","125.32","108.43","101.9"
"92","2013","11","Tamil Nadu","Thirunelveli","48.23","94.44","138.22","32.88","47.24","61.25","54.15","33.35","41.71","118.92","110.34","93.76"
"92","2014","11","Tamil Nadu","Thirunelveli","80.4","34.85","52.97","69.43","68.8","28.43","36.37","34.69","53.57","123.08","102.92","109.41"
"92","2015","11","Tamil Nadu","Thirunelveli","68.85","48.49","63.46","141.86","119.18","68.09","51.04","39.23","89.2","129.06","105.69","115.41"
"93","1990","11","Tamil Nadu","The Nilgiris","48.91","20.57","17.87","16.93","120.54","81.61","90.72","87.89","89.99","101.63","89.51","62.47"
"93","1991","11","Tamil Nadu","The Nilgiris","42.74","27.45","16.49","80.63","131.65","97.15","92.4","98.67","90.42","100.28","92.33","63.76"
"93","1992","11","Tamil Nadu","The Nilgiris","40.39","20.37","10.74","52.39","87.51","92.19","91.87","96.16","99.41","101.59","92.52","65.12"
"93","1993","11","Tamil Nadu","The Nilgiris","40.91","21.73","20.33","38.21","78.23","93.83","90.9","92.6","87.12","101.07","92.5","87.78"
"93","1994","11","Tamil Nadu","The Nilgiris","60.25","36.18","36.35","109.27","134.44","101.25","90.02","96.14","94.82","100.46","85.74","62.1"
"93","1995","11","Tamil Nadu","The Nilgiris","51.49","23.69","24.16","69.83","94.48","93.19","93.39","102.26","99.06","102.81","72.17","45.91"
"93","1996","11","Tamil Nadu","The Nilgiris","32.41","18.36","31.74","70.05","60.33","94.45","90.73","97.92","98.61","101.15","57.33","79.87"
"93","1997","11","Tamil Nadu","The Nilgiris","41.75","22.18","30.48","51.73","55.69","101.35","90.55","99.35","101.56","102.31","92.65","87.03"
"93","1998","11","Tamil Nadu","The Nilgiris","58.05","44.85","22.61","50.02","130.82","72.25","95.09","102.83","103.95","101.61","87.65","91.46"
"93","1999","11","Tamil Nadu","The Nilgiris","60.04","44.83","31.78","79.52","121.39","86.6","90.37","88.72","88.05","99.85","85.51","63.45"
"93","2000","11","Tamil Nadu","The Nilgiris","42.21","36.94","12.77","74.79","80.95","82.44","90.26","101.54","103.66","101.48","89.93","85.73"
"93","2001","11","Tamil Nadu","The Nilgiris","74.18","47.3","23.86","130.27","69.64","72.84","91.72","92.52","100.09","100.95","77.38","57.99"
"93","2002","11","Tamil Nadu","The Nilgiris","35.89","18.84","14.48","22.96","105.99","92.37","82.53","87.35","83.12","99.93","89.6","60.69"
"93","2003","11","Tamil Nadu","The Nilgiris","39.09","32.37","15.86","118.67","32.8","88.1","94.49","97.45","89.46","99.67","85.08","55.35"
"93","2004","11","Tamil Nadu","The Nilgiris","41.07","20.99","13.96","71.98","122.41","90.1","94.88","93.61","103.58","99.75","83.91","57.19"
"93","2005","11","Tamil Nadu","The Nilgiris","54.48","25.84","16.58","77.48","70.57","86.44","94.24","95.41","100.79","99.93","90.28","71.16"
"93","2006","11","Tamil Nadu","The Nilgiris","49.08","25.94","58.78","37.82","100.11","93.16","90.38","94.1","103.72","100.97","85.93","55.73"
"93","2007","11","Tamil Nadu","The Nilgiris","36.35","20.92","16.67","99.36","129.06","88.02","92.67","101.71","105.33","99.97","86.41","68.12"
"93","2008","11","Tamil Nadu","The Nilgiris","42.66","48.57","85.02","88.5","45.46","90.91","96.22","103.27","103.16","100.88","78.22","57.16"
"93","2009","11","Tamil Nadu","The Nilgiris","33.75","17.11","37.24","38.57","79.88","101.63","87.21","98.86","104.57","96.92","93.08","86.58"
"93","2010","11","Tamil Nadu","The Nilgiris","57.66","34.33","18.38","113.48","127.6","79.79","94.36","94.86","105.02","98.83","90.53","71.54"
"93","2011","11","Tamil Nadu","The Nilgiris","48.96","46.59","16.72","85.4","63.94","83.23","92.48","100.53","101.03","100.51","87.68","64.42"
"93","2012","11","Tamil Nadu","The Nilgiris","42.16","35.33","14.59","67.57","56.02","63.52","88.86","98.12","93.68","100.71","92.85","60.94"
"93","2013","11","Tamil Nadu","The Nilgiris","38.94","32.5","32.46","16.39","123.98","88.99","93.49","94.78","100.57","100.06","93.28","60.61"
"93","2014","11","Tamil Nadu","The Nilgiris","43.69","22.42","14.99","54.14","68.97","94.83","93.45","100.97","105.86","101.03","81.22","58.68"
"93","2015","11","Tamil Nadu","The Nilgiris","42.91","20.64","50.59","105.84","127.47","92.84","96.7","99.78","106.88","104.36","93.03","71.11"
"94","1990","11","Tamil Nadu","Kanyakumari","75.98","33.22","44.65","18.06","142.37","115.54","116.83","70.44","56.66","119.3","110.5","99.11"
"94","1991","11","Tamil Nadu","Kanyakumari","55.93","38.86","57.77","67.94","91.42","118.31","118.88","106.06","64.93","121.3","111.51","82.5"
"94","1992","11","Tamil Nadu","Kanyakumari","40.12","10.42","5.69","37.92","133.67","121.93","120.09","105.02","95.94","122.84","109.87","97.2"
"94","1993","11","Tamil Nadu","Kanyakumari","32.4","19.74","26.88","45.7","88.68","121.45","115.95","79.85","57.01","121.3","109.41","120.36"
"94","1994","11","Tamil Nadu","Kanyakumari","88.93","98.14","35.52","104.1","130.97","104.85","116.08","90.66","70.02","117.25","111.39","90.72"
"94","1995","11","Tamil Nadu","Kanyakumari","47.82","28.06","28.82","135.95","142.79","112.9","104.88","82.77","66.98","125.03","109.77","74.1"
"94","1996","11","Tamil Nadu","Kanyakumari","49.9","43.67","11.34","139.05","39.09","117.11","113.77","99.49","111.95","123.61","103.69","99.69"
"94","1997","11","Tamil Nadu","Kanyakumari","51.05","19.23","38.99","53.68","83.79","113.97","119.37","87.1","126.37","116.19","104.76","115.73"
"94","1998","11","Tamil Nadu","Kanyakumari","76.19","22.88","13.43","61.84","139.78","111.49","108.7","112.68","122.19","126.21","108.73","113.01"
"94","1999","11","Tamil Nadu","Kanyakumari","84.1","100.42","50.02","110.0","140.26","111.78","90.9","65.93","55.49","121.92","112.03","86.87"
"94","2000","11","Tamil Nadu","Kanyakumari","50.14","115.62","45.9","101.7","36.95","101.06","50.21","126.03","118.56","122.53","114.75","107.02"
"94","2001","11","Tamil Nadu","Kanyakumari","68.3","53.49","15.4","136.06","104.61","111.39","116.17","106.39","127.4","119.42","107.9","99.07"
"94","2002","11","Tamil Nadu","Kanyakumari","43.85","38.93","60.34","72.24","132.45","96.61","37.97","54.95","32.73","117.46","105.66","87.66"
"94","2003","11","Tamil Nadu","Kanyakumari","47.74","117.35","81.82","68.48","86.66","113.84","107.36","91.94","37.19","118.87","111.43","69.52"
"94","2004","11","Tamil Nadu","Kanyakumari","23.12","25.63","47.87","74.56","142.12","119.01","120.0","101.23","129.03","120.58","110.46","93.97"
"94","2005","11","Tamil Nadu","Kanyakumari","46.09","18.17","33.37","140.78","107.65","101.8","117.96","54.95","89.85","123.01","105.74","112.37"
"94","2006","11","Tamil Nadu","Kanyakumari","93.12","39.6","112.9","65.54","103.68","84.06","84.62","74.34","121.74","116.52","105.8","75.53"
"94","2007","11","Tamil Nadu","Kanyakumari","34.24","16.58","11.5","134.16","115.51","112.38","118.67","105.37","115.46","120.05","109.44","85.72"
"94","2008","11","Tamil Nadu","Kanyakumari","31.3","48.39","132.56","123.35","68.01","97.35","116.04","122.49","92.55","118.21","108.73","113.35"
"94","2009","11","Tamil Nadu","Kanyakumari","71.89","20.85","102.88","65.43","99.16","98.74","104.44","81.13","85.74","108.65","108.55","100.33"
"94","2010","11","Tamil Nadu","Kanyakumari","109.76","37.2","11.93","85.39","106.39","103.85","117.61","84.39","120.93","122.08","104.89","113.03"
"94","2011","11","Tamil Nadu","Kanyakumari","88.19","114.97","33.19","121.54","42.46","109.84","83.33","59.12","70.86","112.42","110.23","119.2"
"94","2012","11","Tamil Nadu","Kanyakumari","80.27","34.73","43.09","117.14","42.31","54.15","79.74","86.75","62.93","116.58","108.84","105.28"
"94","2013","11","Tamil Nadu","Kanyakumari","48.6","81.98","114.32","33.38","74.6","114.53","114.64","92.33","92.8","123.34","109.85","97.59"
"94","2014","11","Tamil Nadu","Kanyakumari","74.51","31.27","48.39","83.51","104.45","69.42","73.62","89.01","89.61","116.37","106.05","113.55"
"94","2015","11","Tamil Nadu","Kanyakumari","65.72","36.75","47.19","138.69","134.06","118.83","110.81","88.62","129.33","119.49","107.5","121.62"
"506","1990","11","Tamil Nadu","Dharmapuri","52.83","18.68","22.27","17.97","134.56","39.26","43.2","63.91","95.32","125.03","84.58","46.18"
"506","1991","11","Tamil Nadu","Dharmapuri","23.77","19.59","7.57","63.47","101.5","97.83","49.86","101.99","94.73","122.78","106.95","71.07"
"506","1992","11","Tamil Nadu","Dharmapuri","56.17","32.67","17.28","20.74","79.34","58.27","54.52","79.46","106.57","122.98","103.78","20.76"
"506","1993","11","Tamil Nadu","Dharmapuri","4.84","4.0","14.42","28.89","111.53","62.4","52.36","61.06","77.15","124.1","99.05","93.44"
"506","1994","11","Tamil Nadu","Dharmapuri","26.0","21.05","10.75","49.32","125.24","38.83","73.42","62.14","68.94","123.44","96.59","58.9"
"506","1995","11","Tamil Nadu","Dharmapuri","61.33","16.58","23.6","40.52","104.92","57.79","77.76","139.97","117.18","125.9","54.08","6.38"
"506","1996","11","Tamil Nadu","Dharmapuri","7.56","4.81","6.05","45.76","66.86","82.55","48.67","125.02","88.41","123.15","33.16","67.33"
"506","1997","11","Tamil Nadu","Dharmapuri","14.02","1.84","21.46","47.24","55.36","53.07","40.3","99.35","120.01","123.25","107.21","95.48"
"506","1998","11","Tamil Nadu","Dharmapuri","71.15","44.91","26.47","41.38","127.96","30.14","122.27","134.74","125.23","123.53","101.02","101.46"
"506","1999","11","Tamil Nadu","Dharmapuri","62.75","41.26","21.06","63.81","131.3","52.62","53.85","65.95","101.59","118.97","102.05","68.03"
"506","2000","11","Tamil Nadu","Dharmapuri","40.92","27.18","10.61","58.07","79.63","45.23","66.12","142.27","135.25","121.95","101.4","78.85"
"506","2001","11","Tamil Nadu","Dharmapuri","62.35","33.36","19.52","94.1","52.96","30.3","90.74","63.35","128.35","121.92","79.64","61.11"
"506","2002","11","Tamil Nadu","Dharmapuri","30.06","13.53","8.83","11.92","134.47","71.98","31.68","53.94","74.33","123.03","99.32","62.7"
"506","2003","11","Tamil Nadu","Dharmapuri","33.63","21.14","18.59","56.62","37.99","50.02","91.78","111.19","62.73","120.88","80.97","43.1"
"506","2004","11","Tamil Nadu","Dharmapuri","36.04","13.51","10.63","43.42","162.34","69.11","129.24","61.67","132.49","119.58","86.55","64.95"
"506","2005","11","Tamil Nadu","Dharmapuri","50.34","32.16","22.02","66.16","120.7","45.24","99.92","104.77","109.26","118.01","102.3","87.32"
"506","2006","11","Tamil Nadu","Dharmapuri","68.38","41.84","93.29","44.51","109.44","74.4","52.1","61.33","95.81","123.73","88.92","32.28"
"506","2007","11","Tamil Nadu","Dharmapuri","21.45","19.98","8.31","76.26","113.48","42.71","128.86","129.59","141.72","124.28","80.2","83.64"
"506","2008","11","Tamil Nadu","Dharmapuri","37.84","38.11","74.77","38.97","53.78","63.7","129.03","135.24","109.71","119.05","105.39","71.91"
"506","2009","11","Tamil Nadu","Dharmapuri","57.02","34.66","40.09","39.28","122.92","93.75","31.6","111.1","139.61","65.1","106.83","73.64"
"506","2010","11","Tamil Nadu","Dharmapuri","21.22","11.28","10.25","56.58","96.41","60.3","102.21","93.32","136.72","121.36","102.29","76.37"
"506","2011","11","Tamil Nadu","Dharmapuri","58.92","65.44","24.0","77.45","100.09","43.48","78.56","138.8","107.0","119.08","97.56","63.09"
"506","2012","11","Tamil Nadu","Dharmapuri","29.89","18.82","11.02","22.76","76.6","16.65","50.06","111.09","89.22","122.19","109.13","60.59"
"506","2013","11","Tamil Nadu","Dharmapuri","14.16","20.25","27.77","13.68","132.11","89.99","95.83","76.11","137.37","123.82","107.02","39.41"
"506","2014","11","Tamil Nadu","Dharmapuri","17.37","11.33","9.2","16.51","86.89","90.52","67.16","86.36","144.02","121.86","83.72","68.58"
"506","2015","11","Tamil Nadu","Dharmapuri","62.22","31.23","43.37","75.75","153.43","51.89","82.03","97.58","138.42","114.76","104.72","74.48"
"507","1990","11","Tamil Nadu","Periyar(Erode)","44.42","4.91","11.19","13.57","112.42","19.69","29.75","35.74","45.84","125.36","94.82","36.48"
"507","1991","11","Tamil Nadu","Periyar(Erode)","14.22","14.94","5.47","78.31","120.17","50.22","35.83","60.57","44.09","123.07","111.86","57.43"
"507","1992","11","Tamil Nadu","Periyar(Erode)","11.79","5.29","3.3","27.86","74.45","28.92","37.32","50.93","64.45","120.56","111.99","23.95"
"507","1993","11","Tamil Nadu","Periyar(Erode)","4.82","3.97","11.27","35.51","75.61","31.4","33.84","40.2","40.57","124.66","111.53","93.3"
"507","1994","11","Tamil Nadu","Periyar(Erode)","22.21","14.05","11.76","81.42","138.35","43.43","38.0","40.01","43.27","121.63","99.13","43.63"
"507","1995","11","Tamil Nadu","Periyar(Erode)","32.22","6.69","16.4","56.98","84.91","30.97","46.47","87.26","55.58","111.48","46.49","0.97"
"507","1996","11","Tamil Nadu","Periyar(Erode)","6.11","4.7","9.69","56.77","57.65","38.85","33.71","64.39","56.28","109.84","18.28","54.38"
"507","1997","11","Tamil Nadu","Periyar(Erode)","7.21","0.16","17.54","51.26","49.36","42.23","29.64","57.12","69.72","120.52","109.34","95.01"
"507","1998","11","Tamil Nadu","Periyar(Erode)","28.56","15.57","7.08","40.14","118.53","14.22","66.14","101.95","81.52","126.22","101.8","105.52"
"507","1999","11","Tamil Nadu","Periyar(Erode)","30.78","19.8","9.77","69.72","115.7","23.86","33.33","34.93","47.97","115.6","100.11","55.91"
"507","2000","11","Tamil Nadu","Periyar(Erode)","18.6","22.24","3.93","65.94","75.21","19.87","33.82","104.67","110.74","122.88","97.1","71.0"
"507","2001","11","Tamil Nadu","Periyar(Erode)","35.09","10.36","3.38","123.14","42.39","14.15","50.98","44.13","69.83","123.94","75.78","30.89"
"507","2002","11","Tamil Nadu","Periyar(Erode)","8.27","4.39","5.1","14.31","102.93","33.98","18.62","33.16","38.71","119.71","100.05","47.02"
"507","2003","11","Tamil Nadu","Periyar(Erode)","11.93","15.16","9.4","85.11","34.76","24.75","48.87","62.58","34.78","120.81","91.1","22.48"
"507","2004","11","Tamil Nadu","Periyar(Erode)","20.05","8.42","6.38","53.07","144.88","36.8","66.05","39.36","114.57","116.64","84.49","26.87"
"507","2005","11","Tamil Nadu","Periyar(Erode)","28.38","10.04","8.51","73.78","77.19","21.97","54.61","51.75","68.85","115.98","104.13","71.28"
"507","2006","11","Tamil Nadu","Periyar(Erode)","18.28","5.66","59.43","33.27","85.22","32.19","30.85","41.25","93.75","124.42","92.95","26.05"
