"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"507","2007","11","Tamil Nadu","Periyar(Erode)","10.63","9.41","5.86","90.98","137.67","24.63","58.59","78.47","114.42","122.54","88.86","63.04"
"507","2008","11","Tamil Nadu","Periyar(Erode)","11.12","30.03","69.3","55.07","39.01","29.68","66.79","105.18","71.63","117.35","97.58","50.22"
"507","2009","11","Tamil Nadu","Periyar(Erode)","13.58","5.71","26.04","38.91","84.09","59.13","22.44","61.19","95.67","70.77","109.86","73.46"
"507","2010","11","Tamil Nadu","Periyar(Erode)","13.09","5.71","5.24","81.01","99.02","22.25","61.24","48.34","104.79","121.32","103.46","77.27"
"507","2011","11","Tamil Nadu","Periyar(Erode)","20.8","42.04","4.85","76.73","65.11","19.98","43.3","79.23","77.88","116.32","94.16","43.48"
"507","2012","11","Tamil Nadu","Periyar(Erode)","8.78","10.88","4.58","39.45","55.44","8.73","27.19","61.02","50.72","117.53","105.07","31.24"
"507","2013","11","Tamil Nadu","Periyar(Erode)","2.68","15.73","20.65","11.66","104.59","34.62","55.5","41.66","76.48","109.36","110.26","17.89"
"507","2014","11","Tamil Nadu","Periyar(Erode)","5.3","3.49","4.57","28.92","71.97","33.71","45.8","58.09","124.6","116.96","85.0","35.87"
"507","2015","11","Tamil Nadu","Periyar(Erode)","27.14","6.83","32.38","91.71","146.0","35.73","47.09","55.23","93.65","124.18","107.76","74.89"
"508","1990","11","Tamil Nadu","Pudukkottai","118.97","28.39","33.29","16.65","77.64","68.62","43.65","51.41","82.48","134.32","109.46","100.22"
"508","1991","11","Tamil Nadu","Pudukkottai","73.78","47.51","36.52","60.03","39.85","66.06","50.1","91.03","74.51","133.9","112.49","66.46"
"508","1992","11","Tamil Nadu","Pudukkottai","45.68","25.45","15.62","25.32","69.31","42.65","65.13","142.6","104.8","118.02","112.82","77.67"
"508","1993","11","Tamil Nadu","Pudukkottai","31.51","24.33","21.39","30.83","40.21","67.63","48.62","93.96","41.28","134.65","113.9","116.68"
"508","1994","11","Tamil Nadu","Pudukkottai","81.82","74.7","55.43","82.09","62.61","33.45","64.05","58.86","54.62","133.56","117.51","71.12"
"508","1995","11","Tamil Nadu","Pudukkottai","80.86","41.3","35.16","71.82","71.72","37.31","61.12","123.62","62.69","139.9","80.91","14.92"
"508","1996","11","Tamil Nadu","Pudukkottai","21.94","15.16","5.65","76.8","23.11","65.43","55.08","89.76","153.29","132.13","90.53","102.03"
"508","1997","11","Tamil Nadu","Pudukkottai","19.09","6.83","21.92","44.38","34.22","32.5","90.55","79.26","77.44","130.31","108.41","112.98"
"508","1998","11","Tamil Nadu","Pudukkottai","91.65","71.9","60.66","54.02","101.39","30.02","107.76","158.85","89.64","136.68","107.67","114.62"
"508","1999","11","Tamil Nadu","Pudukkottai","79.88","73.67","43.39","73.7","54.83","34.71","37.61","55.71","85.25","126.91","115.42","74.17"
"508","2000","11","Tamil Nadu","Pudukkottai","67.7","54.79","20.2","58.17","36.98","24.92","38.97","172.16","152.83","130.06","116.33","109.95"
"508","2001","11","Tamil Nadu","Pudukkottai","85.44","53.01","42.44","104.95","29.6","52.49","102.31","81.12","76.29","132.77","100.73","99.34"
"508","2002","11","Tamil Nadu","Pudukkottai","33.79","20.98","16.4","24.68","54.27","42.35","17.95","44.93","79.21","128.51","111.2","97.1"
"508","2003","11","Tamil Nadu","Pudukkottai","74.03","59.0","48.03","70.66","73.6","51.13","125.07","166.06","85.66","130.93","111.18","57.02"
"508","2004","11","Tamil Nadu","Pudukkottai","48.99","42.12","27.8","42.48","132.04","67.8","61.35","69.69","149.0","128.49","108.05","98.5"
"508","2005","11","Tamil Nadu","Pudukkottai","84.84","62.94","56.63","94.95","55.19","26.64","83.73","52.05","52.76","125.95","110.63","107.91"
"508","2006","11","Tamil Nadu","Pudukkottai","84.43","53.4","101.98","59.54","42.22","32.63","39.35","89.58","73.59","132.15","109.83","74.3"
"508","2007","11","Tamil Nadu","Pudukkottai","77.68","59.25","44.72","79.7","66.82","43.37","122.15","118.17","86.1","133.08","102.32","102.61"
"508","2008","11","Tamil Nadu","Pudukkottai","48.14","47.23","85.9","51.27","20.42","60.09","67.19","156.83","110.42","129.62","112.86","109.96"
"508","2009","11","Tamil Nadu","Pudukkottai","85.66","68.06","89.44","89.72","68.67","49.48","41.18","165.23","86.97","99.42","109.37","110.34"
"508","2010","11","Tamil Nadu","Pudukkottai","70.87","45.32","38.03","45.86","40.88","35.65","167.23","97.38","148.41","132.07","104.64","106.5"
"508","2011","11","Tamil Nadu","Pudukkottai","92.37","85.98","71.86","106.73","53.87","39.3","64.98","97.96","56.49","125.4","109.21","109.71"
"508","2012","11","Tamil Nadu","Pudukkottai","60.94","41.07","37.95","51.38","21.16","15.7","30.61","68.06","115.88","131.9","103.98","102.14"
"508","2013","11","Tamil Nadu","Pudukkottai","53.42","57.17","71.53","16.59","50.21","39.67","54.46","92.28","58.41","114.52","109.82","91.93"
"508","2014","11","Tamil Nadu","Pudukkottai","33.06","11.91","7.12","18.8","77.83","28.93","48.15","67.29","124.24","129.81","86.31","92.78"
"508","2015","11","Tamil Nadu","Pudukkottai","55.38","42.15","35.2","102.99","99.34","38.21","86.18","158.69","164.04","133.65","108.84","110.17"
"509","1990","11","Tamil Nadu","Dindigul Anna","111.75","20.8","28.91","14.5","88.77","44.59","33.46","40.68","60.27","125.11","105.69","79.1"
"509","1991","11","Tamil Nadu","Dindigul Anna","60.75","35.14","23.96","70.53","62.97","66.92","40.7","65.75","52.72","124.84","108.78","58.9"
"509","1992","11","Tamil Nadu","Dindigul Anna","34.72","17.01","11.12","34.54","79.85","43.19","47.72","78.03","77.04","121.05","108.27","70.3"
"509","1993","11","Tamil Nadu","Dindigul Anna","31.17","20.96","22.55","39.61","52.37","55.26","40.12","69.47","47.37","125.45","110.37","111.0"
"509","1994","11","Tamil Nadu","Dindigul Anna","78.39","56.96","31.13","98.21","81.49","39.12","43.0","49.2","49.14","121.67","110.28","71.74"
"509","1995","11","Tamil Nadu","Dindigul Anna","64.63","30.08","35.31","82.73","77.98","46.32","52.34","101.07","48.62","121.84","73.04","10.72"
"509","1996","11","Tamil Nadu","Dindigul Anna","25.23","15.94","13.05","85.86","40.51","51.65","37.68","57.98","87.73","104.11","41.32","70.62"
"509","1997","11","Tamil Nadu","Dindigul Anna","10.93","3.75","19.96","52.58","42.71","47.39","50.84","54.26","75.6","119.96","104.14","107.3"
"509","1998","11","Tamil Nadu","Dindigul Anna","85.48","55.85","26.45","56.06","93.9","27.55","68.1","110.84","81.26","127.97","102.42","110.83"
"509","1999","11","Tamil Nadu","Dindigul Anna","68.39","54.41","27.56","77.37","82.39","34.68","36.26","44.19","56.6","116.28","107.05","74.78"
"509","2000","11","Tamil Nadu","Dindigul Anna","69.89","59.31","21.72","68.7","66.4","27.7","35.15","123.46","127.48","121.55","101.47","91.52"
"509","2001","11","Tamil Nadu","Dindigul Anna","69.64","33.04","18.24","120.59","36.72","38.1","62.45","67.36","81.14","124.5","81.44","62.71"
"509","2002","11","Tamil Nadu","Dindigul Anna","21.68","15.85","17.97","29.35","70.89","41.14","18.25","38.73","51.75","117.39","105.62","80.55"
"509","2003","11","Tamil Nadu","Dindigul Anna","65.84","49.53","32.07","82.43","65.59","44.04","65.48","100.41","46.51","120.76","105.06","45.55"
"509","2004","11","Tamil Nadu","Dindigul Anna","36.36","24.73","19.3","51.69","135.26","56.93","50.09","52.87","129.72","117.92","92.0","67.13"
"509","2005","11","Tamil Nadu","Dindigul Anna","65.54","30.31","22.65","97.7","48.96","26.14","56.27","39.5","62.45","116.21","104.12","88.28"
"509","2006","11","Tamil Nadu","Dindigul Anna","61.87","28.73","81.96","46.22","48.92","31.76","33.56","59.04","97.09","123.05","104.58","68.12"
"509","2007","11","Tamil Nadu","Dindigul Anna","57.74","31.95","18.27","87.87","91.28","35.56","66.47","81.09","98.99","121.83","93.48","75.88"
"509","2008","11","Tamil Nadu","Dindigul Anna","36.86","41.22","90.44","67.49","29.7","48.62","53.01","122.68","80.14","117.49","107.65","93.93"
"509","2009","11","Tamil Nadu","Dindigul Anna","66.56","38.95","59.51","63.04","56.95","53.91","32.8","96.53","78.06","90.8","105.95","95.65"
"509","2010","11","Tamil Nadu","Dindigul Anna","63.5","27.32","18.46","64.18","59.94","30.45","86.51","61.04","129.16","122.08","99.21","96.03"
"509","2011","11","Tamil Nadu","Dindigul Anna","79.97","70.69","32.62","99.2","34.25","30.83","44.17","68.27","68.12","115.61","105.48","95.85"
"509","2012","11","Tamil Nadu","Dindigul Anna","38.56","26.38","22.11","59.05","25.5","15.27","28.21","58.71","75.07","120.27","98.65","68.69"
"509","2013","11","Tamil Nadu","Dindigul Anna","29.14","39.1","54.99","15.63","60.65","41.14","48.78","58.45","60.9","111.36","106.45","54.55"
"509","2014","11","Tamil Nadu","Dindigul Anna","27.74","11.26","12.0","35.71","80.72","29.93","40.7","57.98","116.16","117.09","84.41","79.96"
"509","2015","11","Tamil Nadu","Dindigul Anna","56.32","31.78","42.17","117.76","123.87","41.03","52.93","85.15","128.8","123.96","104.29","95.74"
"510","1990","11","Tamil Nadu","Virudhunagar Kamarajar","129.45","18.07","37.67","13.58","72.44","38.33","28.54","24.01","38.97","137.18","112.97","90.04"
"510","1991","11","Tamil Nadu","Virudhunagar Kamarajar","76.88","49.29","47.3","65.67","44.01","56.59","34.64","43.56","36.1","140.48","116.5","57.55"
"510","1992","11","Tamil Nadu","Virudhunagar Kamarajar","30.0","12.46","8.05","37.5","68.62","36.8","42.88","63.52","60.16","140.51","115.11","84.46"
"510","1993","11","Tamil Nadu","Virudhunagar Kamarajar","55.97","31.36","32.32","42.48","36.86","45.94","32.95","48.54","30.64","140.18","116.7","122.39"
"510","1994","11","Tamil Nadu","Virudhunagar Kamarajar","94.84","92.35","75.5","116.56","64.65","31.07","37.59","38.12","36.78","133.87","121.07","76.36"
"510","1995","11","Tamil Nadu","Virudhunagar Kamarajar","78.77","46.09","48.18","113.71","73.78","31.12","36.1","59.98","32.14","146.31","103.81","9.21"
"510","1996","11","Tamil Nadu","Virudhunagar Kamarajar","32.21","25.2","12.92","122.87","23.15","40.38","31.32","41.39","94.59","138.61","73.54","71.25"
"510","1997","11","Tamil Nadu","Virudhunagar Kamarajar","6.58","1.99","28.23","51.09","33.44","30.62","45.62","34.49","67.64","129.81","106.84","112.6"
"510","1998","11","Tamil Nadu","Virudhunagar Kamarajar","93.31","71.08","50.34","68.37","89.38","24.51","49.78","91.2","66.54","145.72","106.19","114.44"
"510","1999","11","Tamil Nadu","Virudhunagar Kamarajar","82.28","90.39","56.96","97.47","63.53","27.02","26.33","29.23","40.74","131.67","117.88","73.17"
"510","2000","11","Tamil Nadu","Virudhunagar Kamarajar","81.21","91.19","36.26","81.61","38.97","20.76","20.35","126.38","130.66","117.4","118.83","100.71"
"510","2001","11","Tamil Nadu","Virudhunagar Kamarajar","62.07","23.48","6.75","136.59","28.36","31.37","50.07","55.23","76.52","138.87","105.98","66.52"
"510","2002","11","Tamil Nadu","Virudhunagar Kamarajar","11.1","18.85","33.35","43.54","53.75","26.19","9.05","24.33","36.43","127.28","108.79","88.07"
"510","2003","11","Tamil Nadu","Virudhunagar Kamarajar","81.66","86.67","74.92","94.29","62.65","36.8","52.07","91.86","28.53","135.25","118.39","60.03"
"510","2004","11","Tamil Nadu","Virudhunagar Kamarajar","46.66","40.29","36.31","57.08","122.72","44.82","33.84","39.2","150.46","133.8","112.36","72.26"
"510","2005","11","Tamil Nadu","Virudhunagar Kamarajar","56.35","26.23","29.24","132.78","37.63","19.58","43.81","19.3","43.64","130.75","109.28","100.86"
"510","2006","11","Tamil Nadu","Virudhunagar Kamarajar","84.76","50.76","133.68","66.01","41.65","21.57","24.45","45.84","80.35","134.63","109.98","79.58"
"510","2007","11","Tamil Nadu","Virudhunagar Kamarajar","79.56","55.67","38.64","113.08","66.91","31.26","57.7","56.83","68.58","134.81","111.31","75.54"
"510","2008","11","Tamil Nadu","Virudhunagar Kamarajar","40.43","51.83","139.53","90.81","30.48","38.03","38.51","137.94","54.5","130.01","113.87","111.72"
"510","2009","11","Tamil Nadu","Virudhunagar Kamarajar","78.01","55.66","112.6","91.44","47.06","32.59","28.74","87.34","47.95","99.69","111.46","98.64"
"510","2010","11","Tamil Nadu","Virudhunagar Kamarajar","97.63","50.74","25.09","66.12","43.4","23.12","77.89","40.03","140.65","138.23","104.35","108.41"
"510","2011","11","Tamil Nadu","Virudhunagar Kamarajar","93.58","92.64","74.53","124.63","37.98","30.98","32.67","40.35","43.17","126.28","112.27","114.99"
"510","2012","11","Tamil Nadu","Virudhunagar Kamarajar","67.59","52.45","45.69","87.11","19.1","12.76","20.39","40.31","59.05","131.92","111.18","80.45"
"510","2013","11","Tamil Nadu","Virudhunagar Kamarajar","37.9","65.99","113.33","18.59","37.82","29.97","33.47","43.14","40.56","117.71","116.35","71.12"
"510","2014","11","Tamil Nadu","Virudhunagar Kamarajar","45.56","15.73","24.26","48.67","66.54","14.24","23.64","37.37","80.4","127.25","90.01","90.83"
"510","2015","11","Tamil Nadu","Virudhunagar Kamarajar","54.55","42.28","54.1","146.46","107.03","37.99","40.02","68.43","139.31","135.41","109.53","117.13"
"512","1990","11","Tamil Nadu","Sivagangai Pasumpon","129.13","21.11","26.17","14.15","78.36","76.8","37.25","46.64","73.75","135.59","111.31","98.03"
"512","1991","11","Tamil Nadu","Sivagangai Pasumpon","74.28","50.22","40.09","58.19","42.67","73.07","47.48","84.43","71.16","135.57","114.45","61.48"
"512","1992","11","Tamil Nadu","Sivagangai Pasumpon","38.62","18.69","11.86","28.45","76.62","48.72","62.74","149.29","103.64","131.53","114.42","75.98"
"512","1993","11","Tamil Nadu","Sivagangai Pasumpon","35.38","24.06","21.16","32.34","35.99","76.42","44.53","99.95","41.58","136.47","115.61","119.25"
"512","1994","11","Tamil Nadu","Sivagangai Pasumpon","85.82","79.62","68.46","95.06","62.3","37.65","54.76","58.49","52.42","134.08","119.97","69.12"
"512","1995","11","Tamil Nadu","Sivagangai Pasumpon","78.91","46.02","34.26","85.67","76.84","40.92","53.57","116.68","54.19","143.3","83.08","15.74"
"512","1996","11","Tamil Nadu","Sivagangai Pasumpon","25.26","17.67","7.74","95.47","24.2","71.9","51.93","84.69","161.27","133.89","91.26","93.08"
"512","1997","11","Tamil Nadu","Sivagangai Pasumpon","14.76","6.2","21.12","45.25","36.91","37.82","87.33","70.86","79.36","130.68","108.47","114.28"
"512","1998","11","Tamil Nadu","Sivagangai Pasumpon","91.4","71.1","65.46","57.17","107.51","31.05","92.63","157.18","90.63","139.53","107.27","115.84"
"512","1999","11","Tamil Nadu","Sivagangai Pasumpon","78.2","76.39","43.1","77.29","53.59","33.21","33.82","51.36","76.99","127.43","117.51","69.03"
"512","2000","11","Tamil Nadu","Sivagangai Pasumpon","71.99","61.79","21.49","62.07","37.57","24.78","30.45","174.31","154.83","127.14","118.34","113.82"
"512","2001","11","Tamil Nadu","Sivagangai Pasumpon","86.48","53.91","43.97","115.58","32.6","58.39","91.25","93.64","81.17","135.06","103.11","90.44"
"512","2002","11","Tamil Nadu","Sivagangai Pasumpon","22.46","18.28","18.23","30.95","55.09","44.99","13.9","42.8","75.87","127.78","110.88","93.8"
"512","2003","11","Tamil Nadu","Sivagangai Pasumpon","77.17","65.16","55.75","83.97","80.05","57.48","109.67","171.75","81.16","132.53","113.23","58.36"
"512","2004","11","Tamil Nadu","Sivagangai Pasumpon","53.69","47.4","28.01","43.91","138.36","77.08","49.45","72.28","150.66","129.86","110.55","97.43"
"512","2005","11","Tamil Nadu","Sivagangai Pasumpon","87.61","66.17","64.16","107.9","55.06","29.82","75.66","43.49","51.78","126.38","111.36","106.77"
"512","2006","11","Tamil Nadu","Sivagangai Pasumpon","80.74","47.22","104.59","56.81","34.81","27.38","31.74","90.05","80.93","133.59","110.71","76.13"
"512","2007","11","Tamil Nadu","Sivagangai Pasumpon","82.7","62.01","54.63","91.35","72.43","45.9","106.36","113.16","84.12","133.82","106.74","92.76"
"512","2008","11","Tamil Nadu","Sivagangai Pasumpon","46.85","46.72","94.33","57.61","20.07","64.92","55.67","156.84","108.45","130.47","114.48","113.33"
"512","2009","11","Tamil Nadu","Sivagangai Pasumpon","88.36","70.98","99.38","104.07","74.73","52.45","40.97","167.48","80.86","109.27","110.75","109.61"
"512","2010","11","Tamil Nadu","Sivagangai Pasumpon","75.42","46.32","31.43","44.26","39.66","33.65","155.03","88.76","149.9","133.69","104.96","108.64"
"512","2011","11","Tamil Nadu","Sivagangai Pasumpon","95.5","85.65","79.54","115.19","58.56","41.73","55.23","87.32","53.12","125.7","110.77","113.0"
"512","2012","11","Tamil Nadu","Sivagangai Pasumpon","60.57","43.28","38.22","60.88","18.73","15.44","25.76","65.02","112.0","132.82","101.42","92.98"
"512","2013","11","Tamil Nadu","Sivagangai Pasumpon","56.74","58.16","77.28","17.05","45.7","39.24","45.82","90.5","51.79","119.41","111.03","90.44"
"512","2014","11","Tamil Nadu","Sivagangai Pasumpon","33.19","9.62","8.34","25.48","83.44","23.37","37.45","62.47","124.74","128.9","83.33","89.43"
"512","2015","11","Tamil Nadu","Sivagangai Pasumpon","53.49","46.09","37.1","121.93","108.74","43.54","75.12","158.66","162.78","134.94","109.9","114.7"
"513","1990","11","Tamil Nadu","Chidambanar Toothukudi","64.54","14.66","22.22","10.13","58.08","17.45","13.27","6.74","14.36","138.89","113.03","104.02"
"513","1991","11","Tamil Nadu","Chidambanar Toothukudi","53.78","32.68","31.81","40.06","32.1","26.34","14.59","13.38","13.86","143.68","116.77","68.28"
"513","1992","11","Tamil Nadu","Chidambanar Toothukudi","17.04","6.37","4.0","24.08","53.48","17.37","20.02","19.18","25.76","134.33","114.86","99.92"
"513","1993","11","Tamil Nadu","Chidambanar Toothukudi","30.08","20.27","18.13","27.83","28.47","20.09","13.73","13.16","11.67","143.6","115.39","124.0"
"513","1994","11","Tamil Nadu","Chidambanar Toothukudi","80.27","84.32","23.66","68.19","40.09","10.71","15.67","12.23","16.13","136.35","120.42","89.69"
"513","1995","11","Tamil Nadu","Chidambanar Toothukudi","39.52","33.55","21.03","84.71","61.32","11.95","12.92","15.03","14.06","130.89","111.82","24.72"
"513","1996","11","Tamil Nadu","Chidambanar Toothukudi","22.32","35.98","7.38","93.18","15.1","19.73","13.95","13.82","43.68","139.65","106.39","83.06"
"513","1997","11","Tamil Nadu","Chidambanar Toothukudi","4.2","4.49","18.03","34.3","27.98","12.61","19.39","10.88","33.53","131.38","105.73","116.79"
"513","1998","11","Tamil Nadu","Chidambanar Toothukudi","74.97","24.03","12.58","35.18","68.71","10.11","17.79","25.81","30.75","141.21","107.47","115.26"
"513","1999","11","Tamil Nadu","Chidambanar Toothukudi","80.43","95.33","24.4","65.76","43.76","11.48","9.68","8.89","17.13","139.63","117.92","88.54"
"513","2000","11","Tamil Nadu","Chidambanar Toothukudi","42.74","103.15","19.5","55.94","19.1","8.97","6.67","39.92","57.09","92.27","121.54","110.54"
"513","2001","11","Tamil Nadu","Chidambanar Toothukudi","32.12","29.86","5.01","103.34","21.59","14.4","19.83","17.28","37.1","128.91","109.63","82.48"
"513","2002","11","Tamil Nadu","Chidambanar Toothukudi","8.97","25.85","26.37","39.53","43.09","11.06","3.56","7.72","14.69","131.26","108.21","96.24"
"513","2003","11","Tamil Nadu","Chidambanar Toothukudi","45.83","84.52","40.2","54.2","43.59","15.86","20.01","26.82","11.4","140.59","117.35","70.21"
"513","2004","11","Tamil Nadu","Chidambanar Toothukudi","20.05","34.5","23.44","39.15","94.22","19.47","13.23","12.52","85.44","139.49","116.08","76.55"
"513","2005","11","Tamil Nadu","Chidambanar Toothukudi","21.75","12.67","16.31","103.68","25.12","7.58","17.14","4.93","18.25","129.88","109.5","108.66"
"513","2006","11","Tamil Nadu","Chidambanar Toothukudi","85.44","32.38","90.94","39.44","27.58","7.85","9.1","14.46","35.8","137.2","109.49","77.78"
"513","2007","11","Tamil Nadu","Chidambanar Toothukudi","32.59","20.74","9.35","79.36","40.22","12.52","23.1","17.04","27.62","139.82","112.82","91.22"
"513","2008","11","Tamil Nadu","Chidambanar Toothukudi","24.99","49.11","92.98","63.59","17.26","14.34","14.85","49.82","18.46","135.66","113.79","118.12"
"513","2009","11","Tamil Nadu","Chidambanar Toothukudi","73.28","22.4","71.41","57.21","28.18","10.51","11.42","25.57","19.25","83.37","111.57","106.46"
"513","2010","11","Tamil Nadu","Chidambanar Toothukudi","82.11","23.17","9.45","39.92","31.1","10.09","31.37","11.49","69.0","145.09","105.77","111.73"
"513","2011","11","Tamil Nadu","Chidambanar Toothukudi","81.97","87.59","18.33","85.66","12.11","10.38","10.99","10.87","16.06","104.72","113.37","117.86"
"513","2012","11","Tamil Nadu","Chidambanar Toothukudi","74.37","33.17","28.55","64.56","11.81","5.66","8.09","13.18","24.81","134.43","113.65","98.53"
"513","2013","11","Tamil Nadu","Chidambanar Toothukudi","25.01","79.0","75.79","14.04","26.26","13.46","13.26","13.24","17.73","97.26","116.39","96.85"
"513","2014","11","Tamil Nadu","Chidambanar Toothukudi","39.94","22.12","20.82","40.23","50.27","6.31","8.88","12.56","31.34","130.87","105.31","109.33"
"513","2015","11","Tamil Nadu","Chidambanar Toothukudi","43.34","38.29","28.62","121.99","77.01","14.84","14.06","19.41","64.76","138.94","109.91","120.76"
"521","1990","11","Tamil Nadu","Thiruvannamalai","71.53","51.89","47.63","18.63","120.14","40.07","57.89","97.87","145.58","128.24","100.72","67.29"
"521","1991","11","Tamil Nadu","Thiruvannamalai","56.05","40.23","19.1","39.38","49.09","113.38","67.81","141.9","111.61","126.21","103.8","67.88"
"521","1992","11","Tamil Nadu","Thiruvannamalai","70.84","57.05","33.29","21.56","61.06","48.83","66.35","125.11","98.54","122.04","105.54","59.25"
"521","1993","11","Tamil Nadu","Thiruvannamalai","24.92","16.27","15.77","19.22","129.45","72.67","72.01","125.58","74.43","125.0","108.24","107.21"
"521","1994","11","Tamil Nadu","Thiruvannamalai","59.37","60.87","30.47","36.89","106.78","44.76","84.8","115.71","66.32","126.6","107.57","78.73"
"521","1995","11","Tamil Nadu","Thiruvannamalai","86.86","44.15","39.17","34.17","94.65","51.04","107.01","156.82","149.3","128.4","92.67","49.92"
"521","1996","11","Tamil Nadu","Thiruvannamalai","40.53","24.03","13.86","50.35","33.6","63.87","55.6","137.17","93.24","124.73","88.63","103.15"
"521","1997","11","Tamil Nadu","Thiruvannamalai","45.2","22.7","26.38","45.6","33.77","67.39","49.29","129.37","112.87","124.73","102.78","103.37"
"521","1998","11","Tamil Nadu","Thiruvannamalai","77.67","73.63","52.47","40.58","96.94","34.34","129.75","142.15","116.16","125.04","102.93","106.66"
"521","1999","11","Tamil Nadu","Thiruvannamalai","74.05","70.05","42.53","56.83","73.63","75.92","60.63","130.53","114.81","120.95","106.28","67.37"
"521","2000","11","Tamil Nadu","Thiruvannamalai","45.96","36.67","13.28","41.47","57.55","66.28","93.22","160.1","140.78","122.92","108.54","77.1"
"521","2001","11","Tamil Nadu","Thiruvannamalai","64.06","49.5","26.98","75.1","40.89","45.53","121.32","81.5","137.65","122.42","98.41","94.78"
"521","2002","11","Tamil Nadu","Thiruvannamalai","72.94","49.55","28.47","16.79","98.69","56.67","46.68","117.91","100.19","124.47","106.11","67.96"
"521","2003","11","Tamil Nadu","Thiruvannamalai","56.42","40.87","36.78","33.84","35.0","57.23","134.06","154.59","93.19","123.43","83.96","48.34"
"521","2004","11","Tamil Nadu","Thiruvannamalai","48.54","17.07","14.68","38.96","151.8","71.53","116.3","70.29","140.05","124.26","99.55","71.5"
"521","2005","11","Tamil Nadu","Thiruvannamalai","65.88","56.9","34.18","57.66","109.96","37.95","109.06","125.41","122.08","119.11","101.71","100.77"
"521","2006","11","Tamil Nadu","Thiruvannamalai","74.94","65.96","101.17","58.63","73.1","86.9","86.16","112.24","98.02","124.9","103.13","63.8"
"521","2007","11","Tamil Nadu","Thiruvannamalai","58.69","61.62","32.51","54.94","54.43","76.36","149.23","144.65","144.6","124.92","85.81","98.94"
"521","2008","11","Tamil Nadu","Thiruvannamalai","72.17","68.83","89.18","51.86","38.6","72.12","117.36","146.52","118.5","122.01","106.98","69.51"
"521","2009","11","Tamil Nadu","Thiruvannamalai","70.62","56.42","50.95","31.6","102.96","67.41","47.1","151.53","148.41","61.78","102.39","98.12"
"521","2010","11","Tamil Nadu","Thiruvannamalai","59.65","45.5","30.94","36.51","77.09","95.45","131.05","140.57","140.4","122.78","99.29","91.03"
"521","2011","11","Tamil Nadu","Thiruvannamalai","69.39","89.19","52.98","81.86","77.03","67.12","119.41","153.92","132.54","120.85","103.4","88.62"
"521","2012","11","Tamil Nadu","Thiruvannamalai","69.39","61.99","48.32","28.86","43.01","34.47","73.15","159.51","133.81","128.06","106.11","92.45"
"521","2013","11","Tamil Nadu","Thiruvannamalai","42.28","50.24","49.78","13.44","113.69","125.95","122.86","139.17","141.68","125.29","104.07","60.28"
"521","2014","11","Tamil Nadu","Thiruvannamalai","37.99","24.56","12.09","11.31","65.66","134.45","65.12","148.45","118.06","127.78","91.8","81.24"
"521","2015","11","Tamil Nadu","Thiruvannamalai","70.43","51.67","39.23","66.04","104.38","55.4","111.31","150.52","127.74","114.3","102.04","68.95"
"542","1990","11","Tamil Nadu","Nagapattinam","119.56","85.74","102.79","79.17","110.09","81.91","51.11","65.07","86.5","133.91","108.47","111.12"
"542","1991","11","Tamil Nadu","Nagapattinam","103.65","82.8","91.45","90.56","72.71","73.85","47.37","95.89","65.31","134.56","109.06","90.71"
"542","1992","11","Tamil Nadu","Nagapattinam","83.95","68.55","72.72","63.72","83.59","43.59","54.31","127.08","84.99","128.0","109.16","110.92"
"542","1993","11","Tamil Nadu","Nagapattinam","77.85","74.78","81.9","70.72","84.7","67.26","44.72","93.2","35.18","131.35","110.39","110.31"
"542","1994","11","Tamil Nadu","Nagapattinam","89.46","91.23","88.98","89.55","91.1","39.17","55.38","64.1","49.66","132.32","111.69","112.23"
"542","1995","11","Tamil Nadu","Nagapattinam","125.53","87.93","99.1","100.67","105.81","61.58","63.59","133.38","72.84","137.62","111.08","60.57"
"542","1996","11","Tamil Nadu","Nagapattinam","58.96","40.52","18.87","77.53","26.12","60.13","39.37","89.89","115.57","131.5","107.91","107.69"
"542","1997","11","Tamil Nadu","Nagapattinam","84.99","71.92","89.6","84.51","71.2","48.03","72.55","91.62","64.31","127.29","104.59","107.74"
"542","1998","11","Tamil Nadu","Nagapattinam","98.22","81.57","87.37","74.13","105.69","34.51","81.15","142.9","64.58","136.14","107.01","110.21"
"542","1999","11","Tamil Nadu","Nagapattinam","102.43","94.28","87.68","100.68","78.75","53.38","34.97","70.25","83.27","127.29","112.52","111.94"
"542","2000","11","Tamil Nadu","Nagapattinam","101.64","86.37","83.76","92.69","72.14","47.3","43.92","168.98","152.15","132.27","114.42","109.51"
"542","2001","11","Tamil Nadu","Nagapattinam","102.85","76.0","85.77","113.49","73.65","67.36","86.11","64.34","65.19","128.93","105.38","109.33"
"542","2002","11","Tamil Nadu","Nagapattinam","98.37","83.76","86.14","73.54","91.39","51.71","28.1","60.7","69.43","129.97","110.01","113.73"
