"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"508","2000","11","Tamil Nadu","Pudukkottai","65.9","78.08","149.16","115.6","153.34","163.31","147.76","0.39","0.0","4.16","0.8"
"508","2001","11","Tamil Nadu","Pudukkottai","43.09","75.54","129.48","54.08","175.46","143.28","82.65","103.09","84.09","0.0","6.79"
"508","2002","11","Tamil Nadu","Pudukkottai","94.8","116.45","152.64","143.54","150.65","139.49","172.44","137.89","86.87","0.0","0.0"
"508","2003","11","Tamil Nadu","Pudukkottai","64.53","81.88","125.24","102.49","125.51","140.58","50.07","1.37","81.18","0.0","0.0"
"508","2004","11","Tamil Nadu","Pudukkottai","84.34","74.88","146.61","136.0","41.56","112.71","107.97","103.28","0.0","0.0","2.88"
"508","2005","11","Tamil Nadu","Pudukkottai","48.75","74.88","117.38","59.15","126.56","161.75","97.91","114.2","103.73","0.0","0.0"
"508","2006","11","Tamil Nadu","Pudukkottai","42.6","81.16","58.34","109.43","142.1","137.57","140.37","83.29","82.81","0.0","0.0"
"508","2007","11","Tamil Nadu","Pudukkottai","55.04","73.12","122.2","84.42","116.39","120.26","43.66","40.6","74.14","0.0","8.0"
"508","2008","11","Tamil Nadu","Pudukkottai","76.62","81.85","71.21","108.56","166.49","114.46","100.27","0.0","48.53","0.0","0.0"
"508","2009","11","Tamil Nadu","Pudukkottai","42.49","63.02","74.43","86.47","123.27","140.94","142.47","1.58","76.54","41.64","0.0"
"508","2010","11","Tamil Nadu","Pudukkottai","58.4","88.92","133.35","128.75","137.97","134.49","8.69","65.4","0.0","0.0","0.0"
"508","2011","11","Tamil Nadu","Pudukkottai","37.82","47.3","98.02","54.42","136.49","154.22","122.12","73.25","112.02","0.0","0.0"
"508","2012","11","Tamil Nadu","Pudukkottai","63.65","96.29","134.13","120.69","167.84","174.69","151.23","109.94","53.91","0.0","8.73"
"508","2013","11","Tamil Nadu","Pudukkottai","83.13","81.02","98.94","162.59","155.39","161.63","146.11","76.81","105.03","27.6","3.96"
"508","2014","11","Tamil Nadu","Pudukkottai","127.17","122.39","170.79","158.89","103.61","160.24","147.97","103.53","36.67","0.0","24.47"
"508","2015","11","Tamil Nadu","Pudukkottai","73.73","99.04","140.55","63.37","72.56","138.9","103.21","12.03","0.0","0.0","0.0"
"509","1990","11","Tamil Nadu","Dindigul Anna","16.09","118.73","144.54","153.71","82.79","117.25","126.21","116.45","91.47","0.0","1.8"
"509","1991","11","Tamil Nadu","Dindigul Anna","72.85","106.63","150.59","93.41","93.52","87.83","123.31","94.35","96.87","0.0","0.13"
"509","1992","11","Tamil Nadu","Dindigul Anna","102.71","117.27","163.26","129.09","84.33","118.97","111.47","82.69","71.78","4.7","0.0"
"509","1993","11","Tamil Nadu","Dindigul Anna","103.57","118.02","155.57","125.95","120.12","108.87","127.32","93.68","107.54","0.0","0.0"
"509","1994","11","Tamil Nadu","Dindigul Anna","58.28","85.77","156.74","64.38","94.67","125.28","112.32","108.36","101.0","0.0","2.36"
"509","1995","11","Tamil Nadu","Dindigul Anna","74.0","112.17","145.65","79.85","89.92","117.88","105.79","53.6","106.55","9.31","35.23"
"509","1996","11","Tamil Nadu","Dindigul Anna","118.24","136.3","174.22","76.61","143.49","101.49","118.03","97.02","60.25","20.82","64.86"
"509","1997","11","Tamil Nadu","Dindigul Anna","118.26","122.71","152.36","101.51","117.76","103.62","112.02","106.72","71.65","0.0","0.0"
"509","1998","11","Tamil Nadu","Dindigul Anna","48.41","86.39","155.01","112.87","71.34","138.15","80.6","33.08","68.21","0.46","0.0"
"509","1999","11","Tamil Nadu","Dindigul Anna","60.22","87.62","142.23","106.19","89.96","124.95","122.89","109.99","95.25","0.0","3.58"
"509","2000","11","Tamil Nadu","Dindigul Anna","62.92","71.45","144.74","98.31","106.05","131.53","122.02","24.29","10.58","3.45","11.6"
"509","2001","11","Tamil Nadu","Dindigul Anna","59.5","93.9","149.38","26.84","140.13","121.36","93.3","90.82","61.89","0.0","20.98"
"509","2002","11","Tamil Nadu","Dindigul Anna","107.61","125.52","151.05","131.79","109.16","115.97","143.62","115.56","95.97","0.0","0.3"
"509","2003","11","Tamil Nadu","Dindigul Anna","69.6","90.45","140.59","79.21","107.72","113.23","89.53","52.95","106.98","0.0","6.06"
"509","2004","11","Tamil Nadu","Dindigul Anna","95.54","105.05","154.44","110.91","19.9","96.23","103.22","99.19","5.04","0.0","12.94"
"509","2005","11","Tamil Nadu","Dindigul Anna","62.27","105.05","145.05","49.63","110.51","131.02","96.12","108.09","83.96","0.0","0.0"
"509","2006","11","Tamil Nadu","Dindigul Anna","64.28","102.68","77.97","111.82","110.14","109.29","121.14","86.88","39.09","0.0","0.31"
"509","2007","11","Tamil Nadu","Dindigul Anna","71.0","99.28","149.96","66.61","68.21","108.07","77.26","62.26","48.68","0.0","11.52"
"509","2008","11","Tamil Nadu","Dindigul Anna","83.72","87.53","68.98","87.81","135.02","99.44","92.24","15.81","62.64","0.0","0.79"
"509","2009","11","Tamil Nadu","Dindigul Anna","60.48","91.99","101.58","101.03","114.53","106.35","117.78","52.31","68.85","36.9","0.0"
"509","2010","11","Tamil Nadu","Dindigul Anna","65.38","104.65","153.39","98.46","96.16","111.07","56.59","87.1","9.74","0.0","0.0"
"509","2011","11","Tamil Nadu","Dindigul Anna","45.31","56.46","132.76","53.13","134.18","131.62","114.27","83.9","84.44","0.0","0.08"
"509","2012","11","Tamil Nadu","Dindigul Anna","83.55","109.67","151.42","100.18","144.76","142.45","126.99","91.64","76.24","0.25","10.56"
"509","2013","11","Tamil Nadu","Dindigul Anna","103.96","98.5","116.19","148.08","111.12","114.97","112.05","90.3","84.89","18.4","3.5"
"509","2014","11","Tamil Nadu","Dindigul Anna","122.93","123.53","170.47","130.36","76.52","133.86","123.25","90.19","31.11","0.0","22.09"
"509","2015","11","Tamil Nadu","Dindigul Anna","69.18","107.5","131.57","32.04","21.34","101.71","107.39","63.53","13.12","0.0","0.0"
"510","1990","11","Tamil Nadu","Virudhunagar Kamarajar","3.55","122.93","129.83","161.28","112.12","149.11","170.35","163.46","134.43","0.0","0.0"
"510","1991","11","Tamil Nadu","Virudhunagar Kamarajar","60.8","93.02","120.0","101.53","119.59","124.49","167.41","149.85","134.7","0.0","0.0"
"510","1992","11","Tamil Nadu","Virudhunagar Kamarajar","115.79","116.53","156.8","127.19","106.27","155.41","155.52","130.77","110.8","1.17","0.0"
"510","1993","11","Tamil Nadu","Virudhunagar Kamarajar","84.47","107.51","141.51","121.55","150.17","146.3","176.11","149.91","149.54","0.0","0.0"
"510","1994","11","Tamil Nadu","Virudhunagar Kamarajar","47.79","50.33","108.66","47.96","128.45","156.65","153.68","150.02","133.09","0.0","0.0"
"510","1995","11","Tamil Nadu","Virudhunagar Kamarajar","66.19","96.9","129.53","49.39","108.42","159.02","159.69","128.81","148.29","2.47","8.29"
"510","1996","11","Tamil Nadu","Virudhunagar Kamarajar","116.37","129.02","170.0","41.7","177.23","134.59","162.97","145.34","79.67","0.65","38.21"
"510","1997","11","Tamil Nadu","Virudhunagar Kamarajar","125.86","123.11","142.71","104.11","135.18","142.98","158.53","158.74","103.74","0.0","0.0"
"510","1998","11","Tamil Nadu","Virudhunagar Kamarajar","46.12","70.07","125.55","105.72","82.98","167.13","135.83","84.03","109.01","0.76","0.0"
"510","1999","11","Tamil Nadu","Virudhunagar Kamarajar","51.44","53.88","107.22","96.3","128.21","157.73","172.97","158.8","134.13","0.0","0.0"
"510","2000","11","Tamil Nadu","Virudhunagar Kamarajar","59.12","35.94","125.69","95.19","149.64","165.43","175.7","54.22","26.66","24.85","2.62"
"510","2001","11","Tamil Nadu","Virudhunagar Kamarajar","72.16","99.64","160.35","12.89","162.27","152.6","142.6","135.85","88.58","0.0","2.1"
"510","2002","11","Tamil Nadu","Virudhunagar Kamarajar","122.47","126.03","134.44","117.63","140.3","154.93","192.67","158.24","129.74","0.0","0.0"
"510","2003","11","Tamil Nadu","Virudhunagar Kamarajar","59.55","52.77","92.9","69.12","121.76","146.1","141.28","95.25","146.28","0.0","0.0"
"510","2004","11","Tamil Nadu","Virudhunagar Kamarajar","91.2","111.37","134.35","109.58","48.02","135.07","162.01","145.48","2.03","0.0","2.46"
"510","2005","11","Tamil Nadu","Virudhunagar Kamarajar","75.7","111.37","135.73","16.85","134.89","164.51","149.21","157.21","127.44","0.0","0.0"
"510","2006","11","Tamil Nadu","Virudhunagar Kamarajar","45.93","83.83","20.27","94.69","127.19","137.68","165.3","123.6","71.89","0.0","0.0"
"510","2007","11","Tamil Nadu","Virudhunagar Kamarajar","55.53","76.21","124.3","43.59","101.9","132.41","120.38","117.67","100.78","0.0","0.15"
"510","2008","11","Tamil Nadu","Virudhunagar Kamarajar","85.65","75.63","20.51","68.41","150.45","132.61","145.12","27.76","109.78","0.0","0.0"
"510","2009","11","Tamil Nadu","Virudhunagar Kamarajar","55.65","75.51","42.1","80.86","141.21","154.6","160.23","92.1","123.58","41.47","0.0"
"510","2010","11","Tamil Nadu","Virudhunagar Kamarajar","36.6","83.96","147.18","101.17","124.01","141.5","97.74","138.75","14.26","0.0","0.0"
"510","2011","11","Tamil Nadu","Virudhunagar Kamarajar","37.16","35.94","90.15","30.85","143.15","157.65","162.94","142.27","131.72","1.47","0.0"
"510","2012","11","Tamil Nadu","Virudhunagar Kamarajar","59.0","87.69","121.92","77.51","168.47","168.81","174.25","140.86","113.62","0.0","2.56"
"510","2013","11","Tamil Nadu","Virudhunagar Kamarajar","100.25","72.81","54.04","149.89","147.33","151.17","168.16","134.36","125.99","28.2","0.05"
"510","2014","11","Tamil Nadu","Virudhunagar Kamarajar","110.81","120.67","160.23","120.73","97.4","175.49","184.58","142.38","86.13","0.0","22.82"
"510","2015","11","Tamil Nadu","Virudhunagar Kamarajar","76.13","100.26","118.79","5.7","44.72","127.75","161.84","110.44","17.77","0.0","0.0"
"512","1990","11","Tamil Nadu","Sivagangai Pasumpon","2.94","119.52","147.76","163.07","111.25","113.45","151.78","127.41","90.46","0.0","0.09"
"512","1991","11","Tamil Nadu","Sivagangai Pasumpon","61.35","88.64","127.95","113.03","135.65","112.7","148.3","96.48","91.78","0.0","0.0"
"512","1992","11","Tamil Nadu","Sivagangai Pasumpon","102.39","114.28","153.93","144.02","108.22","141.04","123.64","30.53","58.57","5.77","0.0"
"512","1993","11","Tamil Nadu","Sivagangai Pasumpon","103.09","116.18","154.86","139.89","160.71","115.66","155.01","84.88","128.25","0.0","0.0"
"512","1994","11","Tamil Nadu","Sivagangai Pasumpon","55.08","62.79","115.59","71.87","135.46","155.56","133.45","122.83","114.03","0.0","0.0"
"512","1995","11","Tamil Nadu","Sivagangai Pasumpon","64.99","96.78","144.44","82.77","110.42","156.43","134.66","63.41","118.31","0.0","31.01"
"512","1996","11","Tamil Nadu","Sivagangai Pasumpon","121.38","135.61","177.42","70.52","183.48","108.89","135.55","90.81","0.49","0.0","20.68"
"512","1997","11","Tamil Nadu","Sivagangai Pasumpon","119.74","124.19","154.08","113.8","139.97","150.05","108.12","113.34","88.51","0.0","0.0"
"512","1998","11","Tamil Nadu","Sivagangai Pasumpon","48.45","73.77","116.0","124.13","75.69","169.18","82.87","8.35","74.4","0.29","0.0"
"512","1999","11","Tamil Nadu","Sivagangai Pasumpon","59.15","68.77","125.15","106.03","139.05","157.54","158.21","128.72","94.39","0.0","0.08"
"512","2000","11","Tamil Nadu","Sivagangai Pasumpon","66.43","68.32","145.79","110.56","151.02","162.83","159.5","0.27","0.0","9.87","1.13"
"512","2001","11","Tamil Nadu","Sivagangai Pasumpon","45.52","72.75","126.67","38.99","169.24","134.47","95.76","92.24","82.32","0.0","5.21"
"512","2002","11","Tamil Nadu","Sivagangai Pasumpon","110.64","119.65","150.22","134.14","148.34","137.06","180.52","139.18","91.7","0.0","0.0"
"512","2003","11","Tamil Nadu","Sivagangai Pasumpon","65.86","75.46","115.55","85.3","114.67","133.47","71.01","0.98","89.28","0.0","0.0"
"512","2004","11","Tamil Nadu","Sivagangai Pasumpon","85.1","72.11","146.94","130.81","33.25","102.67","126.61","102.45","0.0","0.0","1.96"
"512","2005","11","Tamil Nadu","Sivagangai Pasumpon","49.37","72.11","107.44","40.85","124.09","157.73","109.43","122.83","107.71","0.0","0.0"
"512","2006","11","Tamil Nadu","Sivagangai Pasumpon","50.17","88.77","52.75","109.09","144.53","139.82","148.69","81.37","76.07","0.0","0.0"
"512","2007","11","Tamil Nadu","Sivagangai Pasumpon","54.39","70.1","111.61","69.6","106.89","116.29","61.93","48.23","78.91","0.0","4.8"
"512","2008","11","Tamil Nadu","Sivagangai Pasumpon","81.82","81.85","62.38","99.29","164.26","105.59","114.95","0.0","52.44","0.0","0.0"
"512","2009","11","Tamil Nadu","Sivagangai Pasumpon","44.51","60.17","61.62","70.63","117.67","140.0","144.71","0.93","86.22","33.48","0.0"
"512","2010","11","Tamil Nadu","Sivagangai Pasumpon","58.89","88.59","141.3","127.62","134.7","134.34","21.46","77.83","0.0","0.0","0.0"
"512","2011","11","Tamil Nadu","Sivagangai Pasumpon","38.61","47.49","90.1","42.44","129.38","149.68","135.27","86.23","118.99","0.0","0.0"
"512","2012","11","Tamil Nadu","Sivagangai Pasumpon","67.73","95.38","132.58","108.77","169.26","172.46","159.71","114.38","60.64","0.0","12.58"
"512","2013","11","Tamil Nadu","Sivagangai Pasumpon","84.7","80.27","91.68","158.74","156.95","157.43","158.39","79.98","113.33","26.39","5.7"
"512","2014","11","Tamil Nadu","Sivagangai Pasumpon","131.96","125.69","172.73","149.5","92.19","165.08","163.07","109.28","37.25","0.0","28.64"
"512","2015","11","Tamil Nadu","Sivagangai Pasumpon","79.35","96.13","138.27","38.72","56.59","130.84","117.82","13.11","0.0","0.0","0.0"
"513","1990","11","Tamil Nadu","Chidambanar Toothukudi","67.48","125.92","143.8","164.11","124.53","167.11","183.83","184.38","160.56","0.0","0.0"
"513","1991","11","Tamil Nadu","Chidambanar Toothukudi","81.59","107.67","133.41","125.78","131.94","154.39","183.77","182.68","160.03","0.0","0.0"
"513","1992","11","Tamil Nadu","Chidambanar Toothukudi","127.91","120.7","157.33","139.94","120.95","172.58","176.78","179.0","148.21","11.95","0.0"
"513","1993","11","Tamil Nadu","Chidambanar Toothukudi","108.42","118.17","153.79","133.04","158.01","169.09","192.04","188.47","170.9","0.0","0.0"
"513","1994","11","Tamil Nadu","Chidambanar Toothukudi","60.21","56.13","157.17","95.1","152.58","173.12","174.98","179.58","154.84","0.0","0.0"
"513","1995","11","Tamil Nadu","Chidambanar Toothukudi","103.6","108.43","154.23","76.02","120.99","175.43","182.33","179.43","169.13","21.89","0.0"
"513","1996","11","Tamil Nadu","Chidambanar Toothukudi","123.06","115.6","172.75","70.42","182.66","153.09","180.47","177.98","135.46","3.99","5.51"
"513","1997","11","Tamil Nadu","Chidambanar Toothukudi","126.16","122.2","153.59","120.98","140.25","160.97","183.23","186.09","141.53","0.0","0.0"
"513","1998","11","Tamil Nadu","Chidambanar Toothukudi","63.54","116.14","162.22","136.33","102.56","178.53","170.78","157.55","149.46","10.58","0.0"
"513","1999","11","Tamil Nadu","Chidambanar Toothukudi","52.18","48.33","140.81","124.15","147.0","170.04","188.78","184.12","160.56","0.0","0.0"
"513","2000","11","Tamil Nadu","Chidambanar Toothukudi","97.06","23.26","144.02","122.06","169.76","174.95","189.27","147.93","106.59","55.88","0.0"
"513","2001","11","Tamil Nadu","Chidambanar Toothukudi","101.71","94.18","163.73","46.41","164.11","164.26","170.06","175.5","133.3","13.98","0.0"
"513","2002","11","Tamil Nadu","Chidambanar Toothukudi","123.26","118.74","143.03","119.09","143.65","165.52","194.19","177.08","155.23","0.0","0.0"
"513","2003","11","Tamil Nadu","Chidambanar Toothukudi","93.54","53.56","126.54","107.43","138.76","164.15","173.25","166.43","164.67","0.0","0.0"
"513","2004","11","Tamil Nadu","Chidambanar Toothukudi","116.7","125.33","147.16","127.0","80.86","161.23","185.42","177.94","73.96","0.02","0.0"
"513","2005","11","Tamil Nadu","Chidambanar Toothukudi","108.97","125.33","149.36","48.85","150.66","176.83","179.58","179.55","159.82","9.59","0.0"
"513","2006","11","Tamil Nadu","Chidambanar Toothukudi","44.04","102.67","63.01","120.73","140.2","151.63","179.39","159.96","122.0","0.0","0.0"
"513","2007","11","Tamil Nadu","Chidambanar Toothukudi","101.78","111.7","152.72","77.11","130.97","153.24","159.71","168.62","148.09","0.0","0.0"
"513","2008","11","Tamil Nadu","Chidambanar Toothukudi","101.76","79.64","69.83","96.69","165.45","159.32","174.5","126.32","153.29","0.0","0.0"
"513","2009","11","Tamil Nadu","Chidambanar Toothukudi","60.67","109.79","84.44","116.04","160.52","174.64","179.52","160.32","159.2","61.55","0.0"
"513","2010","11","Tamil Nadu","Chidambanar Toothukudi","51.62","113.6","163.72","126.87","140.38","159.27","146.34","174.47","92.07","0.0","0.0"
"513","2011","11","Tamil Nadu","Chidambanar Toothukudi","48.31","42.91","148.67","70.55","168.86","174.46","181.65","175.93","159.89","29.63","0.0"
"513","2012","11","Tamil Nadu","Chidambanar Toothukudi","51.88","107.56","136.71","99.66","176.49","173.04","187.73","174.74","150.91","0.0","0.0"
"513","2013","11","Tamil Nadu","Chidambanar Toothukudi","112.2","59.61","91.48","154.78","156.71","165.75","186.46","170.53","153.85","52.7","0.0"
"513","2014","11","Tamil Nadu","Chidambanar Toothukudi","113.59","114.41","161.9","126.32","113.57","179.93","198.39","175.52","137.81","0.0","8.05"
"513","2015","11","Tamil Nadu","Chidambanar Toothukudi","87.12","103.7","144.29","31.92","79.26","156.42","191.56","169.43","99.86","0.0","0.0"
"521","1990","11","Tamil Nadu","Thiruvannamalai","43.98","83.95","127.03","161.77","71.91","143.34","108.75","63.17","3.0","0.0","2.5"
"521","1991","11","Tamil Nadu","Thiruvannamalai","64.28","91.75","156.37","138.17","143.25","56.09","106.94","23.56","34.27","0.0","0.0"
"521","1992","11","Tamil Nadu","Thiruvannamalai","49.13","76.17","139.86","162.72","122.51","123.72","96.73","36.85","47.57","1.69","0.0"
"521","1993","11","Tamil Nadu","Thiruvannamalai","95.25","118.86","163.03","164.38","69.83","101.33","100.55","40.19","75.75","0.0","0.0"
"521","1994","11","Tamil Nadu","Thiruvannamalai","62.82","70.6","149.82","137.58","88.35","146.58","82.72","51.2","89.31","0.0","0.0"
"521","1995","11","Tamil Nadu","Thiruvannamalai","36.67","90.75","137.42","142.13","96.51","141.82","55.77","0.0","3.22","0.0","14.28"
"521","1996","11","Tamil Nadu","Thiruvannamalai","88.04","118.14","171.38","121.31","171.13","107.88","107.84","21.06","52.08","0.0","15.94"
"521","1997","11","Tamil Nadu","Thiruvannamalai","71.05","101.45","147.72","118.94","151.35","108.25","123.93","43.29","33.19","0.0","0.0"
"521","1998","11","Tamil Nadu","Thiruvannamalai","43.34","67.55","133.74","136.34","90.69","153.38","21.81","0.0","28.76","0.0","0.0"
"521","1999","11","Tamil Nadu","Thiruvannamalai","48.74","69.65","135.52","121.01","112.34","110.62","102.94","24.91","35.39","0.0","0.0"
"521","2000","11","Tamil Nadu","Thiruvannamalai","74.67","94.33","157.87","132.36","132.41","112.11","71.18","0.0","0.0","0.0","1.1"
"521","2001","11","Tamil Nadu","Thiruvannamalai","55.59","77.14","145.29","84.93","162.24","142.81","45.99","85.73","5.78","0.0","3.37"
"521","2002","11","Tamil Nadu","Thiruvannamalai","43.12","85.27","144.23","155.39","101.7","110.99","119.66","56.61","53.91","0.0","0.0"
"521","2003","11","Tamil Nadu","Thiruvannamalai","67.3","93.67","137.37","140.09","166.87","123.59","12.07","0.01","66.23","0.0","25.56"
"521","2004","11","Tamil Nadu","Thiruvannamalai","69.13","73.5","159.37","139.23","18.81","99.22","28.72","93.2","0.0","0.0","4.99"
"521","2005","11","Tamil Nadu","Thiruvannamalai","55.52","73.5","141.42","106.24","68.97","136.17","49.12","28.74","22.58","0.0","0.0"
"521","2006","11","Tamil Nadu","Thiruvannamalai","39.33","58.1","62.07","111.06","119.98","70.74","86.08","55.47","46.96","0.0","0.28"
"521","2007","11","Tamil Nadu","Thiruvannamalai","59.21","64.68","136.3","110.14","127.67","76.25","1.1","0.0","1.57","0.0","15.93"
"521","2008","11","Tamil Nadu","Thiruvannamalai","40.45","54.88","67.55","110.77","150.83","105.9","29.95","0.0","26.41","0.0","0.0"
"521","2009","11","Tamil Nadu","Thiruvannamalai","45.52","68.38","116.21","142.13","74.49","97.98","125.66","0.2","0.27","73.86","0.0"
"521","2010","11","Tamil Nadu","Thiruvannamalai","57.4","82.27","139.14","139.27","103.28","61.13","18.29","1.86","0.0","0.0","0.0"
"521","2011","11","Tamil Nadu","Thiruvannamalai","48.43","38.04","116.84","79.62","109.42","121.38","45.93","0.0","21.4","0.0","0.0"
"521","2012","11","Tamil Nadu","Thiruvannamalai","38.92","66.25","124.81","140.81","148.19","150.46","87.96","2.54","18.4","0.0","0.05"
"521","2013","11","Tamil Nadu","Thiruvannamalai","77.51","81.49","122.82","160.45","75.61","59.54","45.6","21.47","0.2","0.0","0.0"
"521","2014","11","Tamil Nadu","Thiruvannamalai","102.62","101.83","161.03","164.94","112.7","41.55","113.97","13.81","37.03","0.0","14.61"
"521","2015","11","Tamil Nadu","Thiruvannamalai","47.12","78.42","129.07","103.71","69.8","105.16","52.05","2.23","21.84","9.88","0.0"
"542","1990","11","Tamil Nadu","Nagapattinam","0.0","48.76","66.07","92.07","77.24","110.4","135.67","103.41","69.56","0.0","0.0"
"542","1991","11","Tamil Nadu","Nagapattinam","19.87","47.07","73.3","78.39","107.57","112.83","145.75","79.25","91.91","0.0","0.0"
"542","1992","11","Tamil Nadu","Nagapattinam","40.63","59.02","88.33","105.64","97.92","139.03","126.0","48.57","70.42","3.56","0.0"
"542","1993","11","Tamil Nadu","Nagapattinam","45.17","57.61","86.52","97.7","109.75","121.76","149.13","86.3","127.3","0.0","0.0"
"542","1994","11","Tamil Nadu","Nagapattinam","35.87","40.93","82.03","76.53","105.5","159.75","131.77","117.16","112.76","0.0","0.0"
"542","1995","11","Tamil Nadu","Nagapattinam","1.19","45.45","68.73","64.13","78.95","141.03","123.71","43.19","91.62","0.0","0.0"
"542","1996","11","Tamil Nadu","Nagapattinam","70.9","99.37","154.61","86.36","183.2","119.01","143.81","79.41","40.99","0.0","0.0"
"542","1997","11","Tamil Nadu","Nagapattinam","36.1","54.95","78.93","73.96","109.17","145.13","121.27","92.54","100.31","0.0","0.0"
"542","1998","11","Tamil Nadu","Nagapattinam","28.11","57.23","88.35","98.15","80.73","169.15","90.27","20.47","96.67","0.0","0.0"
"542","1999","11","Tamil Nadu","Nagapattinam","25.11","43.94","79.68","74.17","111.33","140.01","151.27","106.52","82.07","0.0","0.0"
"542","2000","11","Tamil Nadu","Nagapattinam","23.6","42.19","80.08","79.11","117.65","139.36","140.18","4.79","0.0","0.0","0.0"
"542","2001","11","Tamil Nadu","Nagapattinam","21.3","48.91","80.21","45.31","124.43","123.87","92.58","112.13","94.15","0.0","0.0"
"542","2002","11","Tamil Nadu","Nagapattinam","21.87","52.13","77.18","88.08","101.45","122.52","151.46","118.65","93.09","0.0","0.0"
"542","2003","11","Tamil Nadu","Nagapattinam","34.27","49.98","72.87","78.51","98.31","129.76","66.11","0.58","84.33","0.0","0.0"
"542","2004","11","Tamil Nadu","Nagapattinam","39.19","51.4","86.82","94.53","40.45","112.48","111.97","101.29","0.0","0.0","0.0"
"542","2005","11","Tamil Nadu","Nagapattinam","30.58","51.4","80.78","55.49","94.18","149.93","118.16","103.53","111.7","0.0","0.0"
"542","2006","11","Tamil Nadu","Nagapattinam","14.93","48.73","35.77","68.64","100.72","108.27","131.92","83.88","105.25","0.0","0.0"
"542","2007","11","Tamil Nadu","Nagapattinam","33.87","47.59","84.56","70.61","106.51","104.15","65.73","39.84","91.67","0.0","0.0"
"542","2008","11","Tamil Nadu","Nagapattinam","22.9","38.61","38.61","64.18","108.0","104.14","110.56","0.0","65.02","0.0","0.0"
"542","2009","11","Tamil Nadu","Nagapattinam","30.56","52.09","61.7","74.6","94.92","136.89","147.07","0.04","87.95","37.2","0.0"
"542","2010","11","Tamil Nadu","Nagapattinam","32.99","54.73","82.41","95.5","118.54","119.93","45.93","52.15","0.0","0.0","0.0"
"542","2011","11","Tamil Nadu","Nagapattinam","24.79","33.37","75.1","45.08","105.63","135.44","114.24","63.24","106.85","0.0","0.0"
"542","2012","11","Tamil Nadu","Nagapattinam","24.92","52.16","76.31","83.09","131.31","154.72","140.42","100.83","61.48","0.0","0.0"
"542","2013","11","Tamil Nadu","Nagapattinam","30.11","35.94","46.23","89.67","94.61","129.6","132.83","62.1","106.36","0.58","0.0"
"542","2014","11","Tamil Nadu","Nagapattinam","48.58","62.75","102.64","116.98","94.67","132.53","142.86","89.04","83.31","0.0","0.0"
"542","2015","11","Tamil Nadu","Nagapattinam","36.01","52.86","81.78","54.65","69.01","123.35","113.46","21.04","1.61","0.0","0.0"
"543","1990","11","Tamil Nadu","Villupuram","33.13","81.71","120.01","154.48","95.61","145.83","123.27","72.82","13.8","0.0","0.0"
"543","1991","11","Tamil Nadu","Villupuram","56.13","78.56","137.6","127.25","147.81","93.8","126.3","29.21","52.96","0.0","0.0"
"543","1992","11","Tamil Nadu","Villupuram","50.11","73.55","125.27","153.88","126.09","138.77","113.13","37.82","50.61","4.96","0.0"
"543","1993","11","Tamil Nadu","Villupuram","82.8","104.77","152.51","156.09","100.73","120.79","123.01","52.33","93.86","0.0","0.0"
"543","1994","11","Tamil Nadu","Villupuram","52.78","59.91","124.15","119.49","105.81","159.98","103.18","63.63","93.93","0.0","0.0"
"543","1995","11","Tamil Nadu","Villupuram","33.23","77.07","121.9","127.32","113.15","154.98","86.39","0.0","19.9","0.02","8.63"
"543","1996","11","Tamil Nadu","Villupuram","96.84","121.85","171.03","125.57","181.14","124.19","123.7","38.24","54.67","0.0","8.11"
"543","1997","11","Tamil Nadu","Villupuram","66.01","90.91","135.31","114.9","151.07","132.18","129.32","48.71","51.23","0.0","0.0"
"543","1998","11","Tamil Nadu","Villupuram","44.2","66.42","120.21","134.51","99.19","167.26","49.98","0.0","41.09","0.0","0.0"
"543","1999","11","Tamil Nadu","Villupuram","45.09","63.22","112.63","112.51","122.63","133.6","124.6","42.78","45.3","0.0","0.0"
"543","2000","11","Tamil Nadu","Villupuram","65.44","81.59","145.84","128.09","139.75","134.93","100.64","0.09","0.0","0.0","0.0"
"543","2001","11","Tamil Nadu","Villupuram","48.79","68.73","125.38","79.3","168.22","149.67","67.69","90.44","24.98","0.0","0.98"
"543","2002","11","Tamil Nadu","Villupuram","40.82","79.36","127.86","142.59","118.05","126.57","136.04","70.66","62.56","0.0","0.0"
"543","2003","11","Tamil Nadu","Villupuram","58.68","76.55","121.07","130.23","156.79","139.51","33.52","0.08","69.04","0.0","4.99"
"543","2004","11","Tamil Nadu","Villupuram","67.25","67.96","153.7","140.37","34.14","115.76","64.22","94.72","0.0","0.0","1.19"
"543","2005","11","Tamil Nadu","Villupuram","50.71","67.96","122.75","96.79","92.88","151.65","78.92","49.41","45.82","0.0","0.0"
"543","2006","11","Tamil Nadu","Villupuram","38.42","57.01","63.15","101.87","130.27","100.33","107.42","58.75","53.75","0.0","0.0"
