"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"89","2012","11","Tamil Nadu","Thanjavur","43.82","68.41","100.04","99.64","145.16","157.8","135.98","93.89","61.52","0.0","0.76"
"89","2013","11","Tamil Nadu","Thanjavur","63.6","61.12","77.23","139.12","132.4","147.71","134.68","59.65","105.63","21.32","0.0"
"89","2014","11","Tamil Nadu","Thanjavur","97.77","101.68","156.81","148.44","99.81","143.15","139.32","86.67","63.94","0.0","11.14"
"89","2015","11","Tamil Nadu","Thanjavur","63.78","82.81","122.82","63.06","72.73","133.58","103.93","4.12","0.0","0.0","0.0"
"90","1990","11","Tamil Nadu","Madurai","2.48","126.25","141.62","161.23","101.71","128.93","156.51","131.95","100.5","0.0","0.0"
"90","1991","11","Tamil Nadu","Madurai","60.45","105.41","139.86","98.73","116.3","104.54","154.1","107.81","104.34","0.0","0.05"
"90","1992","11","Tamil Nadu","Madurai","114.05","121.05","164.37","129.49","97.6","139.75","138.04","76.8","71.23","0.0","0.0"
"90","1993","11","Tamil Nadu","Madurai","102.92","119.67","153.82","126.19","144.51","125.42","160.62","100.88","122.1","0.0","0.0"
"90","1994","11","Tamil Nadu","Madurai","48.88","72.15","145.89","51.47","125.69","149.1","140.56","120.56","110.85","0.0","0.0"
"90","1995","11","Tamil Nadu","Madurai","69.68","111.86","141.82","60.22","102.7","143.39","138.54","64.95","122.17","0.02","27.71"
"90","1996","11","Tamil Nadu","Madurai","122.96","139.56","177.63","48.5","168.58","115.92","145.92","105.54","34.74","4.62","53.16"
"90","1997","11","Tamil Nadu","Madurai","126.03","125.92","150.91","99.75","130.34","127.99","136.44","121.46","72.86","0.0","0.0"
"90","1998","11","Tamil Nadu","Madurai","48.76","89.17","154.04","114.53","79.78","160.06","107.7","29.57","70.41","0.0","0.0"
"90","1999","11","Tamil Nadu","Madurai","50.76","75.4","135.33","101.8","119.87","148.47","157.26","127.03","103.74","0.0","0.29"
"90","2000","11","Tamil Nadu","Madurai","59.59","60.05","144.46","96.36","135.95","154.66","157.91","12.63","0.69","6.45","7.7"
"90","2001","11","Tamil Nadu","Madurai","56.19","90.27","152.34","7.68","159.16","137.32","118.7","95.02","58.09","0.0","12.43"
"90","2002","11","Tamil Nadu","Madurai","116.71","129.4","146.62","124.91","133.69","137.33","178.07","131.0","100.12","0.0","0.0"
"90","2003","11","Tamil Nadu","Madurai","64.77","79.04","126.81","72.86","116.12","132.36","113.28","42.02","113.48","0.0","0.0"
"90","2004","11","Tamil Nadu","Madurai","97.49","104.0","149.42","112.61","27.37","111.63","138.14","109.3","0.0","0.0","7.12"
"90","2005","11","Tamil Nadu","Madurai","58.59","104.0","141.98","20.86","127.81","153.08","125.35","126.05","96.63","0.0","0.0"
"90","2006","11","Tamil Nadu","Madurai","49.03","101.42","37.75","105.88","129.08","128.61","151.05","88.21","37.92","0.0","0.0"
"90","2007","11","Tamil Nadu","Madurai","65.6","92.61","147.37","52.59","93.83","120.01","95.37","66.12","58.14","0.0","4.98"
"90","2008","11","Tamil Nadu","Madurai","84.36","87.03","32.97","77.85","152.66","112.56","122.82","3.38","59.54","0.0","0.0"
"90","2009","11","Tamil Nadu","Madurai","52.96","86.48","69.02","86.42","136.27","138.13","147.06","41.19","82.68","32.76","0.0"
"90","2010","11","Tamil Nadu","Madurai","50.85","106.58","158.9","105.28","117.91","127.01","67.64","96.42","0.11","0.0","0.0"
"90","2011","11","Tamil Nadu","Madurai","40.52","53.14","124.54","33.58","151.43","153.32","147.92","100.25","102.75","0.0","0.0"
"90","2012","11","Tamil Nadu","Madurai","71.03","112.85","144.11","90.03","164.54","162.05","158.97","105.33","74.7","0.0","9.28"
"90","2013","11","Tamil Nadu","Madurai","101.98","91.47","81.74","152.03","138.28","138.49","150.57","94.77","98.06","17.8","3.18"
"90","2014","11","Tamil Nadu","Madurai","125.96","127.79","172.31","129.38","86.77","159.89","163.7","104.11","32.8","0.0","22.32"
"90","2015","11","Tamil Nadu","Madurai","73.84","109.46","129.86","6.07","32.89","116.86","137.36","56.46","0.21","0.0","0.0"
"91","1990","11","Tamil Nadu","Ramananthapuram","31.42","120.89","144.5","161.89","121.57","152.75","177.81","166.8","130.0","0.0","0.0"
"91","1991","11","Tamil Nadu","Ramananthapuram","60.94","85.77","117.14","122.49","139.11","151.66","175.69","155.28","126.75","0.0","0.0"
"91","1992","11","Tamil Nadu","Ramananthapuram","107.65","113.5","150.95","143.59","114.66","169.16","157.92","116.08","106.83","19.72","0.0"
"91","1993","11","Tamil Nadu","Ramananthapuram","81.01","97.78","144.28","135.71","163.04","154.62","182.98","150.47","153.89","0.0","0.0"
"91","1994","11","Tamil Nadu","Ramananthapuram","48.0","49.16","102.99","76.91","143.02","169.77","164.07","164.42","138.39","0.0","0.0"
"91","1995","11","Tamil Nadu","Ramananthapuram","65.34","86.71","139.91","80.22","116.91","178.93","170.88","146.33","147.44","1.84","8.94"
"91","1996","11","Tamil Nadu","Ramananthapuram","126.49","128.19","174.73","67.02","187.88","144.52","167.84","148.35","45.11","1.01","2.1"
"91","1997","11","Tamil Nadu","Ramananthapuram","122.1","123.69","152.24","119.29","144.12","171.59","153.46","166.23","127.51","0.0","0.0"
"91","1998","11","Tamil Nadu","Ramananthapuram","46.28","70.17","115.02","124.9","84.11","181.1","137.4","95.86","125.11","14.19","0.0"
"91","1999","11","Tamil Nadu","Ramananthapuram","52.85","51.96","111.13","107.71","150.55","172.55","183.56","169.45","131.76","0.0","0.0"
"91","2000","11","Tamil Nadu","Ramananthapuram","74.18","55.62","142.04","119.58","164.57","177.08","185.94","63.77","17.48","42.5","0.0"
"91","2001","11","Tamil Nadu","Ramananthapuram","77.52","100.85","157.68","51.39","179.63","164.13","146.76","152.73","123.97","1.12","0.0"
"91","2002","11","Tamil Nadu","Ramananthapuram","116.73","116.69","146.1","128.01","151.63","162.29","196.32","171.42","129.02","0.0","0.0"
"91","2003","11","Tamil Nadu","Ramananthapuram","58.82","64.03","102.01","85.95","118.88","159.01","128.66","71.88","136.44","0.0","0.0"
"91","2004","11","Tamil Nadu","Ramananthapuram","86.22","93.1","142.83","133.84","57.77","146.97","168.48","153.79","3.45","0.0","0.0"
"91","2005","11","Tamil Nadu","Ramananthapuram","71.24","93.1","130.75","49.79","147.13","179.37","159.71","164.91","143.97","0.69","0.0"
"91","2006","11","Tamil Nadu","Ramananthapuram","46.36","78.14","37.46","102.17","144.55","153.45","174.43","137.91","116.37","0.0","0.0"
"91","2007","11","Tamil Nadu","Ramananthapuram","54.34","70.13","114.64","73.8","123.29","143.46","124.33","127.49","129.11","0.0","0.0"
"91","2008","11","Tamil Nadu","Ramananthapuram","87.11","80.53","57.1","104.64","169.97","145.22","158.87","16.74","125.65","0.0","0.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","49.6","66.18","57.61","76.82","142.47","171.25","175.29","69.09","145.8","50.2","0.0"
"91","2010","11","Tamil Nadu","Ramananthapuram","53.3","80.97","135.04","131.57","144.84","158.56","91.4","143.91","6.28","0.0","0.0"
"91","2011","11","Tamil Nadu","Ramananthapuram","41.02","48.42","96.32","49.15","147.21","168.3","170.44","148.61","150.86","1.99","0.0"
"91","2012","11","Tamil Nadu","Ramananthapuram","55.8","77.66","109.55","101.38","172.5","178.58","184.09","162.29","110.64","0.0","1.92"
"91","2013","11","Tamil Nadu","Ramananthapuram","89.61","68.32","75.85","156.76","163.63","179.07","189.75","140.58","145.41","46.42","0.0"
"91","2014","11","Tamil Nadu","Ramananthapuram","131.86","119.98","166.51","141.99","100.53","182.81","194.69","159.06","98.8","0.0","20.93"
"91","2015","11","Tamil Nadu","Ramananthapuram","88.06","95.82","139.97","41.35","76.94","159.1","167.69","103.67","17.36","0.0","0.0"
"92","1990","11","Tamil Nadu","Thirunelveli","24.07","100.86","105.2","147.43","71.71","104.13","111.54","148.66","136.32","0.0","0.0"
"92","1991","11","Tamil Nadu","Thirunelveli","59.7","88.94","97.46","91.52","94.86","64.64","108.16","133.67","135.1","0.0","0.0"
"92","1992","11","Tamil Nadu","Thirunelveli","100.18","110.78","152.95","115.64","77.81","95.58","101.72","135.87","116.51","0.0","0.0"
"92","1993","11","Tamil Nadu","Thirunelveli","90.34","108.53","134.37","108.64","119.81","97.05","118.92","146.75","143.37","0.0","0.0"
"92","1994","11","Tamil Nadu","Thirunelveli","44.75","33.92","126.78","50.83","98.11","112.89","102.44","130.69","124.99","0.0","0.0"
"92","1995","11","Tamil Nadu","Thirunelveli","73.86","97.68","125.36","28.27","66.11","110.9","115.82","134.53","138.29","4.93","0.0"
"92","1996","11","Tamil Nadu","Thirunelveli","86.53","100.81","157.58","27.73","150.66","85.06","111.15","134.17","104.68","0.0","13.43"
"92","1997","11","Tamil Nadu","Thirunelveli","101.72","109.09","120.4","94.81","107.9","91.55","107.97","139.48","89.12","0.0","0.0"
"92","1998","11","Tamil Nadu","Thirunelveli","49.63","98.53","151.36","100.38","52.51","118.53","106.33","110.43","101.5","0.0","0.0"
"92","1999","11","Tamil Nadu","Thirunelveli","39.68","30.56","100.48","83.54","86.77","107.08","126.52","142.3","132.71","0.0","0.0"
"92","2000","11","Tamil Nadu","Thirunelveli","64.68","3.55","101.82","77.0","138.88","120.65","137.03","88.5","74.69","24.81","0.0"
"92","2001","11","Tamil Nadu","Thirunelveli","62.66","74.58","150.72","6.73","112.35","99.51","94.54","123.34","76.13","1.45","0.0"
"92","2002","11","Tamil Nadu","Thirunelveli","104.43","106.67","101.77","90.96","93.42","113.06","149.73","137.4","131.33","0.0","0.0"
"92","2003","11","Tamil Nadu","Thirunelveli","71.29","16.34","71.06","75.8","104.88","100.74","108.82","126.62","142.31","0.0","0.0"
"92","2004","11","Tamil Nadu","Thirunelveli","97.85","115.69","111.07","89.49","27.52","92.55","114.92","133.87","37.92","0.0","0.01"
"92","2005","11","Tamil Nadu","Thirunelveli","81.28","115.69","125.19","6.59","102.85","117.64","103.13","144.3","118.41","0.27","0.0"
"92","2006","11","Tamil Nadu","Thirunelveli","26.65","77.2","15.71","76.39","88.67","102.1","119.8","114.89","66.73","0.0","0.0"
"92","2007","11","Tamil Nadu","Thirunelveli","80.67","105.84","142.76","28.43","82.86","94.95","83.61","121.38","100.3","0.0","0.0"
"92","2008","11","Tamil Nadu","Thirunelveli","80.85","63.87","14.32","40.64","109.88","101.03","103.32","84.42","108.63","0.0","0.0"
"92","2009","11","Tamil Nadu","Thirunelveli","51.4","97.15","26.23","88.99","114.29","112.64","112.2","123.66","117.59","35.5","0.0"
"92","2010","11","Tamil Nadu","Thirunelveli","12.87","76.25","145.1","79.95","96.16","104.69","70.71","132.27","67.09","0.0","0.0"
"92","2011","11","Tamil Nadu","Thirunelveli","32.16","11.59","113.99","32.23","136.0","114.09","121.31","136.11","121.98","17.08","0.0"
"92","2012","11","Tamil Nadu","Thirunelveli","40.99","89.91","109.08","52.59","146.43","131.01","129.84","124.87","120.81","0.0","0.0"
"92","2013","11","Tamil Nadu","Thirunelveli","81.37","41.53","25.37","125.43","116.24","91.45","110.89","128.57","113.3","19.44","0.0"
"92","2014","11","Tamil Nadu","Thirunelveli","63.64","99.42","126.63","89.43","80.43","135.93","137.4","129.01","103.62","0.0","5.85"
"92","2015","11","Tamil Nadu","Thirunelveli","56.12","90.14","104.58","1.25","21.79","79.34","120.89","124.6","58.53","0.0","0.0"
"93","1990","11","Tamil Nadu","The Nilgiris","59.56","98.08","133.21","122.35","9.32","21.12","5.74","16.06","17.79","0.0","3.56"
"93","1991","11","Tamil Nadu","The Nilgiris","68.37","90.69","136.24","58.65","0.0","4.33","3.83","5.37","17.3","0.0","0.2"
"93","1992","11","Tamil Nadu","The Nilgiris","70.79","97.98","139.71","85.77","43.41","10.8","3.88","8.43","7.08","0.0","0.0"
"93","1993","11","Tamil Nadu","The Nilgiris","70.34","97.28","128.79","99.81","55.08","10.32","5.26","12.78","20.46","0.0","0.24"
"93","1994","11","Tamil Nadu","The Nilgiris","52.87","81.14","118.32","27.2","0.0","2.42","5.45","9.04","12.65","0.0","6.52"
"93","1995","11","Tamil Nadu","The Nilgiris","61.41","95.54","125.48","66.89","35.62","11.26","3.01","2.38","8.52","0.05","20.88"
"93","1996","11","Tamil Nadu","The Nilgiris","82.73","102.9","122.34","67.04","75.94","7.42","4.59","6.35","6.68","0.0","34.93"
"93","1997","11","Tamil Nadu","The Nilgiris","66.81","94.19","118.37","82.37","75.91","2.81","6.93","6.09","5.41","0.0","0.0"
"93","1998","11","Tamil Nadu","The Nilgiris","55.33","76.98","132.88","87.84","1.63","32.88","1.25","1.08","2.09","0.0","4.76"
"93","1999","11","Tamil Nadu","The Nilgiris","48.56","71.98","121.0","61.09","6.07","15.04","4.99","16.13","20.19","0.0","7.59"
"93","2000","11","Tamil Nadu","The Nilgiris","67.74","79.15","137.43","62.8","50.69","19.05","6.35","0.94","1.56","0.0","4.37"
"93","2001","11","Tamil Nadu","The Nilgiris","36.87","69.86","122.81","0.23","58.26","25.37","2.41","9.26","5.89","0.0","13.75"
"93","2002","11","Tamil Nadu","The Nilgiris","75.11","99.3","135.57","114.77","25.83","9.53","14.32","15.28","22.02","0.0","3.51"
"93","2003","11","Tamil Nadu","The Nilgiris","72.66","87.82","133.14","16.32","99.03","14.72","3.33","9.27","18.16","0.0","8.99"
"93","2004","11","Tamil Nadu","The Nilgiris","70.22","90.94","136.68","63.19","0.05","11.22","1.74","8.58","1.79","0.0","7.3"
"93","2005","11","Tamil Nadu","The Nilgiris","55.54","90.94","129.41","54.4","59.62","16.57","2.17","8.99","3.97","0.0","0.28"
"93","2006","11","Tamil Nadu","The Nilgiris","58.04","87.49","86.2","97.33","26.25","8.7","5.91","10.44","0.32","0.0","6.49"
"93","2007","11","Tamil Nadu","The Nilgiris","71.76","95.51","133.71","36.71","0.0","15.5","2.79","2.39","0.04","0.0","5.39"
"93","2008","11","Tamil Nadu","The Nilgiris","63.55","69.06","56.92","46.3","82.35","11.96","1.44","1.46","2.91","0.0","14.18"
"93","2009","11","Tamil Nadu","The Nilgiris","75.36","101.12","108.41","97.33","49.52","2.1","7.07","7.67","1.4","4.12","0.0"
"93","2010","11","Tamil Nadu","The Nilgiris","53.56","85.17","134.94","24.37","2.89","22.7","1.6","8.96","2.03","0.0","0.0"
"93","2011","11","Tamil Nadu","The Nilgiris","59.08","66.58","132.36","47.87","66.39","17.45","3.18","2.72","1.85","0.0","4.94"
"93","2012","11","Tamil Nadu","The Nilgiris","66.01","83.42","137.95","66.56","72.89","37.58","8.92","5.9","11.52","0.24","0.55"
"93","2013","11","Tamil Nadu","The Nilgiris","75.11","86.43","118.13","122.77","6.3","9.53","1.69","10.4","4.68","0.28","0.01"
"93","2014","11","Tamil Nadu","The Nilgiris","71.95","97.18","138.47","85.93","61.21","10.98","2.24","3.92","0.0","0.0","10.56"
"93","2015","11","Tamil Nadu","The Nilgiris","66.72","97.62","98.93","26.08","0.0","10.77","3.45","8.59","3.53","0.0","0.0"
"94","1990","11","Tamil Nadu","Kanyakumari","55.76","109.49","116.3","136.72","0.41","3.98","4.2","59.77","79.29","0.0","0.0"
"94","1991","11","Tamil Nadu","Kanyakumari","79.33","103.86","104.52","79.49","45.06","0.0","2.08","23.55","70.8","0.0","0.0"
"94","1992","11","Tamil Nadu","Kanyakumari","104.07","119.17","153.55","107.34","6.22","0.13","0.82","25.76","37.65","0.0","0.0"
"94","1993","11","Tamil Nadu","Kanyakumari","105.29","121.27","141.95","98.3","56.19","0.69","7.29","51.41","79.38","0.0","0.0"
"94","1994","11","Tamil Nadu","Kanyakumari","49.73","41.77","137.19","42.32","17.16","15.32","3.61","37.16","63.12","0.0","0.0"
"94","1995","11","Tamil Nadu","Kanyakumari","92.67","114.98","140.01","5.51","0.08","8.11","16.68","46.31","69.17","0.0","0.0"
"94","1996","11","Tamil Nadu","Kanyakumari","91.7","105.91","161.39","8.85","110.36","0.12","5.92","30.61","22.09","0.0","5.17"
"94","1997","11","Tamil Nadu","Kanyakumari","77.72","111.16","125.38","86.58","54.79","2.59","3.94","43.47","5.65","0.0","0.0"
"94","1998","11","Tamil Nadu","Kanyakumari","63.17","119.74","157.66","87.0","0.0","10.54","12.99","15.61","12.51","0.0","0.0"
"94","1999","11","Tamil Nadu","Kanyakumari","45.5","43.1","114.35","54.0","4.14","6.37","30.16","62.51","79.03","0.0","0.0"
"94","2000","11","Tamil Nadu","Kanyakumari","88.05","16.95","116.82","55.29","110.89","18.85","72.0","0.69","11.17","2.04","0.27"
"94","2001","11","Tamil Nadu","Kanyakumari","64.77","74.73","150.58","0.04","34.63","2.95","1.67","18.75","2.58","0.0","0.0"
"94","2002","11","Tamil Nadu","Kanyakumari","87.17","109.39","105.22","69.1","7.47","18.28","80.72","69.14","98.6","0.0","0.0"
"94","2003","11","Tamil Nadu","Kanyakumari","88.99","21.71","80.39","73.85","55.25","3.86","15.11","39.55","96.59","0.0","0.0"
"94","2004","11","Tamil Nadu","Kanyakumari","112.14","121.69","116.63","71.67","0.0","0.58","3.97","27.05","0.01","0.0","0.0"
"94","2005","11","Tamil Nadu","Kanyakumari","82.25","121.69","128.2","0.0","35.18","18.47","4.29","75.27","42.98","0.0","0.0"
"94","2006","11","Tamil Nadu","Kanyakumari","36.94","95.8","40.77","77.09","27.93","28.04","34.86","47.92","3.26","0.0","0.0"
"94","2007","11","Tamil Nadu","Kanyakumari","99.01","119.18","147.39","5.83","21.75","3.78","0.56","24.64","19.56","0.0","0.0"
"94","2008","11","Tamil Nadu","Kanyakumari","96.61","83.86","29.18","22.81","73.03","22.68","7.43","4.4","40.6","0.0","0.0"
"94","2009","11","Tamil Nadu","Kanyakumari","63.15","115.25","52.66","84.74","45.45","20.43","16.25","49.26","50.2","13.17","0.0"
"94","2010","11","Tamil Nadu","Kanyakumari","22.84","101.99","156.78","61.43","33.55","13.62","0.07","43.18","10.03","0.0","0.0"
"94","2011","11","Tamil Nadu","Kanyakumari","39.31","17.13","129.37","19.87","100.64","10.32","35.9","67.17","60.68","7.06","0.0"
"94","2012","11","Tamil Nadu","Kanyakumari","47.05","108.38","118.61","26.8","103.37","62.53","43.18","40.63","70.84","0.0","0.0"
"94","2013","11","Tamil Nadu","Kanyakumari","84.59","58.31","48.39","115.53","65.3","0.65","6.5","36.8","38.17","0.7","0.0"
"94","2014","11","Tamil Nadu","Kanyakumari","72.15","107.33","124.67","64.03","30.97","52.7","51.81","41.73","44.43","0.0","3.77"
"94","2015","11","Tamil Nadu","Kanyakumari","64.13","105.68","119.04","0.0","0.0","0.6","19.73","44.48","3.74","0.0","0.0"
"506","1990","11","Tamil Nadu","Dharmapuri","70.96","123.34","159.41","159.33","46.0","123.15","105.36","83.74","46.71","0.0","22.41"
"506","1991","11","Tamil Nadu","Dharmapuri","105.59","124.16","176.97","113.01","73.46","55.44","103.21","48.09","45.88","0.0","0.0"
"506","1992","11","Tamil Nadu","Dharmapuri","71.58","109.5","167.7","162.78","95.52","99.1","92.84","70.3","34.78","0.13","5.11"
"506","1993","11","Tamil Nadu","Dharmapuri","123.82","140.49","172.11","155.16","71.89","97.97","101.19","91.34","66.84","0.0","11.8"
"506","1994","11","Tamil Nadu","Dharmapuri","105.07","122.05","183.32","127.67","58.36","129.65","73.62","88.89","77.35","0.0","13.29"
"506","1995","11","Tamil Nadu","Dharmapuri","69.97","128.24","163.47","137.23","74.64","108.24","68.31","4.02","27.74","0.96","55.66"
"506","1996","11","Tamil Nadu","Dharmapuri","130.33","147.45","189.22","129.92","122.54","71.49","96.73","21.03","51.9","0.38","73.68"
"506","1997","11","Tamil Nadu","Dharmapuri","109.33","129.87","158.25","119.37","118.4","101.29","111.13","54.83","19.49","0.0","0.0"
"506","1998","11","Tamil Nadu","Dharmapuri","56.83","102.48","165.49","134.41","48.91","137.36","16.83","0.0","13.37","0.0","4.66"
"506","1999","11","Tamil Nadu","Dharmapuri","61.54","103.96","162.79","118.53","42.67","108.1","91.75","75.94","40.68","0.0","6.07"
"506","2000","11","Tamil Nadu","Dharmapuri","85.5","113.0","168.83","114.87","100.27","114.18","80.69","0.04","0.0","0.0","9.9"
"506","2001","11","Tamil Nadu","Dharmapuri","63.77","102.46","156.16","66.85","134.74","134.3","57.15","89.38","7.39","0.0","25.11"
"506","2002","11","Tamil Nadu","Dharmapuri","94.93","128.68","171.61","162.26","52.62","82.25","118.76","100.55","71.48","0.0","10.44"
"506","2003","11","Tamil Nadu","Dharmapuri","96.14","122.9","163.97","117.88","150.66","105.57","45.75","28.79","85.89","0.0","28.11"
"506","2004","11","Tamil Nadu","Dharmapuri","87.74","106.2","171.94","129.71","0.02","83.31","5.86","85.31","0.0","0.0","17.87"
"506","2005","11","Tamil Nadu","Dharmapuri","75.39","106.2","159.06","97.82","47.29","109.09","41.32","38.42","28.8","0.0","1.06"
"506","2006","11","Tamil Nadu","Dharmapuri","52.1","89.42","79.47","125.27","66.76","69.62","100.03","87.01","41.84","0.0","17.47"
"506","2007","11","Tamil Nadu","Dharmapuri","101.81","115.94","169.02","90.25","58.15","100.34","8.57","4.83","0.0","0.0","25.44"
"506","2008","11","Tamil Nadu","Dharmapuri","81.33","96.09","91.58","128.13","116.86","90.88","4.26","0.0","28.05","0.0","2.41"
"506","2009","11","Tamil Nadu","Dharmapuri","64.29","99.83","134.78","133.54","46.74","55.27","114.45","30.07","0.0","64.61","0.03"
"506","2010","11","Tamil Nadu","Dharmapuri","102.8","122.86","167.06","115.57","72.66","80.83","33.4","43.44","0.0","0.0","0.0"
"506","2011","11","Tamil Nadu","Dharmapuri","62.15","66.39","151.44","86.09","72.73","121.73","67.9","1.95","39.08","0.0","7.72"
"506","2012","11","Tamil Nadu","Dharmapuri","86.16","116.72","170.35","147.56","97.49","144.3","94.45","32.83","55.6","0.0","0.01"
"506","2013","11","Tamil Nadu","Dharmapuri","112.12","118.55","154.69","162.58","42.56","70.86","52.68","67.58","0.06","0.32","0.0"
"506","2014","11","Tamil Nadu","Dharmapuri","123.72","124.13","172.86","163.23","82.45","69.16","85.86","56.73","0.07","0.0","22.86"
"506","2015","11","Tamil Nadu","Dharmapuri","58.97","105.57","131.66","91.24","8.42","91.69","66.45","45.43","5.01","8.49","0.0"
"507","1990","11","Tamil Nadu","Periyar(Erode)","84.55","139.31","170.98","159.65","62.77","132.94","110.47","107.06","96.14","0.0","17.35"
"507","1991","11","Tamil Nadu","Periyar(Erode)","121.0","132.96","180.66","94.01","41.64","96.18","107.72","83.42","95.89","0.0","0.01"
"507","1992","11","Tamil Nadu","Periyar(Erode)","123.23","139.59","183.8","146.76","94.07","121.6","103.52","94.69","75.42","4.42","0.2"
"507","1993","11","Tamil Nadu","Periyar(Erode)","129.25","142.2","173.52","140.46","99.19","121.99","112.01","107.23","104.48","0.0","2.63"
"507","1994","11","Tamil Nadu","Periyar(Erode)","113.94","132.52","184.29","91.25","39.38","112.03","99.7","104.75","98.81","0.0","15.0"
"507","1995","11","Tamil Nadu","Periyar(Erode)","105.13","140.63","169.86","114.94","86.67","123.94","92.56","52.7","89.4","17.66","65.84"
"507","1996","11","Tamil Nadu","Periyar(Erode)","137.77","151.04","184.57","114.94","126.38","106.91","104.11","77.14","82.43","14.8","91.18"
"507","1997","11","Tamil Nadu","Periyar(Erode)","121.69","134.19","160.85","112.93","116.92","101.36","112.06","88.74","67.73","0.0","0.0"
"507","1998","11","Tamil Nadu","Periyar(Erode)","104.97","132.53","181.61","131.03","51.06","140.62","66.34","29.37","56.84","0.0","5.63"
"507","1999","11","Tamil Nadu","Periyar(Erode)","94.58","124.89","170.75","116.69","54.54","124.21","104.78","103.73","93.19","0.0","11.91"
"507","2000","11","Tamil Nadu","Periyar(Erode)","112.02","118.49","173.02","106.42","99.4","129.47","103.68","29.38","20.86","0.0","18.47"
"507","2001","11","Tamil Nadu","Periyar(Erode)","96.69","128.84","170.36","32.74","134.74","133.0","84.64","97.41","64.68","0.0","31.63"
"507","2002","11","Tamil Nadu","Periyar(Erode)","122.77","141.46","173.72","157.64","77.08","113.59","122.84","107.34","101.92","0.0","11.77"
"507","2003","11","Tamil Nadu","Periyar(Erode)","121.92","131.39","170.94","84.2","144.41","120.81","87.45","76.92","108.77","0.0","23.29"
"507","2004","11","Tamil Nadu","Periyar(Erode)","109.89","130.06","175.44","114.2","11.86","106.15","68.03","96.97","14.6","0.0","21.76"
"507","2005","11","Tamil Nadu","Periyar(Erode)","99.0","130.06","167.07","84.84","85.89","123.48","79.11","84.28","68.38","0.0","2.09"
"507","2006","11","Tamil Nadu","Periyar(Erode)","106.58","127.65","111.65","134.26","79.82","103.55","106.1","96.15","39.13","0.0","16.08"
"507","2007","11","Tamil Nadu","Periyar(Erode)","116.22","129.97","172.38","73.36","28.26","114.97","72.39","54.38","25.77","0.0","19.62"
"507","2008","11","Tamil Nadu","Periyar(Erode)","109.84","108.58","97.26","110.24","125.6","111.76","62.52","25.11","63.24","0.0","13.21"
"507","2009","11","Tamil Nadu","Periyar(Erode)","112.71","132.99","146.53","130.69","87.44","88.52","108.55","74.11","40.45","55.23","0.0"
"507","2010","11","Tamil Nadu","Periyar(Erode)","116.34","132.05","173.04","87.55","62.67","112.49","66.21","86.9","30.31","0.0","0.0"
"507","2011","11","Tamil Nadu","Periyar(Erode)","103.03","90.23","167.83","84.48","104.89","129.53","93.19","57.69","62.36","0.0","15.38"
"507","2012","11","Tamil Nadu","Periyar(Erode)","113.55","127.77","178.06","125.72","113.61","138.41","109.05","75.83","90.18","2.85","8.81"
"507","2013","11","Tamil Nadu","Periyar(Erode)","129.57","126.63","160.05","159.66","65.76","108.58","81.12","94.82","61.63","17.79","1.55"
"507","2014","11","Tamil Nadu","Periyar(Erode)","138.95","137.97","180.9","144.74","91.36","117.45","92.86","76.43","12.96","0.0","23.66"
"507","2015","11","Tamil Nadu","Periyar(Erode)","96.86","133.32","144.04","66.44","6.46","101.04","93.1","82.76","44.97","0.03","0.0"
"508","1990","11","Tamil Nadu","Pudukkottai","8.81","112.05","142.44","162.66","114.46","122.5","142.37","119.93","77.9","0.0","1.04"
"508","1991","11","Tamil Nadu","Pudukkottai","57.91","90.14","133.66","114.55","144.12","120.52","142.79","87.52","85.65","0.0","0.0"
"508","1992","11","Tamil Nadu","Pudukkottai","89.45","109.21","152.09","151.57","119.2","145.28","116.7","34.54","54.35","16.9","0.0"
"508","1993","11","Tamil Nadu","Pudukkottai","101.69","116.09","155.47","146.93","159.36","123.91","146.78","87.0","123.63","0.0","0.0"
"508","1994","11","Tamil Nadu","Pudukkottai","54.1","66.8","127.65","89.14","137.29","162.81","122.13","121.15","109.54","0.0","0.0"
"508","1995","11","Tamil Nadu","Pudukkottai","57.64","100.97","143.35","100.81","118.01","161.61","124.88","53.69","104.87","0.54","33.17"
"508","1996","11","Tamil Nadu","Pudukkottai","119.35","136.18","179.38","93.29","187.19","117.24","128.9","83.86","4.56","0.0","20.28"
"508","1997","11","Tamil Nadu","Pudukkottai","111.58","124.86","153.28","118.77","147.75","157.82","101.16","103.0","86.79","0.0","0.0"
"508","1998","11","Tamil Nadu","Pudukkottai","43.87","74.12","123.07","129.54","87.9","172.03","65.22","5.12","71.32","0.34","0.0"
"508","1999","11","Tamil Nadu","Pudukkottai","54.16","70.88","127.47","108.58","138.12","157.67","150.44","121.37","81.77","0.0","0.4"
