"Dist Code","Year","State Code","State Name","Dist Name","JANUARY POTENTIAL (Millimeters)","FEBRUARY POTENTIAL (Millimeters)","MARCH POTENTIAL (Millimeters)","APRIL POTENTIAL (Millimeters)","MAY POTENTIAL (Millimeters)","JUNE POTENTIAL (Millimeters)","JULY POTENTIAL (Millimeters)","AUGUST POTENTIAL (Millimeters)","SEPTEMBER POTENTIAL (Millimeters)","OCTOBER POTENTIAL (Millimeters)","NOVEMBER POTENTIAL (Millimeters)","DECEMBER POTENTIAL (Millimeters)"
"508","2015","11","Tamil Nadu","Pudukkottai","129.11","141.19","175.75","166.36","171.91","177.12","189.39","170.71","164.04","133.64","108.84","113.98"
"509","1990","11","Tamil Nadu","Dindigul Anna","127.84","139.52","173.46","168.21","171.56","161.84","159.67","157.13","151.74","125.11","107.48","117.12"
"509","1991","11","Tamil Nadu","Dindigul Anna","133.61","141.77","174.55","163.94","156.48","154.74","164.01","160.1","149.59","124.85","108.9","115.66"
"509","1992","11","Tamil Nadu","Dindigul Anna","137.43","134.28","174.39","163.64","164.18","162.16","159.2","160.71","148.82","125.75","108.27","119.95"
"509","1993","11","Tamil Nadu","Dindigul Anna","134.74","138.97","178.13","165.56","172.49","164.12","167.44","163.14","154.91","125.45","110.37","115.0"
"509","1994","11","Tamil Nadu","Dindigul Anna","136.66","142.73","187.87","162.59","176.16","164.4","155.32","157.56","150.15","121.67","112.64","120.17"
"509","1995","11","Tamil Nadu","Dindigul Anna","138.63","142.25","180.96","162.58","167.91","164.2","158.13","154.67","155.16","131.15","108.28","127.39"
"509","1996","11","Tamil Nadu","Dindigul Anna","143.47","152.24","187.27","162.47","184.0","153.14","155.71","155.0","147.98","124.93","106.17","110.65"
"509","1997","11","Tamil Nadu","Dindigul Anna","129.19","126.45","172.32","154.09","160.47","151.01","162.85","160.98","147.26","119.96","104.14","115.34"
"509","1998","11","Tamil Nadu","Dindigul Anna","133.89","142.25","181.46","168.94","165.24","165.7","148.7","143.92","149.48","128.43","102.42","110.83"
"509","1999","11","Tamil Nadu","Dindigul Anna","128.62","142.02","169.79","183.56","172.34","159.64","159.16","154.18","151.86","116.28","110.63","114.92"
"509","2000","11","Tamil Nadu","Dindigul Anna","132.8","130.76","166.46","167.01","172.46","159.24","157.18","147.74","138.06","125.0","113.06","112.16"
"509","2001","11","Tamil Nadu","Dindigul Anna","129.14","126.94","167.62","147.43","176.85","159.46","155.75","158.18","143.03","124.5","102.42","115.43"
"509","2002","11","Tamil Nadu","Dindigul Anna","129.29","141.36","169.02","161.14","180.05","157.11","161.87","154.29","147.73","117.39","105.93","114.38"
"509","2003","11","Tamil Nadu","Dindigul Anna","135.44","139.98","172.66","161.64","173.31","157.27","155.02","153.36","153.5","120.76","111.12","118.54"
"509","2004","11","Tamil Nadu","Dindigul Anna","131.9","137.44","173.74","162.6","155.16","153.17","153.31","152.06","134.75","117.92","104.95","114.11"
"509","2005","11","Tamil Nadu","Dindigul Anna","127.81","135.35","167.71","147.32","159.47","157.16","152.38","147.59","146.42","116.21","104.12","105.51"
"509","2006","11","Tamil Nadu","Dindigul Anna","126.15","131.41","159.93","158.04","159.07","141.05","154.7","145.92","136.18","123.05","104.89","114.36"
"509","2007","11","Tamil Nadu","Dindigul Anna","128.75","131.23","168.24","154.48","159.49","143.63","143.73","143.36","147.67","121.83","104.99","111.24"
"509","2008","11","Tamil Nadu","Dindigul Anna","120.58","128.74","159.42","155.3","164.72","148.07","145.26","138.49","142.77","117.49","108.45","111.33"
"509","2009","11","Tamil Nadu","Dindigul Anna","127.04","130.94","161.09","164.07","171.48","160.27","150.58","148.85","146.91","127.7","105.95","115.53"
"509","2010","11","Tamil Nadu","Dindigul Anna","128.87","131.97","171.84","162.64","156.11","141.52","143.1","148.13","138.91","122.08","99.21","104.57"
"509","2011","11","Tamil Nadu","Dindigul Anna","125.29","127.15","165.38","152.32","168.42","162.45","158.44","152.18","152.57","115.61","105.57","109.68"
"509","2012","11","Tamil Nadu","Dindigul Anna","122.11","136.05","173.53","159.23","170.26","157.72","155.21","150.35","151.31","120.52","109.21","122.02"
"509","2013","11","Tamil Nadu","Dindigul Anna","133.1","137.6","171.19","163.72","171.78","156.11","160.83","148.76","145.79","129.76","109.95","114.35"
"509","2014","11","Tamil Nadu","Dindigul Anna","150.66","134.79","182.48","166.07","157.25","163.78","163.96","148.18","147.27","117.09","106.51","112.05"
"509","2015","11","Tamil Nadu","Dindigul Anna","125.5","139.28","173.74","149.8","145.2","142.73","160.32","148.69","141.92","123.96","104.29","112.46"
"510","1990","11","Tamil Nadu","Virudhunagar Kamarajar","133.0","140.99","167.49","174.86","184.55","187.44","198.89","187.47","173.4","137.18","112.97","124.45"
"510","1991","11","Tamil Nadu","Virudhunagar Kamarajar","137.68","142.31","167.29","167.21","163.59","181.07","202.05","193.42","170.79","140.48","116.5","120.96"
"510","1992","11","Tamil Nadu","Virudhunagar Kamarajar","145.8","129.0","164.86","164.68","174.9","192.21","198.4","194.29","170.96","141.67","115.11","128.83"
"510","1993","11","Tamil Nadu","Virudhunagar Kamarajar","140.44","138.87","173.82","164.03","187.04","192.24","209.06","198.45","180.19","140.18","116.7","122.39"
"510","1994","11","Tamil Nadu","Virudhunagar Kamarajar","142.64","142.68","184.16","164.53","193.09","187.71","191.27","188.13","169.87","133.87","121.07","130.29"
"510","1995","11","Tamil Nadu","Virudhunagar Kamarajar","144.97","142.98","177.71","163.09","182.19","190.13","195.79","188.79","180.44","148.78","112.09","137.89"
"510","1996","11","Tamil Nadu","Virudhunagar Kamarajar","148.58","154.22","182.92","164.57","200.37","174.96","194.28","186.73","174.26","139.26","111.74","113.93"
"510","1997","11","Tamil Nadu","Virudhunagar Kamarajar","132.44","125.1","170.94","155.19","168.61","173.59","204.15","193.23","171.38","129.81","106.84","119.27"
"510","1998","11","Tamil Nadu","Virudhunagar Kamarajar","139.43","141.14","175.89","174.1","172.36","191.64","185.61","175.23","175.55","146.48","106.19","114.44"
"510","1999","11","Tamil Nadu","Virudhunagar Kamarajar","133.72","144.27","164.19","193.76","191.73","184.75","199.29","188.02","174.86","131.67","117.88","122.28"
"510","2000","11","Tamil Nadu","Virudhunagar Kamarajar","140.34","127.13","161.95","176.8","188.61","186.19","196.05","180.6","157.32","142.26","121.45","119.9"
"510","2001","11","Tamil Nadu","Virudhunagar Kamarajar","134.23","123.13","167.1","149.48","190.63","183.97","192.67","191.08","165.1","138.87","108.09","123.11"
"510","2002","11","Tamil Nadu","Virudhunagar Kamarajar","133.57","144.88","167.79","161.17","194.05","181.13","201.72","182.58","166.16","127.28","108.79","120.09"
"510","2003","11","Tamil Nadu","Virudhunagar Kamarajar","141.21","139.44","167.82","163.42","184.4","182.9","193.35","187.1","174.81","135.25","118.39","124.02"
"510","2004","11","Tamil Nadu","Virudhunagar Kamarajar","137.86","138.56","170.67","166.66","170.75","179.89","195.85","184.67","152.49","133.8","114.83","122.0"
"510","2005","11","Tamil Nadu","Virudhunagar Kamarajar","132.04","137.61","164.97","149.63","172.52","184.08","193.03","176.51","171.08","130.76","109.27","107.04"
"510","2006","11","Tamil Nadu","Virudhunagar Kamarajar","130.69","134.59","153.96","160.69","168.84","159.25","189.75","169.44","152.24","134.63","109.98","121.97"
"510","2007","11","Tamil Nadu","Virudhunagar Kamarajar","135.09","131.88","162.94","156.66","168.8","163.67","178.08","174.5","169.35","134.81","111.46","119.21"
"510","2008","11","Tamil Nadu","Virudhunagar Kamarajar","126.09","127.47","160.04","159.21","180.92","170.64","183.63","165.7","164.29","130.01","113.87","116.15"
"510","2009","11","Tamil Nadu","Virudhunagar Kamarajar","133.65","131.17","154.69","172.31","188.27","187.2","188.97","179.44","171.53","141.16","111.46","120.52"
"510","2010","11","Tamil Nadu","Virudhunagar Kamarajar","134.24","134.7","172.26","167.29","167.41","164.63","175.62","178.78","154.9","138.23","104.35","108.45"
"510","2011","11","Tamil Nadu","Virudhunagar Kamarajar","130.74","128.59","164.67","155.48","181.13","188.63","195.61","182.62","174.89","127.76","112.27","114.99"
"510","2012","11","Tamil Nadu","Virudhunagar Kamarajar","126.59","140.15","167.6","164.62","187.57","181.57","194.64","181.17","172.66","131.92","113.74","128.27"
"510","2013","11","Tamil Nadu","Virudhunagar Kamarajar","138.15","138.8","167.37","168.47","185.15","181.14","201.63","177.5","166.55","145.91","116.4","121.22"
"510","2014","11","Tamil Nadu","Virudhunagar Kamarajar","156.37","136.4","184.49","169.4","163.93","189.73","208.22","179.76","166.52","127.25","112.82","116.3"
"510","2015","11","Tamil Nadu","Virudhunagar Kamarajar","130.67","142.53","172.9","152.17","151.76","165.75","201.86","178.87","157.08","135.41","109.53","118.11"
"512","1990","11","Tamil Nadu","Sivagangai Pasumpon","132.07","140.63","173.93","177.21","189.62","190.25","189.03","174.05","164.21","135.59","111.41","120.04"
"512","1991","11","Tamil Nadu","Sivagangai Pasumpon","135.64","138.85","168.05","171.22","178.32","185.77","195.79","180.92","162.94","135.57","114.46","117.14"
"512","1992","11","Tamil Nadu","Sivagangai Pasumpon","141.01","132.97","165.79","172.46","184.84","189.76","186.38","179.82","162.21","137.3","114.42","122.3"
"512","1993","11","Tamil Nadu","Sivagangai Pasumpon","138.47","140.23","176.03","172.23","196.71","192.07","199.54","184.83","169.82","136.47","115.61","119.25"
"512","1994","11","Tamil Nadu","Sivagangai Pasumpon","140.9","142.41","184.04","166.93","197.76","193.2","188.21","181.32","166.46","134.08","119.98","127.45"
"512","1995","11","Tamil Nadu","Sivagangai Pasumpon","143.91","142.79","178.71","168.44","187.25","197.36","188.23","180.09","172.5","143.3","114.1","132.87"
"512","1996","11","Tamil Nadu","Sivagangai Pasumpon","146.64","153.27","185.16","165.99","207.67","180.79","187.48","175.5","161.77","133.89","111.93","114.52"
"512","1997","11","Tamil Nadu","Sivagangai Pasumpon","134.5","130.39","175.2","159.04","176.87","187.87","195.45","184.2","167.87","130.68","108.47","115.8"
"512","1998","11","Tamil Nadu","Sivagangai Pasumpon","139.86","144.87","181.47","181.3","183.2","200.23","175.5","165.53","165.03","139.82","107.26","115.84"
"512","1999","11","Tamil Nadu","Sivagangai Pasumpon","137.35","145.16","168.25","183.32","192.64","190.75","192.03","180.08","171.38","127.43","117.59","120.01"
"512","2000","11","Tamil Nadu","Sivagangai Pasumpon","138.42","130.12","167.28","172.63","188.58","187.61","189.96","174.58","154.83","137.01","119.46","118.05"
"512","2001","11","Tamil Nadu","Sivagangai Pasumpon","132.0","126.65","170.64","154.58","201.83","192.85","187.0","185.88","163.49","135.06","108.32","117.6"
"512","2002","11","Tamil Nadu","Sivagangai Pasumpon","133.1","137.94","168.44","165.09","203.44","182.05","194.42","181.97","167.58","127.78","110.88","119.17"
"512","2003","11","Tamil Nadu","Sivagangai Pasumpon","143.03","140.61","171.3","169.27","194.72","190.95","180.68","172.74","170.44","132.53","113.23","120.72"
"512","2004","11","Tamil Nadu","Sivagangai Pasumpon","138.79","139.54","174.95","174.72","171.61","179.76","176.06","174.74","150.66","129.86","112.51","119.47"
"512","2005","11","Tamil Nadu","Sivagangai Pasumpon","136.98","138.28","171.6","148.75","179.14","187.55","185.1","166.32","159.49","126.38","111.36","108.75"
"512","2006","11","Tamil Nadu","Sivagangai Pasumpon","130.92","136.0","157.34","165.9","179.34","167.2","180.42","171.41","157.0","133.59","110.71","118.76"
"512","2007","11","Tamil Nadu","Sivagangai Pasumpon","137.09","132.11","166.25","160.95","179.33","162.19","168.29","161.38","163.03","133.83","111.54","114.52"
"512","2008","11","Tamil Nadu","Sivagangai Pasumpon","128.67","128.57","156.71","156.9","184.32","170.51","170.62","156.84","160.9","130.47","114.48","113.45"
"512","2009","11","Tamil Nadu","Sivagangai Pasumpon","132.87","131.15","161.0","174.7","192.41","192.45","185.68","168.41","167.08","142.75","110.75","117.01"
"512","2010","11","Tamil Nadu","Sivagangai Pasumpon","134.31","134.92","172.73","171.87","174.36","168.0","176.49","166.59","149.9","133.69","104.96","108.7"
"512","2011","11","Tamil Nadu","Sivagangai Pasumpon","134.11","133.15","169.64","157.63","187.95","191.41","190.5","173.56","172.1","125.7","110.77","113.01"
"512","2012","11","Tamil Nadu","Sivagangai Pasumpon","128.3","138.66","170.8","169.65","188.0","187.91","185.47","179.4","172.63","132.82","114.01","125.44"
"512","2013","11","Tamil Nadu","Sivagangai Pasumpon","141.43","138.42","168.96","175.78","202.65","196.68","204.21","170.47","165.12","145.8","116.72","119.86"
"512","2014","11","Tamil Nadu","Sivagangai Pasumpon","165.16","135.3","181.06","174.98","175.62","188.45","200.52","171.75","161.99","128.9","111.97","115.57"
"512","2015","11","Tamil Nadu","Sivagangai Pasumpon","132.84","142.21","175.37","160.65","165.33","174.37","192.94","171.77","162.78","134.94","109.9","115.45"
"513","1990","11","Tamil Nadu","Chidambanar Toothukudi","132.03","140.59","166.02","174.24","182.61","184.55","197.09","191.12","174.93","138.89","113.03","126.06"
"513","1991","11","Tamil Nadu","Chidambanar Toothukudi","135.37","140.35","165.22","165.84","164.03","180.72","198.36","196.06","173.88","143.68","116.77","122.08"
"513","1992","11","Tamil Nadu","Chidambanar Toothukudi","144.95","127.08","161.33","164.03","174.43","189.95","196.8","198.17","173.98","146.29","114.85","130.94"
"513","1993","11","Tamil Nadu","Chidambanar Toothukudi","138.5","138.44","171.91","160.87","186.48","189.18","205.77","201.64","182.57","143.6","115.39","124.0"
"513","1994","11","Tamil Nadu","Chidambanar Toothukudi","140.48","140.45","180.84","163.29","192.67","183.83","190.65","191.82","170.97","136.35","120.42","132.63"
"513","1995","11","Tamil Nadu","Chidambanar Toothukudi","143.12","141.97","175.27","160.73","182.31","187.37","195.24","194.46","183.2","152.78","111.82","138.69"
"513","1996","11","Tamil Nadu","Chidambanar Toothukudi","145.38","151.58","180.13","163.6","197.76","172.82","194.42","191.81","179.14","143.64","111.91","114.68"
"513","1997","11","Tamil Nadu","Chidambanar Toothukudi","130.35","126.69","171.62","155.28","168.23","173.57","202.61","196.96","175.05","131.38","105.73","119.98"
"513","1998","11","Tamil Nadu","Chidambanar Toothukudi","138.52","140.18","174.8","171.52","171.27","188.64","188.57","183.37","180.21","151.8","107.47","115.26"
"513","1999","11","Tamil Nadu","Chidambanar Toothukudi","132.6","143.65","165.22","189.92","190.76","181.51","198.46","193.01","177.69","139.63","117.92","124.86"
"513","2000","11","Tamil Nadu","Chidambanar Toothukudi","139.8","126.41","163.53","178.0","188.86","183.93","195.94","187.85","163.67","148.16","121.54","123.15"
"513","2001","11","Tamil Nadu","Chidambanar Toothukudi","133.83","124.05","168.74","149.75","185.7","178.66","189.89","192.78","170.41","142.89","109.63","125.0"
"513","2002","11","Tamil Nadu","Chidambanar Toothukudi","132.22","144.58","169.4","158.63","186.75","176.59","197.75","184.8","169.91","131.26","108.21","122.51"
"513","2003","11","Tamil Nadu","Chidambanar Toothukudi","139.38","138.08","166.74","161.63","182.35","180.01","193.25","193.25","176.08","140.59","117.35","124.67"
"513","2004","11","Tamil Nadu","Chidambanar Toothukudi","136.75","138.42","170.6","166.14","175.09","180.7","198.65","190.47","159.4","139.51","116.08","124.83"
"513","2005","11","Tamil Nadu","Chidambanar Toothukudi","130.72","138.0","165.67","152.53","175.78","184.41","196.72","184.48","178.07","139.46","109.5","109.0"
"513","2006","11","Tamil Nadu","Chidambanar Toothukudi","129.48","135.05","153.95","160.17","167.78","159.48","188.5","174.42","157.8","137.2","109.49","124.71"
"513","2007","11","Tamil Nadu","Chidambanar Toothukudi","134.37","132.44","162.06","156.46","171.19","165.76","182.81","185.66","175.7","139.82","112.82","122.73"
"513","2008","11","Tamil Nadu","Chidambanar Toothukudi","126.75","128.76","162.81","160.27","182.72","173.66","189.35","176.14","171.75","135.66","113.79","118.12"
"513","2009","11","Tamil Nadu","Chidambanar Toothukudi","133.94","132.19","155.85","173.25","188.7","185.15","190.94","185.89","178.45","144.93","111.57","121.85"
"513","2010","11","Tamil Nadu","Chidambanar Toothukudi","133.73","136.77","173.17","166.79","171.47","169.36","177.7","185.96","161.07","145.09","105.77","111.73"
"513","2011","11","Tamil Nadu","Chidambanar Toothukudi","130.28","130.5","167.0","156.2","180.98","184.84","192.63","186.79","175.95","134.35","113.37","117.86"
"513","2012","11","Tamil Nadu","Chidambanar Toothukudi","126.25","140.73","165.25","164.22","188.31","178.71","195.83","187.93","175.72","134.43","113.65","129.78"
"513","2013","11","Tamil Nadu","Chidambanar Toothukudi","137.21","138.61","167.27","168.82","182.97","179.2","199.72","183.77","171.58","149.96","116.4","124.39"
"513","2014","11","Tamil Nadu","Chidambanar Toothukudi","153.53","136.53","182.72","166.55","163.85","186.24","207.26","188.07","169.16","130.87","113.36","118.07"
"513","2015","11","Tamil Nadu","Chidambanar Toothukudi","130.46","141.99","172.92","153.91","156.27","171.25","205.63","188.84","164.62","138.94","109.91","120.76"
"521","1990","11","Tamil Nadu","Thiruvannamalai","115.5","135.84","174.66","180.41","192.04","183.4","166.64","161.04","148.58","128.24","103.23","108.49"
"521","1991","11","Tamil Nadu","Thiruvannamalai","120.32","131.98","175.48","177.56","192.34","169.48","174.75","165.46","145.88","126.21","103.8","104.65"
"521","1992","11","Tamil Nadu","Thiruvannamalai","119.97","133.22","173.15","184.27","183.57","172.56","163.08","161.95","146.11","123.73","105.54","107.58"
"521","1993","11","Tamil Nadu","Thiruvannamalai","120.17","135.14","178.8","183.6","199.27","174.01","172.56","165.76","150.18","124.99","108.24","107.47"
"521","1994","11","Tamil Nadu","Thiruvannamalai","122.19","131.47","180.29","174.47","195.13","191.34","167.52","166.91","155.63","126.6","107.57","107.25"
"521","1995","11","Tamil Nadu","Thiruvannamalai","123.54","134.9","176.6","176.3","191.16","192.86","162.78","156.82","152.53","128.4","106.95","113.56"
"521","1996","11","Tamil Nadu","Thiruvannamalai","128.57","142.18","185.25","171.67","204.73","171.74","163.44","158.23","145.31","124.73","104.57","104.24"
"521","1997","11","Tamil Nadu","Thiruvannamalai","116.25","124.15","174.1","164.54","185.12","175.63","173.23","172.66","146.05","124.73","102.78","104.08"
"521","1998","11","Tamil Nadu","Thiruvannamalai","121.02","141.18","186.2","176.91","187.63","187.72","151.55","142.15","144.92","125.04","102.93","106.67"
"521","1999","11","Tamil Nadu","Thiruvannamalai","122.79","139.7","178.05","177.84","185.97","186.54","163.58","155.44","150.19","120.95","106.28","106.37"
"521","2000","11","Tamil Nadu","Thiruvannamalai","120.63","131.0","171.15","173.83","189.96","178.4","164.4","160.1","140.77","122.92","109.64","102.61"
"521","2001","11","Tamil Nadu","Thiruvannamalai","119.65","126.65","172.27","160.03","203.14","188.33","167.31","167.23","143.43","122.42","101.78","106.17"
"521","2002","11","Tamil Nadu","Thiruvannamalai","116.06","134.82","172.7","172.18","200.4","167.65","166.34","174.52","154.1","124.47","106.11","108.37"
"521","2003","11","Tamil Nadu","Thiruvannamalai","123.72","134.53","174.16","173.92","201.87","180.81","146.14","154.59","159.42","123.43","109.52","108.84"
"521","2004","11","Tamil Nadu","Thiruvannamalai","117.67","130.29","174.05","178.19","170.62","170.75","145.02","163.49","140.05","124.26","104.54","111.56"
"521","2005","11","Tamil Nadu","Thiruvannamalai","121.39","130.4","175.6","163.9","178.93","174.12","158.18","154.15","144.66","119.11","101.71","101.04"
"521","2006","11","Tamil Nadu","Thiruvannamalai","114.28","124.05","163.24","169.69","193.08","157.63","172.24","167.72","144.98","124.9","103.41","105.05"
"521","2007","11","Tamil Nadu","Thiruvannamalai","117.9","126.3","168.81","165.07","182.1","152.62","150.33","144.65","146.17","124.92","101.74","100.23"
"521","2008","11","Tamil Nadu","Thiruvannamalai","112.62","123.7","156.73","162.63","189.43","178.02","147.31","146.52","144.91","122.01","106.98","101.15"
"521","2009","11","Tamil Nadu","Thiruvannamalai","116.15","124.8","167.16","173.73","177.45","165.39","172.76","151.74","148.68","135.64","102.39","104.57"
"521","2010","11","Tamil Nadu","Thiruvannamalai","117.05","127.77","170.08","175.78","180.37","156.58","149.34","142.43","140.4","122.78","99.29","98.66"
"521","2011","11","Tamil Nadu","Thiruvannamalai","117.83","127.22","169.82","161.48","186.45","188.5","165.34","153.92","153.94","120.85","103.4","102.3"
"521","2012","11","Tamil Nadu","Thiruvannamalai","108.31","128.24","173.13","169.67","191.2","184.94","161.11","162.04","152.21","128.06","106.16","109.71"
"521","2013","11","Tamil Nadu","Thiruvannamalai","119.79","131.73","172.6","173.89","189.3","185.49","168.46","160.64","141.87","125.29","104.07","106.2"
"521","2014","11","Tamil Nadu","Thiruvannamalai","140.61","126.39","173.12","176.25","178.36","176.0","179.1","162.26","155.09","127.78","106.41","108.05"
"521","2015","11","Tamil Nadu","Thiruvannamalai","117.55","130.1","168.3","169.75","174.19","160.55","163.37","152.75","149.58","124.19","102.04","103.18"
"542","1990","11","Tamil Nadu","Nagapattinam","119.57","134.5","168.86","171.23","187.33","192.32","186.78","168.48","156.06","133.91","108.47","111.13"
"542","1991","11","Tamil Nadu","Nagapattinam","123.53","129.87","164.74","168.96","180.29","186.69","193.11","175.14","157.23","134.56","109.06","108.46"
"542","1992","11","Tamil Nadu","Nagapattinam","124.57","127.56","161.05","169.35","181.5","182.62","180.31","175.65","155.41","131.57","109.16","110.93"
"542","1993","11","Tamil Nadu","Nagapattinam","123.02","132.39","168.42","168.42","194.45","189.03","193.85","179.51","162.47","131.35","110.4","110.31"
"542","1994","11","Tamil Nadu","Nagapattinam","125.33","132.15","171.01","166.07","196.6","198.93","187.16","181.27","162.43","132.32","111.69","113.29"
"542","1995","11","Tamil Nadu","Nagapattinam","126.72","133.38","167.83","164.8","184.77","202.61","187.31","176.57","164.46","137.62","111.08","117.35"
"542","1996","11","Tamil Nadu","Nagapattinam","129.85","139.89","173.48","163.9","209.33","179.14","183.17","169.3","156.55","131.5","107.91","107.69"
"542","1997","11","Tamil Nadu","Nagapattinam","121.1","126.87","168.54","158.47","180.38","193.16","193.81","184.16","164.61","127.29","104.59","107.74"
"542","1998","11","Tamil Nadu","Nagapattinam","126.34","138.79","175.73","172.28","186.43","203.66","171.42","163.37","161.24","136.14","107.01","110.21"
"542","1999","11","Tamil Nadu","Nagapattinam","127.54","138.2","167.35","174.86","190.08","193.38","186.24","176.77","165.34","127.29","112.52","112.47"
"542","2000","11","Tamil Nadu","Nagapattinam","125.24","128.56","163.83","171.79","189.79","186.66","184.1","173.78","152.15","132.27","114.42","109.51"
"542","2001","11","Tamil Nadu","Nagapattinam","124.15","124.91","165.98","158.81","198.09","191.23","178.69","176.47","159.34","128.93","105.37","109.33"
"542","2002","11","Tamil Nadu","Nagapattinam","120.23","135.9","163.33","161.63","192.84","174.24","179.56","179.34","162.52","129.97","110.01","113.74"
"542","2003","11","Tamil Nadu","Nagapattinam","127.81","132.6","167.51","166.61","191.29","188.61","167.3","161.79","160.48","131.59","111.21","111.34"
"542","2004","11","Tamil Nadu","Nagapattinam","120.38","128.55","162.32","172.49","175.14","182.09","167.51","170.17","150.28","130.46","110.74","114.36"
"542","2005","11","Tamil Nadu","Nagapattinam","124.86","131.1","168.52","157.51","181.29","188.46","184.69","165.19","159.03","126.51","109.13","106.77"
"542","2006","11","Tamil Nadu","Nagapattinam","119.35","127.17","158.0","163.64","183.9","166.76","180.64","176.61","159.82","129.89","106.23","111.93"
"542","2007","11","Tamil Nadu","Nagapattinam","124.45","126.67","159.08","158.56","180.34","159.17","166.2","162.38","160.19","131.37","107.33","106.75"
"542","2008","11","Tamil Nadu","Nagapattinam","117.41","125.72","158.23","160.14","189.39","182.06","171.26","161.09","161.48","130.3","111.02","108.13"
"542","2009","11","Tamil Nadu","Nagapattinam","122.51","125.24","159.27","169.38","182.13","184.85","184.71","164.46","162.48","138.09","107.03","107.9"
"542","2010","11","Tamil Nadu","Nagapattinam","121.92","129.53","162.81","168.78","181.4","170.84","174.41","157.06","147.75","132.32","103.94","104.44"
"542","2011","11","Tamil Nadu","Nagapattinam","125.15","129.55","164.4","158.01","187.98","189.76","179.36","170.64","161.25","125.28","107.88","110.35"
"542","2012","11","Tamil Nadu","Nagapattinam","116.62","131.33","163.57","163.53","186.25","187.18","175.85","177.96","163.86","132.93","110.93","115.76"
"542","2013","11","Tamil Nadu","Nagapattinam","125.9","131.17","165.36","170.08","196.23","197.58","188.84","165.13","165.16","135.34","108.75","106.83"
"542","2014","11","Tamil Nadu","Nagapattinam","149.22","125.66","165.83","163.46","179.7","180.79","190.68","174.02","159.56","132.97","110.07","109.37"
"542","2015","11","Tamil Nadu","Nagapattinam","122.75","134.68","171.72","164.39","175.74","182.29","188.57","172.05","168.7","133.3","106.28","111.73"
"543","1990","11","Tamil Nadu","Villupuram","121.0","136.38","175.76","179.13","193.69","189.81","175.71","165.92","154.06","130.49","105.05","111.77"
"543","1991","11","Tamil Nadu","Villupuram","125.41","132.38","173.9","176.47","192.69","179.71","183.54","171.97","152.7","129.4","105.93","108.39"
"543","1992","11","Tamil Nadu","Villupuram","125.61","132.63","170.95","181.15","186.92","180.15","172.03","169.83","152.01","127.03","107.44","111.17"
"543","1993","11","Tamil Nadu","Villupuram","125.44","135.82","177.94","180.99","202.34","182.67","182.34","173.06","156.9","127.95","109.68","110.85"
"543","1994","11","Tamil Nadu","Villupuram","127.72","133.1","179.67","173.19","199.02","198.67","176.28","174.49","161.19","129.61","110.18","111.34"
"543","1995","11","Tamil Nadu","Villupuram","129.06","135.87","176.23","174.13","192.32","200.32","174.04","165.98","158.72","132.4","109.28","117.38"
"543","1996","11","Tamil Nadu","Villupuram","133.95","143.31","183.76","171.25","210.31","179.37","172.82","165.74","151.53","127.37","106.23","107.82"
"543","1997","11","Tamil Nadu","Villupuram","122.43","126.1","174.43","164.3","187.34","185.81","182.46","178.77","154.56","126.52","104.11","107.76"
"543","1998","11","Tamil Nadu","Villupuram","127.52","142.11","185.29","177.39","191.54","196.73","161.06","152.68","152.05","128.85","104.75","110.65"
"543","1999","11","Tamil Nadu","Villupuram","128.59","140.42","176.71","177.57","189.66","193.7","173.21","164.44","157.51","123.03","108.92","110.62"
"543","2000","11","Tamil Nadu","Villupuram","126.36","131.54","170.54","173.51","192.24","184.55","173.44","166.56","146.04","126.03","111.6","106.27"
"543","2001","11","Tamil Nadu","Villupuram","124.63","126.81","172.79","160.72","205.7","194.14","174.88","173.34","150.79","125.09","103.08","109.28"
"543","2002","11","Tamil Nadu","Villupuram","120.67","136.23","171.49","169.86","202.34","174.25","174.45","180.83","159.75","126.76","107.84","112.05"
"543","2003","11","Tamil Nadu","Villupuram","129.77","135.17","174.25","172.77","202.84","189.14","155.49","159.66","162.77","125.8","110.04","112.1"
"543","2004","11","Tamil Nadu","Villupuram","123.07","131.23","172.61","178.15","173.79","177.87","154.54","168.36","145.24","126.34","106.6","115.09"
"543","2005","11","Tamil Nadu","Villupuram","126.89","131.35","175.29","161.74","181.34","181.8","168.4","160.68","151.31","121.81","104.49","104.84"
"543","2006","11","Tamil Nadu","Villupuram","119.51","125.72","163.15","169.02","192.94","164.95","177.66","173.22","150.68","126.84","104.92","108.8"
"543","2007","11","Tamil Nadu","Villupuram","123.91","127.29","167.28","164.24","183.61","158.76","157.33","152.1","152.15","127.11","103.6","103.49"
"543","2008","11","Tamil Nadu","Villupuram","116.87","124.39","158.23","161.67","192.38","182.62","156.65","153.75","151.53","124.46","108.28","104.79"
"543","2009","11","Tamil Nadu","Villupuram","121.36","125.42","166.37","173.11","181.65","174.04","179.04","159.22","154.48","136.11","103.87","107.59"
"543","2010","11","Tamil Nadu","Villupuram","121.56","128.57","169.16","175.03","182.8","163.8","159.51","150.06","144.99","125.64","100.62","102.3"
"543","2011","11","Tamil Nadu","Villupuram","123.43","128.43","169.46","161.45","189.69","193.48","173.33","162.68","159.0","122.49","104.93","106.57"
